Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct
1	-3.1400	-3.0144	19.7775	9.0000	0.0000	11.1687	0.3807	8.2280	14.7275	0.0000	122.8060	14.7275	123.6859	40.8480	40.7031	41.4967	40.4501	40.4501	40.6700	40.5412	40.6341	42.5775
2	-3.0144	-2.8888	25.3177	16.0000	0.0000	10.5583	0.2189	14.5404	14.9945	0.0000	167.6654	14.9945	168.3346	56.4326	55.4894	56.0422	55.2973	55.2973	55.4638	55.3677	55.4816	58.0659
3	-2.8888	-2.7632	23.4044	9.0000	0.0000	11.9804	0.1300	11.2940	14.4844	0.0000	143.0491	14.4844	143.7806	48.3473	47.2273	47.9556	46.9996	46.9996	47.2065	47.0899	47.2515	49.9888
4	-2.7632	-2.6376	27.0117	19.0000	0.0000	11.2641	0.2177	15.5299	14.5553	0.0000	168.2850	14.5553	168.9133	55.8519	55.7260	56.3861	55.5314	55.5314	55.6849	55.5921	55.6336	58.8366
5	-2.6376	-2.5120	28.4385	17.0000	0.0000	12.0052	0.1315	16.3018	14.2699	0.0000	169.5649	14.2699	170.1643	56.2345	56.4507	57.0437	56.2618	56.2618	56.4328	56.3404	56.2007	57.4550
6	-2.5120	-2.3864	28.9085	16.0000	0.0000	10.3802	0.2100	18.3183	14.8435	0.0000	187.7054	14.8435	188.2913	62.4146	62.4261	62.8609	62.2654	62.2654	62.4043	62.3206	62.3692	63.7744
7	-2.3864	-2.2608	24.1584	8.0000	0.0000	12.2439	0.2971	11.6174	14.0437	0.0000	138.0606	14.0437	138.7731	46.1987	45.7660	46.4692	45.5327	45.5327	45.7503	45.6193	45.9349	47.3479
8	-2.2608	-2.1352	25.5805	13.0000	0.0000	12.6020	0.3962	12.5822	13.8362	0.0000	142.6153	13.8362	143.2849	47.4176	47.1379	47.8031	46.9108	46.9108	47.1068	46.9862	47.1318	50.3404
9	-2.1352	-2.0096	28.6173	13.0000	0.0000	11.0699	0.1453	17.4022	14.5864	0.0000	179.2842	14.5864	179.8766	59.6310	59.5746	60.0408	59.4046	59.4046	59.5517	59.4631	59.4460	61.3110
10	-2.0096	-1.8840	33.2569	21.0000	0.0000	10.8835	0.1249	22.2486	14.2432	0.0000	199.4984	14.2432	200.0062	67.1108	66.2980	66.7312	66.1516	66.1516	66.2862	66.2079	66.1517	67.3931
11	-1.8840	-1.7584	23.0834	10.0000	0.0000	11.2864	0.1284	11.6685	14.6923	0.0000	144.4205	14.6923	145.1659	48.1840	47.8772	48.6316	47.6534	47.6534	47.8608	47.7397	47.7684	49.8506
12	-1.7584	-1.6328	25.7125	12.0000	0.0000	10.3335	0.1104	15.2687	15.2664	0.0000	176.3085	15.2664	176.9682	58.3706	58.5174	59.1000	58.3373	58.3373	58.4884	58.3992	58.5206	60.8107
13	-1.6328	-1.5072	19.8551	10.0000	0.0000	11.0755	0.2391	8.5405	14.6532	0.0000	122.9074	14.6532	123.7778	41.0644	40.5461	41.2867	40.2919	40.2919	40.4993	40.3800	40.2919	43.9354
14	-1.5072	-1.3816	21.2152	11.0000	0.0000	10.7619	0.0951	10.3582	15.2170	0.0000	142.7753	15.2170	143.5839	47.9597	47.3611	48.0280	47.1360	47.1360	47.3426	47.2275	47.4350	48.6769
15	-1.3816	-1.2560	26.4485	13.0000	0.0000	10.4225	0.2862	15.7397	14.8546	0.0000	171.3200	14.8546	171.9628	56.8169	56.8997	57.5005	56.7140	56.7140	56.9046	56.8006	56.6940	58.8802
16	-1.2560	-1.1304	19.2082	10.0000	0.0000	10.6282	0.1903	8.3897	15.1222	0.0000	127.6548	15.1222	128.5473	43.3519	41.8991	42.6884	41.6489	41.6489	41.8661	41.7275	41.7727	46.1555
17	-1.1304	-1.0048	26.2733	13.0000	0.0000	11.4723	0.3861	14.4149	14.4799	0.0000	161.2853	14.4799	161.9340	54.1880	53.4871	54.2132	53.2861	53.2861	53.4535	53.3550	53.3584	55.1971
18	-1.0048	-0.8792	19.8772	9.0000	0.0000	11.2904	0.0000	8.5867	14.6371	0.0000	122.7502	14.6371	123.6199	42.4422	40.5030	41.3293	40.2472	40.2472	40.4952	40.3520	40.2374	42.3180
19	-0.8792	-0.7536	23.5316	15.0000	0.0000	10.8976	0.0977	12.5363	14.9808	0.0000	154.3276	14.9808	155.0530	51.0158	51.2043	51.7952	50.9953	50.9953	51.1861	51.0732	51.1500	53.5157
20	-0.7536	-0.6280	29.7621	17.0000	0.0000	11.2183	0.1379	18.4059	14.4308	0.0000	182.8136	14.4308	183.3823	61.4275	60.6496	61.1852	60.4796	60.4796	60.6478	60.5490	60.4526	62.5386
21	-0.6280	-0.5024	24.3047	13.0000	0.0000	10.4625	0.2378	13.6044	15.0871	0.0000	161.7934	15.0871	162.4954	54.2149	53.6891	54.3087	53.4876	53.4876	53.6608	53.5570	53.4758	55.4668
22	-0.5024	-0.3768	22.6983	11.0000	0.0000	10.6095	0.2964	11.7924	14.9103	0.0000	147.0844	14.9103	147.8382	48.4033	48.6851	49.4050	48.4618	48.4618	48.6493	48.5390	48.6293	51.9151
23	-0.3768	-0.2512	25.1525	16.0000	0.0000	10.8338	0.1790	14.1398	15.0945	0.0000	168.0826	15.0945	168.7590	56.4547	55.8532	56.4303	55.6604	55.6604	55.8172	55.7265	55.5137	57.1116
24	-0.2512	-0.1256	26.0555	14.0000	0.0000	10.7806	0.1473	15.1276	15.0680	0.0000	174.0512	15.0680	174.7023	58.4420	57.7496	58.3200	57.5694	57.5694	57.7265	57.6428	57.3877	59.7097
25	-0.1256	0.0000	19.7388	10.0000	0.0000	10.9850	0.1348	8.6190	14.7331	0.0000	124.5017	14.7331	125.3704	42.7840	40.7786	41.4683	40.5293	40.5293	40.7682	40.6239	40.6742	45.1188
26	0.0000	0.1256	26.5910	15.0000	0.0000	11.5095	0.2735	14.8080	14.3179	0.0000	159.0685	14.3179	159.7116	53.3872	52.8524	53.5107	52.6494	52.6494	52.8410	52.7254	52.6843	53.8900
