Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	50.0000	90.0000	0.3904	0.0000	0.0000	0.3904	0.0000	0.0000	98.9307	66.0947	59.3314	118.9781	115.3581	66.0947	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2	90.0000	130.0000	0.1267	1.0000	0.0000	0.1053	0.0000	0.0215	45.1656	0.1131	4.0665	45.1658	45.3483	4.0649	0.1117	0.0000	0.0178	0.0000	0.0000	0.0000
3	130.0000	170.0000	0.1613	1.0000	0.0000	0.1146	0.0052	0.0415	39.6865	0.1854	6.8915	39.6869	40.2804	6.8890	0.0923	0.0000	0.1607	0.0000	0.0000	0.0000
4	170.0000	210.0000	0.6167	2.0000	0.0000	0.5968	0.0000	0.0200	25.5930	20.0920	23.8457	32.5375	34.9803	23.8454	0.0996	0.0000	0.0862	0.0000	0.0000	0.0000
5	210.0000	250.0000	0.4740	3.0000	0.0000	0.4440	0.0143	0.0157	27.4402	0.0404	11.7484	27.4402	29.8494	11.7483	0.0355	0.0000	0.0193	0.0000	0.0000	0.0000
6	250.0000	290.0000	0.5197	2.0000	0.0011	0.4950	0.0186	0.0050	24.8791	0.0656	4.3835	24.8792	25.2623	4.3830	0.0609	0.0000	0.0244	0.0000	0.0000	0.0000
7	290.0000	310.0000	0.1987	1.0000	0.0228	0.1525	0.0189	0.0044	36.0944	25.6491	18.2892	44.2795	40.4635	25.6472	0.0457	0.0000	0.3077	0.0000	0.0000	0.0000
8	310.0000	350.0000	0.4746	0.0000	0.0000	0.4669	0.0000	0.0076	32.9739	22.1227	16.1596	39.7076	36.7207	22.1226	0.0478	0.0000	0.0345	0.0000	0.0000	0.0000
9	350.0000	390.0000	0.2202	0.0000	0.0000	0.1915	0.0186	0.0101	42.8800	14.8623	21.0269	45.3826	47.7580	21.0269	0.0193	0.0000	0.0120	0.0000	0.0000	0.0000
10	390.0000	430.0000	0.2889	1.0000	0.0000	0.2879	0.0000	0.0010	35.8483	0.0051	9.1643	35.8483	37.0011	9.1643	0.0045	0.0000	0.0025	0.0000	0.0000	0.0000
11	430.0000	470.0000	0.1261	0.0000	0.0000	0.1097	0.0091	0.0073	53.9103	10.3816	24.6155	54.9009	59.2642	24.6155	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12	470.0000	510.0000	0.1035	0.0000	0.0000	0.1018	0.0000	0.0018	81.0353	109.9064	47.6583	136.5509	94.0108	109.9064	0.0067	0.0000	0.0133	0.0000	0.0000	0.0000
14	550.0000	590.0000	0.0550	0.0000	0.0000	0.0447	0.0100	0.0002	60.3260	16.4246	20.5266	62.5219	63.7226	20.5264	0.0345	0.0000	0.0680	0.0000	0.0000	0.0000
15	590.0000	630.0000	0.0038	0.0000	0.0000	0.0000	0.0000	0.0038	61.2516	31.5483	26.3794	68.8989	66.6906	31.5483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17	670.0000	710.0000	0.0748	0.0000	0.0000	0.0743	0.0000	0.0005	99.3103	117.9665	69.0059	154.2032	120.9312	117.9665	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18	710.0000	750.0000	0.0075	0.0000	0.0002	0.0000	0.0073	0.0000	96.9489	20.0746	29.9550	99.0054	101.4711	29.9550	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20	790.0000	830.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	27.7490	22.7300	103.7786	102.5507	27.7490	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
21	830.0000	870.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	8.3485	27.0340	100.3479	103.5898	27.0340	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
23	910.0000	950.0000	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	100.0000	52.1342	32.1203	112.7740	105.0320	52.1342	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
24	950.0000	1000.0000	0.0136	0.0000	0.0002	0.0000	0.0073	0.0061	70.1594	9.8783	26.5226	70.8514	75.0053	26.5226	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
