Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	-3.1400	-3.0144	0.1106	0.0000	0.0000	0.1022	0.0000	0.0084	42.1537	32.0832	20.9467	52.9742	47.0712	32.0646	0.4343	1.0026	0.0016	0.0000	0.0000	0.0000
2	-3.0144	-2.8888	0.1718	0.0000	0.0000	0.1718	0.0000	0.0000	63.7366	52.0922	41.0806	82.3162	75.8285	50.7314	0.3972	11.8222	0.0000	0.0000	0.0000	0.0000
3	-2.8888	-2.7632	1.4628	0.0000	1.3508	0.1112	0.0000	0.0008	92.4876	64.6404	60.1554	112.8376	110.3296	61.7037	0.3978	19.2580	0.0000	0.0000	0.0000	0.0000
4	-2.7632	-2.6376	0.1501	2.0000	0.0000	0.1432	0.0000	0.0069	58.3600	39.8219	36.2867	70.6518	68.7213	39.6396	0.4350	3.7813	0.0000	0.0000	0.0000	0.0000
5	-2.6376	-2.5120	0.1549	0.0000	0.0000	0.1163	0.0052	0.0334	41.1077	30.7673	26.9771	51.3466	49.1692	30.4839	0.3976	4.1478	0.0000	0.0000	0.0000	0.0000
6	-2.5120	-2.3864	0.1239	1.0000	0.0000	0.1181	0.0000	0.0058	46.1975	3.9227	10.3965	46.3637	47.3529	9.7373	0.4180	3.6189	0.0014	0.0000	0.0000	0.0000
7	-2.3864	-2.2608	0.1342	0.0000	0.0000	0.1004	0.0255	0.0083	42.7706	18.3793	17.8755	46.5524	46.3558	18.3517	0.4014	0.9230	0.0034	0.0000	0.0000	0.0000
8	-2.2608	-2.1352	0.0910	1.0000	0.0000	0.0886	0.0024	0.0000	56.7855	0.6729	20.5533	56.7895	60.3907	20.5423	0.3972	0.5432	0.0000	0.0000	0.0000	0.0000
9	-2.1352	-2.0096	0.2055	1.0000	0.0000	0.2030	0.0000	0.0025	51.2618	13.3483	22.2520	52.9712	55.8831	22.1449	0.4080	2.1420	0.0050	0.0000	0.0000	0.0000
10	-2.0096	-1.8840	0.3211	1.0000	0.0000	0.3149	0.0000	0.0062	53.9589	10.2970	20.0557	54.9327	57.5656	19.1032	0.4463	6.0909	0.0000	0.0000	0.0000	0.0000
11	-1.8840	-1.7584	0.1992	0.0000	0.0000	0.1989	0.0000	0.0003	38.0774	0.7308	13.2069	38.0844	40.3027	13.1867	0.4293	0.5914	0.0085	0.0000	0.0000	0.0000
12	-1.7584	-1.6328	0.1514	1.0000	0.0000	0.1371	0.0000	0.0143	43.5375	0.6520	13.0548	43.5424	45.4526	13.0385	0.4031	0.5123	0.0063	0.0000	0.0000	0.0000
13	-1.6328	-1.5072	0.1371	0.0000	0.0015	0.1351	0.0000	0.0005	61.7414	28.8804	14.5970	68.1621	63.4435	28.8182	0.3972	1.8508	0.0158	0.0000	0.0000	0.0000
14	-1.5072	-1.3816	0.1670	0.0000	0.0000	0.1648	0.0000	0.0022	46.0787	5.5557	14.3876	46.4124	48.2727	14.3721	0.4177	0.5212	0.0000	0.0000	0.0000	0.0000
15	-1.3816	-1.2560	0.0164	0.0000	0.0000	0.0000	0.0081	0.0083	60.9228	10.3899	20.1618	61.8024	64.1723	17.4553	0.4508	10.0800	0.0000	0.0000	0.0000	0.0000
16	-1.2560	-1.1304	0.1491	0.0000	0.0000	0.1181	0.0117	0.0192	41.0139	5.4721	15.1308	41.3773	43.7159	14.6688	0.4211	3.6862	0.0264	0.0000	0.0000	0.0000
17	-1.1304	-1.0048	0.1940	0.0000	0.0001	0.1914	0.0000	0.0025	68.5896	0.6934	26.6260	68.5931	73.5763	26.6169	0.4201	0.5517	0.0000	0.0000	0.0000	0.0000
18	-1.0048	-0.8792	0.0875	0.0000	0.0000	0.0748	0.0064	0.0063	69.2450	35.5662	27.3617	77.8449	74.4549	35.5511	0.4983	0.9070	0.0000	0.0000	0.0000	0.0000
19	-0.8792	-0.7536	0.0861	1.0000	0.0000	0.0679	0.0000	0.0182	47.9436	17.1659	9.3720	50.9241	48.8511	15.9962	0.4379	6.2128	0.0003	0.0000	0.0000	0.0000
20	-0.7536	-0.6280	0.0739	0.0000	0.0002	0.0690	0.0000	0.0047	55.6960	25.9511	27.6277	61.4451	62.1718	26.2303	0.3972	8.6662	0.0000	0.0000	0.0000	0.0000
21	-0.6280	-0.5024	0.1011	1.0000	0.0000	0.1006	0.0000	0.0005	46.0679	18.2736	16.6482	49.5598	48.9838	18.2627	0.4113	0.4821	0.0000	0.0000	0.0000	0.0000
22	-0.5024	-0.3768	0.0408	1.0000	0.0000	0.0346	0.0000	0.0062	63.3393	20.0647	6.7241	66.4414	63.6952	19.8705	0.3972	2.7563	0.0000	0.0000	0.0000	0.0000
23	-0.3768	-0.2512	0.1375	0.0000	0.0000	0.1101	0.0187	0.0088	47.5378	8.6169	6.2325	48.3124	47.9446	7.6021	0.4395	4.0332	0.0038	0.0000	0.0000	0.0000
24	-0.2512	-0.1256	0.0213	1.0000	0.0000	0.0213	0.0000	0.0000	226.0290	47.8304	31.1785	231.0343	228.1693	39.1988	0.5328	27.4029	0.0000	0.0000	0.0000	0.0000
25	-0.1256	0.0000	0.0805	0.0000	0.0000	0.0611	0.0187	0.0006	45.9345	28.9849	20.6184	54.3149	50.3497	28.9777	0.4079	0.5025	0.0000	0.0000	0.0000	0.0000
