Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	0.0000	50.0000	160.7647	156.0000	0.0000	150.8846	1.6668	8.2133	1.5891	0.9682	1.0178	1.8608	1.8872
2	50.0000	100.0000	337.4310	330.0000	0.0474	307.2912	3.6107	26.4817	1.4189	0.9166	0.9399	1.6892	1.7020
3	100.0000	150.0000	296.3427	257.0000	0.0000	261.0883	3.7626	31.4917	1.2581	0.8582	0.8583	1.5229	1.5230
4	150.0000	200.0000	191.5345	196.0000	0.0000	159.9489	3.1034	28.4822	1.6242	0.8749	1.0406	1.8449	1.9290
5	200.0000	250.0000	117.9029	108.0000	0.0000	90.9215	1.9169	25.0645	2.2110	0.8184	0.8267	2.3576	2.3605
6	250.0000	300.0000	63.3767	62.0000	0.0698	46.1520	1.3627	15.7923	5.4305	0.8459	0.7729	5.4960	5.4853
7	300.0000	350.0000	38.5362	28.0000	1.5069	23.9199	0.6745	12.4348	5.8082	2.7925	2.8210	6.4446	6.4570
8	350.0000	400.0000	20.7648	16.0000	0.0000	13.1448	0.1693	7.4506	6.3371	1.4126	1.8707	6.4926	6.6075
9	400.0000	450.0000	12.4171	19.0000	0.0000	7.0949	0.2459	5.0763	7.7926	1.1023	0.8073	7.8702	7.8343
10	450.0000	500.0000	6.5272	7.0000	0.0000	3.8371	0.1749	2.5152	9.7216	0.7794	2.0554	9.7528	9.9365
11	500.0000	550.0000	4.5157	5.0000	0.0000	1.8306	0.2165	2.4686	13.2056	0.7403	1.5065	13.2264	13.2913
12	550.0000	600.0000	2.6023	6.0000	0.0000	1.2170	0.0831	1.3022	15.4474	1.3170	1.6988	15.5034	15.5405
13	600.0000	650.0000	1.7801	3.0000	0.0000	0.7007	0.0000	1.0794	19.5289	5.8858	4.3364	20.3966	20.0046
14	650.0000	700.0000	1.3018	1.0000	0.0000	0.4145	0.0000	0.8873	34.2051	2.8535	6.5275	34.3239	34.8224
15	700.0000	750.0000	0.4204	3.0000	0.0000	0.0673	0.0000	0.3532	41.4175	0.6497	5.4416	41.4226	41.7735
16	750.0000	800.0000	0.2930	0.0000	0.0000	0.0702	0.0000	0.2228	48.6458	0.6581	3.9614	48.6503	48.8068
17	800.0000	850.0000	0.1123	0.0000	0.0000	0.1043	0.0000	0.0081	54.1755	2.2438	5.2877	54.2219	54.4329
18	850.0000	900.0000	0.2304	0.0000	0.0000	0.0335	0.0000	0.1969	62.1685	18.5488	14.3936	64.8767	63.8130
19	900.0000	950.0000	0.1874	0.0000	0.0000	0.0418	0.0420	0.1036	59.0977	6.9206	5.5605	59.5015	59.3587
20	950.0000	1000.0000	0.8142	0.0000	0.0000	0.0938	0.0000	0.7205	44.3805	4.0659	6.3365	44.5664	44.8306
