Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	40.0000	60.0000	267.2484	272.0000	0.1047	221.4654	2.5938	43.0845	1.8017	0.8840	0.9929	2.0068	2.0571
3	60.0000	80.0000	251.4481	236.0000	0.0000	218.8354	2.9772	29.6355	1.3755	0.8820	0.9128	1.6340	1.6508
4	80.0000	100.0000	205.9245	197.0000	0.0000	177.9861	3.2590	24.6793	1.5298	0.8806	0.9077	1.7651	1.7788
5	100.0000	120.0000	156.7813	145.0000	-0.4368	136.0084	2.0910	19.1187	2.3746	1.2079	1.0220	2.6641	2.5852
6	120.0000	140.0000	118.5380	116.0000	0.0000	101.4363	2.1154	14.9863	2.0207	0.8346	0.8734	2.1863	2.2014
7	140.0000	160.0000	81.0208	79.0000	0.0000	69.4065	0.9475	10.6667	2.4771	0.9203	0.9748	2.6426	2.6620
8	160.0000	180.0000	54.5702	49.0000	0.0000	46.5679	0.7733	7.2289	2.9507	0.8568	0.9566	3.0726	3.1019
9	180.0000	200.0000	38.8398	35.0000	0.0000	33.0563	0.6803	5.1032	3.4985	0.9699	1.0400	3.6305	3.6498
10	200.0000	220.0000	24.6984	18.0000	0.0000	21.3225	0.4600	2.9160	4.1082	1.0316	1.1121	4.2357	4.2561
11	220.0000	240.0000	19.0612	20.0000	1.9562	13.7620	0.3005	3.0425	11.2302	1.4809	0.8019	11.3274	11.2588
12	240.0000	260.0000	12.9116	9.0000	0.0000	10.1774	0.2089	2.5253	6.2112	2.0783	2.4906	6.5497	6.6919
13	260.0000	280.0000	6.8004	5.0000	0.0000	4.8896	0.1233	1.7875	8.8681	1.7971	2.8454	9.0484	9.3134
14	280.0000	300.0000	4.7569	5.0000	0.0000	3.8156	0.1288	0.8125	9.5519	4.5898	2.5249	10.5974	9.8800
15	300.0000	320.0000	3.9609	7.0000	0.0000	2.5526	0.1652	1.2430	11.4729	4.9648	3.1258	12.5011	11.8911
16	320.0000	340.0000	2.5889	1.0000	0.0000	1.9258	0.0000	0.6631	13.6793	1.4099	2.0208	13.7518	13.8278
17	340.0000	360.0000	1.7784	0.0000	0.0000	1.4354	0.0000	0.3430	15.5934	1.1509	2.4809	15.6358	15.7895
18	360.0000	380.0000	1.5157	1.0000	0.0000	0.8715	0.0801	0.5641	19.1960	8.9793	6.4897	21.1923	20.2633
19	380.0000	400.0000	0.8883	1.0000	0.0000	0.5447	0.0000	0.3436	25.6953	0.7930	2.0801	25.7075	25.7793
20	400.0000	420.0000	1.0434	1.0000	0.0000	0.5713	0.0408	0.4313	34.2956	0.7380	1.2016	34.3036	34.3167
21	420.0000	440.0000	0.6629	0.0000	0.0000	0.5617	0.0000	0.1012	24.9786	8.8831	2.6888	26.5111	25.1229
22	440.0000	460.0000	0.7296	0.0000	0.0000	0.4869	0.0000	0.2427	25.1387	2.7158	3.1131	25.2849	25.3307
23	460.0000	480.0000	0.1414	0.0000	0.0000	0.1062	0.0000	0.0352	43.9034	2.5246	3.9483	43.9759	44.0805
24	480.0000	500.0000	1.9462	0.0000	0.0000	1.0712	0.0842	0.7909	16.8634	0.7764	1.1275	16.8812	16.9010
