Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
3	200.0000	300.0000	1.0256	0.0000	0.0000	0.6399	0.3797	0.0059	20.9962	2.7647	2.4467	21.1774	21.1383	1.2874	0.4066	2.4127	0.0000	0.0000	0.0000	0.0000
4	300.0000	400.0000	12.0036	0.0000	0.0000	3.6569	1.2380	7.1086	22.4238	0.0000	155.0433	22.4238	156.6565	59.0336	58.4861	59.4127	58.3159	58.3159	58.3159	58.3159
5	400.0000	500.0000	16.3850	0.0000	0.0000	6.2137	1.1102	9.0611	18.6364	0.0000	145.9531	18.6364	147.1381	55.2330	55.1161	56.0830	54.9284	54.9284	54.9284	54.9284
6	500.0000	600.0000	10.1108	0.0000	0.0000	5.6811	0.3838	4.0459	20.3989	0.0000	105.6423	20.3989	107.5938	40.3523	39.8093	41.0693	39.5618	39.5618	39.5618	39.5618
7	600.0000	700.0000	6.1673	0.0000	0.0000	2.8434	0.1753	3.1486	28.6556	0.0000	129.9974	28.6556	133.1183	50.5667	48.8570	49.9045	48.6438	48.6438	48.6438	48.6438
8	700.0000	800.0000	6.3069	0.0000	0.0000	1.0253	0.1110	5.1706	35.6733	0.0000	210.0916	35.6733	213.0987	79.5779	79.3650	79.7936	79.2780	79.2780	79.2780	79.2780
9	800.0000	900.0000	2.1641	0.0000	1.5425	0.4224	0.1195	0.0797	71.7072	14.5840	15.3265	73.1752	73.3268	14.7853	0.4052	4.0166	0.0000	0.0000	0.0000	0.0000
10	900.0000	1000.0000	0.1676	0.0000	0.0000	0.1624	0.0000	0.0052	58.3121	16.9628	8.2974	60.7292	58.8994	16.5017	0.4249	3.9051	0.0000	0.0000	0.0000	0.0000
11	1000.0000	1100.0000	0.4424	0.0000	0.0000	0.3627	0.0630	0.0168	30.7473	14.4486	13.0843	33.9729	33.4155	14.3245	0.4097	1.8450	0.0000	0.0000	0.0000	0.0000
12	1100.0000	1200.0000	0.1831	0.0000	0.0000	0.1311	0.0000	0.0520	46.4042	3.5858	4.9677	46.5425	46.6693	3.7626	0.4017	3.2187	0.0000	0.0000	0.0000	0.0000
13	1200.0000	1300.0000	0.0747	0.0000	0.0000	-0.0043	0.0750	0.0041	92.7712	4.2983	1.4374	92.8707	92.7824	4.0508	0.5070	1.3450	0.0000	0.0000	0.0000	0.0000
14	1300.0000	1400.0000	0.0029	0.0000	0.0000	0.0000	0.0000	0.0029	18.5786	3.0906	2.9771	18.8339	18.8156	0.8298	0.4166	2.9478	0.0000	0.0000	0.0000	0.0000
15	1400.0000	1500.0000	1.0470	0.0000	0.0000	0.0450	0.0000	1.0020	95.5580	0.0000	252.9705	95.5580	270.4171	96.0256	95.5274	95.7044	95.5096	95.5096	95.5096	95.5096
16	1500.0000	1600.0000	0.0035	0.0000	0.0000	0.0000	0.0000	0.0035	62.4507	13.9445	16.1755	63.9886	64.5115	16.0327	0.3987	2.1070	0.0000	0.0000	0.0000	0.0000
17	1600.0000	1700.0000	0.0230	0.0000	0.0000	0.0221	0.0000	0.0009	96.0141	17.9383	21.2195	97.6754	98.3309	21.1775	0.3987	1.2738	0.0000	0.0000	0.0000	0.0000
18	1700.0000	1800.0000	0.0010	0.0000	0.0000	0.0000	0.0000	0.0010	28.9052	4.0698	4.6433	29.1903	29.2758	3.7550	0.4155	2.6996	0.0000	0.0000	0.0000	0.0000
19	1800.0000	1900.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0005	43.7579	17.7610	14.6728	47.2251	46.1524	17.6535	0.4356	1.9023	0.0000	0.0000	0.0000	0.0000
20	1900.0000	2000.0000	0.0030	0.0000	0.0000	0.0000	0.0000	0.0030	54.8799	2.1055	3.9112	54.9203	55.0191	3.3928	0.4012	1.9040	0.0000	0.0000	0.0000	0.0000
