Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	-5.0000	-4.8000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0003	53.2174	10.9089	13.2304	54.3240	54.8374	13.1432	0.4339	1.4532	0.0000	0.0000	0.0000	0.0000
2	-4.8000	-4.6000	0.0323	0.0000	0.0000	0.0057	0.0266	0.0000	84.1872	30.8811	31.8254	89.6723	90.0019	31.7733	0.3972	1.7767	0.0000	0.0000	0.0000	0.0000
3	-4.6000	-4.4000	0.0448	0.0000	0.0000	0.0446	0.0000	0.0001	99.7325	23.5776	23.0071	102.4816	102.3519	23.5376	0.5058	1.2759	0.0000	0.0000	0.0000	0.0000
4	-4.4000	-4.2000	0.1685	0.0000	0.0000	0.1680	0.0000	0.0005	80.4115	53.1746	42.8469	96.4030	91.1145	53.1199	0.4967	2.3593	0.0000	0.0000	0.0000	0.0000
5	-4.2000	-4.0000	0.1115	0.0000	0.0000	0.0777	0.0324	0.0015	44.7860	4.8330	4.8187	45.0460	45.0445	3.4497	0.4056	3.3606	0.0000	0.0000	0.0000	0.0000
6	-4.0000	-3.8000	0.1969	0.0000	0.0000	0.1959	0.0000	0.0010	43.3837	3.6808	4.5446	43.5395	43.6210	4.0547	0.4257	2.0079	0.0000	0.0000	0.0000	0.0000
7	-3.8000	-3.6000	1.0975	0.0000	0.0000	0.0971	0.0000	1.0004	91.2413	0.0000	241.5210	91.2413	258.1809	91.9351	91.1518	91.4486	91.1165	91.1165	91.1165	91.1165
8	-3.6000	-3.4000	1.2667	0.0000	0.0000	0.1891	0.0775	1.0000	79.4429	0.0000	209.4786	79.4429	224.0367	79.6923	79.0277	79.7267	78.9441	78.9441	78.9441	78.9441
9	-3.4000	-3.2000	1.3147	0.0000	0.0000	0.2498	0.0647	1.0003	76.6057	0.0000	201.9826	76.6057	216.0218	77.2471	76.1565	76.7401	76.0608	76.0608	76.0608	76.0608
10	-3.2000	-3.0000	0.3989	0.0000	0.0000	0.2423	0.1560	0.0005	34.7861	5.7557	5.0610	35.2590	35.1523	4.8624	0.4058	3.0529	0.0000	0.0000	0.0000	0.0000
11	-3.0000	-2.8000	3.2363	0.0000	1.5425	0.5757	0.1166	1.0015	57.0584	0.0000	87.1624	57.0584	104.1775	40.9656	31.1787	33.5824	30.8999	30.8999	30.8999	30.8999
12	-2.8000	-2.6000	1.7153	0.0000	0.0000	0.5842	0.1281	1.0030	59.1630	0.0000	155.0437	59.1630	165.9482	59.2421	58.4813	59.2780	58.2987	58.2987	58.2987	58.2987
13	-2.6000	-2.4000	2.6520	0.0000	0.0000	0.5033	0.1453	2.0034	53.6797	0.0000	199.8332	53.6797	206.9174	75.5597	75.5195	75.9681	75.4150	75.4150	75.4150	75.4150
