Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	-3.1400	-3.0144	0.0635	0.0000	0.0000	0.0533	0.0100	0.0002	69.8369	1.8863	18.3147	69.8624	72.1985	18.3142	0.1172	0.0000	0.0728	0.0000	0.0000	0.0000
2	-3.0144	-2.8888	0.0378	0.0000	0.0000	0.0378	0.0000	0.0000	99.9941	0.0000	28.8949	99.9941	104.0852	28.8949	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	-2.8888	-2.7632	0.0346	1.0000	0.0000	0.0346	0.0000	0.0000	81.7253	19.1520	27.3003	83.9394	86.1646	27.3003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4	-2.7632	-2.6376	0.0255	0.0000	0.0000	0.0250	0.0000	0.0005	77.7737	53.5119	33.0611	94.4048	84.5091	53.5118	0.0955	0.0000	0.0519	0.0000	0.0000	0.0000
5	-2.6376	-2.5120	0.4835	0.0000	0.0000	0.4835	0.0000	0.0000	81.0076	59.7858	52.3010	100.6806	96.4242	59.7858	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	-2.5120	-2.3864	0.0616	0.0000	0.0000	0.0558	0.0053	0.0006	79.1977	15.5629	28.0754	80.7124	84.0268	28.0754	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7	-2.3864	-2.2608	0.0146	1.0000	0.0000	0.0086	0.0000	0.0059	78.1007	12.5044	24.1060	79.0954	81.7362	24.1059	0.0572	0.0000	0.0339	0.0000	0.0000	0.0000
8	-2.2608	-2.1352	0.1707	0.0000	0.0000	0.1707	0.0000	0.0000	69.9475	71.7157	48.1722	100.1788	84.9306	71.7157	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
9	-2.1352	-2.0096	0.0176	0.0000	0.0000	0.0105	0.0000	0.0071	109.2961	32.0164	9.6996	113.8889	109.7257	32.0160	0.0814	0.0000	0.1416	0.0000	0.0000	0.0000
10	-2.0096	-1.8840	0.0785	0.0000	0.0000	0.0561	0.0000	0.0224	58.4093	0.0000	15.5168	58.4093	60.4352	15.5168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	-1.8840	-1.7584	0.1146	0.0000	0.0000	0.1038	0.0073	0.0036	56.7661	9.2296	26.4057	57.5115	62.6071	26.4057	0.0059	0.0000	0.0032	0.0000	0.0000	0.0000
12	-1.7584	-1.6328	0.0555	1.0000	0.0000	0.0446	0.0000	0.0109	60.8687	13.4266	19.2421	62.3319	63.8377	19.2421	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13	-1.6328	-1.5072	0.0442	0.0000	0.0000	0.0372	0.0052	0.0018	61.9745	32.0905	26.8343	69.7900	67.5346	32.0905	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
14	-1.5072	-1.3816	0.0192	0.0000	0.0000	0.0000	0.0000	0.0192	67.6888	95.5260	57.4041	117.0769	88.7525	95.5260	0.0176	0.0000	0.0096	0.0000	0.0000	0.0000
15	-1.3816	-1.2560	0.0924	0.0000	0.0000	0.0924	0.0000	0.0000	66.3748	11.0020	33.4313	67.2805	74.3187	33.4313	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
16	-1.2560	-1.1304	0.0559	1.0000	0.0000	0.0510	0.0000	0.0049	53.3252	15.2567	14.2947	55.4648	55.2079	15.2567	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17	-1.1304	-1.0048	0.0696	0.0000	0.0000	0.0696	0.0000	0.0000	61.3116	7.5926	20.7066	61.7800	64.7138	20.7066	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18	-1.0048	-0.8792	0.0559	0.0000	0.0000	0.0446	0.0113	0.0000	61.2773	6.0674	16.9383	61.5770	63.5753	16.9383	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19	-0.8792	-0.7536	0.0131	0.0000	0.0000	0.0111	0.0000	0.0020	85.9214	26.8496	20.2055	90.0188	88.2652	26.8496	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20	-0.7536	-0.6280	0.1048	0.0000	0.0000	0.1048	0.0000	0.0000	68.9429	50.2397	28.9693	85.3062	74.7820	50.2397	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22	-0.5024	-0.3768	0.0477	0.0000	0.0000	0.0329	0.0143	0.0005	103.4361	18.7924	46.2422	105.1294	113.3021	46.2422	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
23	-0.3768	-0.2512	0.0536	1.0000	0.0000	0.0536	0.0000	0.0000	100.0000	45.6991	54.5377	109.9473	113.9050	54.5377	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
24	-0.2512	-0.1256	0.1403	0.0000	0.0000	0.1368	0.0000	0.0035	54.2337	0.2394	11.8273	54.2342	55.5083	11.8248	0.2222	0.0000	0.0891	0.0000	0.0000	0.0000
25	-0.1256	0.0000	0.1004	1.0000	0.0001	0.0969	0.0000	0.0035	67.0050	1.3554	18.6273	67.0187	69.5460	18.6273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
26	0.0000	0.1256	0.1335	0.0000	0.0011	0.1245	0.0073	0.0005	49.9731	0.1435	15.9588	49.9733	52.4595	15.9581	0.1260	0.0000	0.0685	0.0000	0.0000	0.0000
27	0.1256	0.2512	0.0010	1.0000	0.0000	0.0000	0.0000	0.0010	99.9935	25.8194	20.5441	103.2732	102.0822	25.8194	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
28	0.2512	0.3768	0.0514	0.0000	0.0000	0.0514	0.0000	0.0000	74.2979	0.4904	11.3251	74.2995	75.1561	11.3145	0.3972	0.0000	0.2877	0.0000	0.0000	0.0000
29	0.3768	0.5024	0.0576	1.0000	0.0000	0.0494	0.0073	0.0009	51.2195	28.8495	21.9660	58.7855	55.7310	28.8495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
30	0.5024	0.6280	0.0173	0.0000	0.0000	0.0173	0.0000	0.0000	100.0000	11.5032	14.1271	100.6594	100.9930	14.1271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
31	0.6280	0.7536	0.1335	0.0000	0.0000	0.1335	0.0000	0.0000	51.7871	0.3007	15.6856	51.7880	54.1105	15.6827	0.1736	0.0000	0.2455	0.0000	0.0000	0.0000
32	0.7536	0.8792	0.1145	0.0000	0.0000	0.1136	0.0000	0.0009	69.5463	67.6643	37.6050	97.0317	79.0621	67.6643	0.0040	0.0000	0.0016	0.0000	0.0000	0.0000
33	0.8792	1.0048	0.1873	1.0000	0.0000	0.1665	0.0186	0.0023	43.0950	0.6145	2.0004	43.0994	43.1414	1.9990	0.0651	0.0000	0.0354	0.0000	0.0000	0.0000
34	1.0048	1.1304	0.0746	1.0000	0.0000	0.0736	0.0000	0.0010	59.1529	12.4546	20.2393	60.4499	62.5196	20.2393	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
35	1.1304	1.2560	0.1869	0.0000	0.0000	0.1867	0.0000	0.0002	52.9590	47.5327	44.3520	71.1619	69.0779	47.5322	0.1796	0.0000	0.1355	0.0000	0.0000	0.0000
36	1.2560	1.3816	0.0431	0.0000	0.0000	0.0431	0.0000	0.0000	104.7272	0.0000	11.6907	104.7272	105.3777	11.6907	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
37	1.3816	1.5072	0.0690	0.0000	0.0000	0.0690	0.0000	0.0000	59.3605	25.2231	26.6845	64.4971	65.0826	26.6845	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
38	1.5072	1.6328	0.1027	0.0000	0.0000	0.0706	0.0000	0.0321	48.1328	4.1336	12.4946	48.3100	49.7281	12.4946	0.0193	0.0000	0.0137	0.0000	0.0000	0.0000
40	1.7584	1.8840	0.0370	0.0000	0.0000	0.0273	0.0091	0.0005	78.0036	5.1595	25.3756	78.1741	82.0274	25.3756	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
41	1.8840	2.0096	0.0614	0.0000	0.0001	0.0559	0.0000	0.0054	72.9651	7.3525	25.8227	73.3346	77.3997	25.8227	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
42	2.0096	2.1352	0.1001	0.0000	0.0000	0.1001	0.0000	0.0000	51.3092	13.7250	23.6282	53.1132	56.4883	23.6282	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
43	2.1352	2.2608	0.0541	0.0000	0.0000	0.0352	0.0189	0.0000	57.7765	43.8820	21.4809	72.5517	61.6405	43.8820	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
44	2.2608	2.3864	0.1001	0.0000	0.0002	0.0982	0.0000	0.0018	62.4989	14.8658	21.8458	64.2426	66.2069	21.8458	0.0069	0.0000	0.0137	0.0000	0.0000	0.0000
45	2.3864	2.5120	0.1238	0.0000	0.0000	0.1238	0.0000	0.0000	50.2326	14.6074	19.0571	52.3134	53.7261	19.0563	0.1302	0.0000	0.1168	0.0000	0.0000	0.0000
46	2.5120	2.6376	0.0273	0.0000	0.0000	0.0273	0.0000	0.0000	100.0000	8.3485	27.0340	100.3479	103.5898	27.0340	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
47	2.6376	2.7632	0.0476	0.0000	0.0000	0.0451	0.0000	0.0025	168.0257	44.2251	16.7528	173.7484	168.8588	44.2251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
48	2.7632	2.8888	0.0836	0.0000	0.0228	0.0570	0.0000	0.0038	105.2419	147.1247	64.7300	180.8909	123.5550	147.1228	0.1085	0.0000	0.7309	0.0000	0.0000	0.0000
49	2.8888	3.0144	0.0179	0.0000	0.0000	0.0174	0.0000	0.0006	96.9049	18.8776	10.0709	98.7265	97.4268	18.8776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
50	3.0144	3.1400	0.0409	2.0000	0.0000	0.0337	0.0000	0.0072	88.3906	12.7816	15.2574	89.3100	89.6978	15.2574	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
