Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
3	200.0000	300.0000	0.0547	0.0000	0.0000	0.0512	0.0000	0.0035	69.9476	0.2518	11.7016	69.9480	70.9196	11.6989	0.2467	0.0000	0.0502	0.0000	0.0000	0.0000
4	300.0000	400.0000	0.1834	1.0000	0.0229	0.1517	0.0000	0.0089	36.8573	9.0037	15.2155	37.9411	39.8744	15.2089	0.1688	0.0000	0.4131	0.0000	0.0000	0.0000
5	400.0000	500.0000	0.6042	1.0000	0.0011	0.5192	0.0350	0.0489	21.4777	3.4107	6.2205	21.7468	22.3603	6.2198	0.0693	0.0000	0.0543	0.0000	0.0000	0.0000
6	500.0000	600.0000	1.0286	3.0000	0.0002	0.9521	0.0497	0.0266	19.5738	15.2072	18.9849	24.7870	27.2683	18.9848	0.0198	0.0000	0.0345	0.0000	0.0000	0.0000
7	600.0000	700.0000	1.1070	3.0000	0.0000	1.0917	0.0048	0.0105	38.9674	41.2873	35.4314	56.7724	52.6673	41.2873	0.0370	0.0000	0.0270	0.0000	0.0000	0.0000
8	700.0000	800.0000	0.3898	2.0000	0.0000	0.3402	0.0052	0.0445	35.8007	7.4904	17.5003	36.5759	39.8491	17.5000	0.0800	0.0000	0.0321	0.0000	0.0000	0.0000
9	800.0000	900.0000	0.2499	0.0000	0.0000	0.2470	0.0000	0.0029	33.7262	3.9292	11.3589	33.9543	35.5876	11.3589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10	900.0000	1000.0000	0.0257	1.0000	0.0000	0.0225	0.0053	-0.0020	155.0888	0.0000	9.5460	155.0888	155.3823	9.5460	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	1000.0000	1100.0000	0.0720	1.0000	0.0003	0.0682	0.0000	0.0034	60.6342	0.0000	10.0607	60.6342	61.4632	10.0607	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12	1100.0000	1200.0000	0.0145	0.0000	0.0000	0.0000	0.0145	0.0000	70.7107	21.9590	31.2812	74.0419	77.3208	31.2812	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13	1200.0000	1300.0000	0.0743	0.0000	0.0000	0.0743	0.0000	0.0000	100.0000	118.8538	69.6109	155.3262	121.8428	118.8538	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
14	1300.0000	1400.0000	0.0173	0.0000	0.0000	0.0173	0.0000	0.0000	99.9565	25.3455	10.9598	103.1198	100.5555	25.3455	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19	1800.0000	1900.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	28.8985	100.0000	104.0919	28.8985	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20	1900.0000	2000.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	55.7300	15.0412	26.2598	57.7241	61.6069	26.2598	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
