Short_Name,Cross_Section_pb,Uncertainty_pb,Status,MCM,DAS
WRtoNEltoElElJJ_MWR8000_N5500,1.59e-06,5.49e-10,new,EXO-Run3Summer22EEMiniAODv4-02197,/WRtoNEltoElElJJ_MWR8000_N5500_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N5700,1.395e-06,4.447e-10,new,EXO-Run3Summer22EEMiniAODv4-02198,/WRtoNEltoElElJJ_MWR8000_N5700_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N5900,1.206e-06,3.569e-10,new,EXO-Run3Summer22EEMiniAODv4-02199,/WRtoNEltoElElJJ_MWR8000_N5900_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N6100,1.023e-06,3.183e-10,new,EXO-Run3Summer22EEMiniAODv4-02200,/WRtoNEltoElElJJ_MWR8000_N6100_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N6300,8.486e-07,2.794e-10,new,EXO-Run3Summer22EEMiniAODv4-02201,/WRtoNEltoElElJJ_MWR8000_N6300_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N6500,6.853e-07,2.291e-10,new,EXO-Run3Summer22EEMiniAODv4-02202,/WRtoNEltoElElJJ_MWR8000_N6500_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N6700,5.323e-07,1.643e-10,new,EXO-Run3Summer22EEMiniAODv4-02203,/WRtoNEltoElElJJ_MWR8000_N6700_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N6900,3.957e-07,1.338e-10,new,EXO-Run3Summer22EEMiniAODv4-02204,/WRtoNEltoElElJJ_MWR8000_N6900_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N700,1.771e-05,6.235e-09,new,EXO-Run3Summer22EEMiniAODv4-02205,/WRtoNEltoElElJJ_MWR8000_N700_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N7100,2.743e-07,8.28e-11,new,EXO-Run3Summer22EEMiniAODv4-02206,/WRtoNEltoElElJJ_MWR8000_N7100_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N7300,1.747e-07,5.176e-11,new,EXO-Run3Summer22EEMiniAODv4-02207,/WRtoNEltoElElJJ_MWR8000_N7300_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N7500,9.523e-08,3.168e-11,new,EXO-Run3Summer22EEMiniAODv4-02208,/WRtoNEltoElElJJ_MWR8000_N7500_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N7700,4.186e-08,1.34e-11,new,EXO-Run3Summer22EEMiniAODv4-02209,/WRtoNEltoElElJJ_MWR8000_N7700_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N7900,1.244e-08,3.209e-12,new,EXO-Run3Summer22EEMiniAODv4-02210,/WRtoNEltoElElJJ_MWR8000_N7900_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N900,1.414e-05,5.1e-09,new,EXO-Run3Summer22EEMiniAODv4-02211,/WRtoNEltoElElJJ_MWR8000_N900_TuneCP5_13p6TeV_madgraph-pythia8/Run3Summer22EEMiniAODv4-130X_mcRun3_2022_realistic_postEE_v6-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR1000_N100,3.493,0.001936,new,EXO-RunIISummer20UL16MiniAODAPVv2-05589,/WRtoNEltoElElJJ_MWR1000_N100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR1000_N300,3.055,0.001884,new,EXO-RunIISummer20UL16MiniAODAPVv2-05590,/WRtoNEltoElElJJ_MWR1000_N300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR1000_N500,2.255,0.001396,new,EXO-RunIISummer20UL16MiniAODAPVv2-05591,/WRtoNEltoElElJJ_MWR1000_N500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR1000_N700,1.173,0.0007438,new,EXO-RunIISummer20UL16MiniAODAPVv2-05592,/WRtoNEltoElElJJ_MWR1000_N700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR1000_N900,0.2049,0.0001359,new,EXO-RunIISummer20UL16MiniAODAPVv2-05593,/WRtoNEltoElElJJ_MWR1000_N900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N100,0.1452,8.213e-05,new,EXO-RunIISummer20UL16MiniAODAPVv2-05594,/WRtoNEltoElElJJ_MWR2000_N100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N1100,0.07869,5.157e-05,new,EXO-RunIISummer20UL16MiniAODAPVv2-05595,/WRtoNEltoElElJJ_MWR2000_N1100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N1300,0.05685,3.262e-05,new,EXO-RunIISummer20UL16MiniAODAPVv2-05596,/WRtoNEltoElElJJ_MWR2000_N1300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N1500,0.03487,2.035e-05,new,EXO-RunIISummer20UL16MiniAODAPVv2-05597,/WRtoNEltoElElJJ_MWR2000_N1500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N1700,0.01523,8.597e-06,new,EXO-RunIISummer20UL16MiniAODAPVv2-05598,/WRtoNEltoElElJJ_MWR2000_N1700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N1900,0.002594,1.546e-06,new,EXO-RunIISummer20UL16MiniAODAPVv2-05599,/WRtoNEltoElElJJ_MWR2000_N1900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N300,0.138,8.541e-05,new,EXO-RunIISummer20UL16MiniAODAPVv2-05600,/WRtoNEltoElElJJ_MWR2000_N300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N500,0.128,8.167e-05,new,EXO-RunIISummer20UL16MiniAODAPVv2-05601,/WRtoNEltoElElJJ_MWR2000_N500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N700,0.1146,6.724e-05,new,EXO-RunIISummer20UL16MiniAODAPVv2-05602,/WRtoNEltoElElJJ_MWR2000_N700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR2000_N900,0.09818,6.657e-05,new,EXO-RunIISummer20UL16MiniAODAPVv2-05603,/WRtoNEltoElElJJ_MWR2000_N900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N100,0.001941,1.256e-06,new,EXO-RunIISummer20UL16MiniAODAPVv2-05604,/WRtoNEltoElElJJ_MWR4000_N100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N1100,0.00129,8.15e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05605,/WRtoNEltoElElJJ_MWR4000_N1100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N1300,0.001199,7.797e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05606,/WRtoNEltoElElJJ_MWR4000_N1300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N1500,0.001107,7.294e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05607,/WRtoNEltoElElJJ_MWR4000_N1500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N1700,0.001009,6.448e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05608,/WRtoNEltoElElJJ_MWR4000_N1700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N1900,0.0009121,5.609e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05609,/WRtoNEltoElElJJ_MWR4000_N1900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N2100,0.0008103,5.426e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05610,/WRtoNEltoElElJJ_MWR4000_N2100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N2300,0.0007022,6.537e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05611,/WRtoNEltoElElJJ_MWR4000_N2300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N2500,0.0005938,2.965e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05612,/WRtoNEltoElElJJ_MWR4000_N2500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N2700,0.0004848,2.514e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05613,/WRtoNEltoElElJJ_MWR4000_N2700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N2900,0.0003772,1.904e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05614,/WRtoNEltoElElJJ_MWR4000_N2900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N300,0.001739,1.087e-06,new,EXO-RunIISummer20UL16MiniAODAPVv2-05620,/WRtoNEltoElElJJ_MWR4000_N300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N3100,0.0002757,1.541e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05615,/WRtoNEltoElElJJ_MWR4000_N3100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N3300,0.0001817,1.005e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05616,/WRtoNEltoElElJJ_MWR4000_N3300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N3500,0.0001012,5.449e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05617,/WRtoNEltoElElJJ_MWR4000_N3500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N3700,4.212e-05,2.261e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05618,/WRtoNEltoElElJJ_MWR4000_N3700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N3900,9.276e-06,5.249e-09,new,EXO-RunIISummer20UL16MiniAODAPVv2-05619,/WRtoNEltoElElJJ_MWR4000_N3900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N500,0.001599,1.009e-06,new,EXO-RunIISummer20UL16MiniAODAPVv2-05621,/WRtoNEltoElElJJ_MWR4000_N500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N700,0.001484,9.058e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05622,/WRtoNEltoElElJJ_MWR4000_N700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR4000_N900,0.001385,8.113e-07,new,EXO-RunIISummer20UL16MiniAODAPVv2-05623,/WRtoNEltoElElJJ_MWR4000_N900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N100,0.0001647,8.823e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05624,/WRtoNEltoElElJJ_MWR6000_N100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N1100,7.133e-05,4.453e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05625,/WRtoNEltoElElJJ_MWR6000_N1100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N1300,6.496e-05,3.906e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05626,/WRtoNEltoElElJJ_MWR6000_N1300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N1500,5.964e-05,3.535e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05627,/WRtoNEltoElElJJ_MWR6000_N1500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N1700,5.539e-05,3.277e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05628,/WRtoNEltoElElJJ_MWR6000_N1700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N1900,5.17e-05,3.24e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05629,/WRtoNEltoElElJJ_MWR6000_N1900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N2100,4.821e-05,3.07e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05630,/WRtoNEltoElElJJ_MWR6000_N2100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N2300,4.514e-05,2.719e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05631,/WRtoNEltoElElJJ_MWR6000_N2300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N2500,4.194e-05,2.546e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05632,/WRtoNEltoElElJJ_MWR6000_N2500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N2700,3.909e-05,2.31e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05633,/WRtoNEltoElElJJ_MWR6000_N2700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N2900,3.633e-05,2.179e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05634,/WRtoNEltoElElJJ_MWR6000_N2900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N300,0.0001299,8.451e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05650,/WRtoNEltoElElJJ_MWR6000_N300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N3100,3.344e-05,2.088e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05635,/WRtoNEltoElElJJ_MWR6000_N3100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N3300,3.059e-05,1.868e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05636,/WRtoNEltoElElJJ_MWR6000_N3300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N3500,2.757e-05,1.623e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05637,/WRtoNEltoElElJJ_MWR6000_N3500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N3700,2.466e-05,1.279e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05638,/WRtoNEltoElElJJ_MWR6000_N3700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N3900,2.173e-05,1.173e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05639,/WRtoNEltoElElJJ_MWR6000_N3900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N4100,1.876e-05,1.026e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05640,/WRtoNEltoElElJJ_MWR6000_N4100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N4300,1.589e-05,8.33e-09,new,EXO-RunIISummer20UL16MiniAODAPVv2-05641,/WRtoNEltoElElJJ_MWR6000_N4300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N4500,1.305e-05,7.1e-09,new,EXO-RunIISummer20UL16MiniAODAPVv2-05642,/WRtoNEltoElElJJ_MWR6000_N4500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N4700,1.039e-05,5.791e-09,new,EXO-RunIISummer20UL16MiniAODAPVv2-05643,/WRtoNEltoElElJJ_MWR6000_N4700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N4900,7.855e-06,4.549e-09,new,EXO-RunIISummer20UL16MiniAODAPVv2-05644,/WRtoNEltoElElJJ_MWR6000_N4900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N500,0.0001069,7e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05651,/WRtoNEltoElElJJ_MWR6000_N500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N5100,5.565e-06,3.367e-09,new,EXO-RunIISummer20UL16MiniAODAPVv2-05645,/WRtoNEltoElElJJ_MWR6000_N5100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N5300,3.575e-06,2.017e-09,new,EXO-RunIISummer20UL16MiniAODAPVv2-05646,/WRtoNEltoElElJJ_MWR6000_N5300_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N5500,2.001e-06,1.2e-09,new,EXO-RunIISummer20UL16MiniAODAPVv2-05647,/WRtoNEltoElElJJ_MWR6000_N5500_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N5700,8.599e-07,5.016e-10,new,EXO-RunIISummer20UL16MiniAODAPVv2-05648,/WRtoNEltoElElJJ_MWR6000_N5700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N5900,2.442e-07,1.332e-10,new,EXO-RunIISummer20UL16MiniAODAPVv2-05649,/WRtoNEltoElElJJ_MWR6000_N5900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N700,9.115e-05,5.607e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05652,/WRtoNEltoElElJJ_MWR6000_N700_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR6000_N900,7.989e-05,4.933e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05653,/WRtoNEltoElElJJ_MWR6000_N900_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N100,3.697e-05,1.937e-08,new,EXO-RunIISummer20UL16MiniAODAPVv2-05654,/WRtoNEltoElElJJ_MWR8000_N100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
WRtoNEltoElElJJ_MWR8000_N1100,8.813e-06,5.205e-09,new,EXO-RunIISummer20UL16MiniAODAPVv2-05655,/WRtoNEltoElElJJ_MWR8000_N1100_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM
