Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	0.0000	50.0000	0.4430	0.0000	0.3672	0.0756	0.0000	0.0002	83.8283	57.8482	45.8320	101.8508	95.5392
2	50.0000	100.0000	0.1708	1.0000	-0.1487	0.2438	0.0639	0.0119	1517.1309	64.7142	128.4929	1518.5105	1522.5625
3	100.0000	150.0000	18.2294	15.0000	15.4380	2.2174	0.4003	0.1737	34.9332	4.0888	8.2507	35.1717	35.8943
4	150.0000	200.0000	60.0889	39.0000	42.0863	2.7985	14.1472	1.0568	26.0997	3.6348	3.8068	26.3516	26.3759
5	200.0000	250.0000	62.3450	54.0000	54.9946	3.0562	1.8246	2.4697	21.3937	5.5994	6.2954	22.1143	22.3007
6	250.0000	300.0000	88.2774	66.0000	79.5862	2.2196	1.5364	4.9352	18.1275	5.8438	6.0434	19.0462	19.1084
7	300.0000	350.0000	97.8574	90.0000	70.0358	1.4347	21.4764	4.9105	22.0746	3.0897	2.5232	22.2898	22.2184
8	350.0000	400.0000	79.9058	90.0000	92.0530	0.5987	-18.1596	5.4138	32.1601	6.4126	7.4134	32.7932	33.0035
9	400.0000	450.0000	143.2805	83.0000	131.4297	0.5393	4.7335	6.5779	12.8698	3.0577	3.0839	13.2280	13.2341
10	450.0000	500.0000	87.7520	92.0000	80.8148	0.2653	0.2521	6.4198	16.9126	4.6556	4.3893	17.5417	17.4729
11	500.0000	550.0000	46.1956	52.0000	41.7390	0.0946	0.0190	4.3430	30.3152	3.6288	4.7805	30.5316	30.6898
12	550.0000	600.0000	37.8612	39.0000	34.6620	0.1142	0.0284	3.0566	27.2719	4.9311	3.8084	27.7141	27.5365
13	600.0000	650.0000	21.5700	13.0000	20.2993	0.2075	0.0000	1.0632	34.2548	5.0266	2.1980	34.6216	34.3252
14	650.0000	700.0000	12.7141	9.0000	12.1240	0.0083	0.0000	0.5818	41.3709	4.8306	4.4496	41.6520	41.6095
15	700.0000	750.0000	13.8398	2.0000	13.4148	0.0483	0.0000	0.3767	29.9982	7.1280	5.1881	30.8335	30.4436
17	800.0000	850.0000	0.0563	0.0000	0.0000	0.0000	0.0000	0.0563	13.7143	7.6832	7.0032	15.7198	15.3989
18	850.0000	900.0000	1.8664	0.0000	1.8141	0.0000	0.0000	0.0523	70.7951	22.0936	31.2217	74.1625	77.3740
19	900.0000	950.0000	0.0645	2.0000	0.0000	0.0000	0.0000	0.0645	62.0680	42.1157	31.2065	75.0078	69.4714
