Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	200.0000	400.0000	490.3332	408.0000	439.7980	12.0647	15.6247	22.8458	8.0911	1.4859	0.9399	8.2264	8.1455
2	400.0000	600.0000	392.9601	327.0000	322.5143	12.3234	36.2957	21.8267	8.0851	2.0175	1.7331	8.3330	8.2687
3	600.0000	800.0000	89.7931	71.0000	61.6181	7.2563	16.8069	4.1119	14.8041	3.0715	2.5475	15.1193	15.0216
4	800.0000	1000.0000	24.8466	17.0000	4.3462	3.2508	16.0317	1.2180	50.6463	12.3673	9.6058	52.1344	51.5492
5	1000.0000	2000.0000	10.8399	7.0000	6.5129	1.4621	2.5180	0.3468	32.9720	6.3338	5.6287	33.5748	33.4490
