Bin,BinLow,BinHigh,MC_Total,Data,DYJets,TT,Nonprompt,Others,Stat_pct,SystUp_pct,SystDn_pct,TotalUp_pct,TotalDn_pct
1,800.0000,1000.0000,548.1436,393.0000,433.9391,68.6561,-0.9860,46.5344,6.6323,0.0000,12.6586,6.6323,14.2908
2,1000.0000,1200.0000,277.9115,212.0000,198.6311,29.6424,11.4490,38.1889,10.1244,0.0000,23.9420,10.1244,25.9947
3,1200.0000,1500.0000,143.5077,149.0000,120.5034,14.1580,-13.5336,22.3799,16.3909,0.0000,27.7137,16.3909,32.1980
4,1500.0000,1800.0000,68.7854,46.0000,46.2213,5.6016,6.3295,10.6329,21.7601,0.0000,30.3450,21.7601,37.3406
5,1800.0000,8000.0000,48.7017,33.0000,33.6404,2.3724,0.0000,12.6888,22.1205,0.0000,65.0933,22.1205,68.7492
