Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	800.0000	1000.0000	435.4821	304.0000	366.4947	7.8170	41.6728	19.4976	8.7624	3.4290	3.5163	9.4094	9.4416
2	1000.0000	1200.0000	192.2026	176.0000	175.2917	2.7054	2.6031	11.6024	11.7942	3.1607	2.9131	12.2104	12.1486
3	1200.0000	1500.0000	114.7089	103.0000	104.7709	2.3089	0.8233	6.8057	15.1535	2.7364	2.9019	15.3985	15.4288
4	1500.0000	1800.0000	14.2833	41.0000	29.9009	0.6961	-18.8400	2.5263	156.0694	27.9465	18.7383	158.5518	157.1903
5	1800.0000	8000.0000	14.9327	24.0000	13.0412	0.3948	0.0629	1.4338	59.3865	19.5054	24.7041	62.5077	64.3199
