Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct
2	50.0000	100.0000	0.3873	14.0000	0.0000	0.2617	0	0.1256	28.5625	9.9753	16.1139	30.2543	32.7944	16.1139	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4382	0.0000
3	100.0000	150.0000	0.0637	2.0000	0.0511	0.0000	0	0.0125	63.2959	23.1418	13.7459	67.3937	64.7713	23.1277	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.1766	0.8089
4	150.0000	200.0000	0.2959	0.0000	0.2959	0.0000	0	0.0000	100.0000	25.8216	20.5440	103.2800	102.0885	25.8193	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2457	0.2457
