Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR2000N100EE	WR2000N1100EE	WR4000N100EE	WR4000N2100EE
1	800.0000	1000.0000	527.5372	0.0000	117.4978	368.5362	9.8406	31.6626	0.8508	6.7459	6.8046	6.7994	6.8576	0.4114	0.8459	5.0016	0.7614	0.0000	0.0000	0.0000	0.0000	0.0732	4.5952	1.3397	8.9734	9.3906	9.0729	9.4856	1.0993	0.8431	5.2405	0.7797	0.0000	0.0000	0.0000	0.0000	0.5487	7.7227	1.0818	6.2506	6.0837	6.3435	6.1791	0.2315	0.8451	4.8988	0.7502	0.0000	0.0000	0.0000	0.0000	0.1446	3.7040	10.5202	7.1104	8.7420	12.6977	13.6783	5.8520	0.8893	5.6229	0.8785	0.0000	0.0000	0.0000	0.0000	1.3477	2.9710	2.6431	6.7991	7.5387	7.2948	7.9887	1.9668	0.8526	5.1180	0.7871	0.0000	0.0000	0.0000	0.0000	0.5461	5.1716	4.4624	10.4201	0.2018	0.0057
2	1000.0000	1200.0000	305.2351	0.0000	79.8285	197.3502	5.7691	22.2872	1.0770	7.7422	7.6407	7.8167	7.7162	0.2724	0.8509	5.1899	0.8085	0.0000	0.0000	0.0000	0.0000	0.3639	5.6107	1.4993	8.2175	8.8279	8.3532	8.9543	1.2985	0.8454	5.2833	0.8256	0.0000	0.0000	0.0000	0.0000	0.2809	6.9613	1.4821	7.5509	7.2677	7.6950	7.4173	0.3391	0.8516	5.1228	0.7940	0.0000	0.0000	0.0000	0.0000	0.5022	5.3965	9.7973	12.8335	7.3157	16.1458	12.2273	2.0154	0.8949	5.8672	1.0353	0.0000	0.0000	0.0000	0.0000	4.7608	10.2362	3.1729	7.1361	7.5236	7.8097	8.1653	0.4655	0.8524	5.2743	0.8173	0.0000	0.0000	0.0000	0.0000	0.7466	5.3036	6.1308	28.5492	0.1485	0.0150
3	1200.0000	1400.0000	168.4428	0.0000	48.7411	100.8160	5.2120	13.6737	1.4284	7.5409	8.0911	7.6750	8.2162	0.2316	0.8568	5.2517	0.8309	0.0000	0.0000	0.0000	0.0000	0.2364	6.1544	1.6732	8.7472	8.5135	8.9058	8.6763	0.1375	0.8460	5.3847	0.8144	0.0000	0.0000	0.0000	0.0000	0.5745	6.7903	2.0854	6.9918	8.0198	7.2962	8.2865	0.1877	0.8589	5.1405	0.8341	0.0000	0.0000	0.0000	0.0000	0.1796	6.1443	11.9191	8.8060	11.9892	14.8193	16.9058	3.3893	0.9203	5.8829	0.9414	0.0000	0.0000	0.0000	0.0000	1.8931	10.2807	4.1250	7.5079	6.1797	8.5664	7.4300	0.8350	0.8547	5.3573	0.8243	0.0000	0.0000	0.0000	0.0000	1.1444	4.9245	5.7629	70.5559	0.1418	0.0348
4	1400.0000	1600.0000	94.0912	0.0000	30.9492	49.6983	4.3648	9.0789	1.8630	8.5877	7.8567	8.7875	8.0746	0.3360	0.8586	5.3718	0.8513	0.0000	0.0000	0.0000	0.0000	0.1858	6.5804	1.9596	7.8703	8.7381	8.1106	8.9552	1.0064	0.8461	5.4068	0.8127	0.0000	0.0000	0.0000	0.0000	0.5156	6.7898	2.9879	8.9541	7.6556	9.4395	8.2180	0.5129	0.8627	5.3492	0.8562	0.0000	0.0000	0.0000	0.0000	0.1776	7.0563	12.3663	10.8293	6.5235	16.4377	13.9815	1.0624	0.9145	6.2276	1.0986	0.0000	0.0000	0.0000	0.0000	2.1504	8.4703	5.0299	8.5018	8.0204	9.8783	9.4672	1.8264	0.8524	4.9647	0.8372	0.0000	0.0000	0.0000	0.0000	0.3802	6.5404	6.3871	182.2422	0.0862	0.0678
5	1600.0000	2000.0000	86.2671	0.0000	31.3045	40.7584	5.3917	8.8125	1.8420	7.8880	7.8837	8.1002	8.0960	1.4265	0.8598	5.4577	0.8746	0.0000	0.0000	0.0000	0.0000	0.4283	5.5165	1.7888	8.8206	7.3400	9.0001	7.5548	1.3465	0.8465	5.4834	0.8204	0.0000	0.0000	0.0000	0.0000	0.6772	6.6902	3.1670	7.9431	7.8953	8.5512	8.5068	1.2071	0.8646	5.3575	0.8764	0.0000	0.0000	0.0000	0.0000	0.7273	5.6716	11.1659	6.7543	8.3417	13.0498	13.9378	3.1401	0.9129	6.3373	1.1762	0.0000	0.0000	0.0000	0.0000	2.0688	3.9137	4.8512	7.3742	10.2415	8.8268	11.3324	1.6765	0.8531	5.2915	0.8737	0.0000	0.0000	0.0000	0.0000	0.4579	8.5911	29.5807	1567.0649	0.0930	0.2636
6	2000.0000	2400.0000	31.2984	0.0000	12.4939	13.5594	2.0288	3.2163	2.8587	8.7026	8.5082	9.1601	8.9756	0.2584	0.8664	5.5054	0.8838	0.0000	0.0000	0.0000	0.0000	0.8246	6.6220	2.3228	7.9243	7.9577	8.2577	8.2897	0.2449	0.8523	5.3802	0.8345	0.0000	0.0000	0.0000	0.0000	0.4862	5.8561	5.3754	7.9277	10.1010	9.5782	11.4422	1.3385	0.8753	5.3533	0.9042	0.0000	0.0000	0.0000	0.0000	1.7542	8.2774	15.7058	16.8716	9.4054	23.0504	18.3067	5.7202	0.9317	7.2658	1.1484	0.0000	0.0000	0.0000	0.0000	1.8482	13.9117	8.9853	12.0924	7.4982	15.0653	11.7029	4.4491	0.8425	5.5228	0.8224	0.0000	0.0000	0.0000	0.0000	0.3342	10.1525	64.0404	650.0258	0.0725	0.5431
7	2400.0000	2800.0000	11.4557	0.0000	5.5426	4.1959	0.4857	1.2316	4.3035	7.5523	8.1189	8.6924	9.1889	0.6683	0.8590	5.3275	0.8864	0.0000	0.0000	0.0000	0.0000	0.1859	6.0891	2.7953	7.7590	8.3778	8.2472	8.8318	0.7749	0.8506	5.4192	0.8761	0.0000	0.0000	0.0000	0.0000	0.1817	6.3620	9.5968	7.3786	10.8732	12.1055	14.5026	0.8566	0.8690	5.2783	0.8769	0.0000	0.0000	0.0000	0.0000	1.3048	9.4014	30.9543	17.2374	9.4283	35.4302	32.3584	5.9157	0.9276	7.4250	1.2296	0.0000	0.0000	0.0000	0.0000	8.2596	12.2522	15.0368	5.5555	5.7245	16.0303	16.0897	3.5162	0.8354	4.2558	0.8297	0.0000	0.0000	0.0000	0.0000	1.0716	3.0561	16.5362	51.9111	0.0325	1.1656
8	2800.0000	3200.0000	5.2017	0.0000	2.5567	1.7856	0.3956	0.4638	6.4352	8.8747	11.5369	10.9623	13.2103	2.8926	0.8556	5.0902	0.8192	0.0000	0.0000	0.0000	0.0000	1.6281	9.9432	4.0994	7.7390	9.3533	8.7577	10.2123	1.3880	0.8504	5.5810	0.8333	0.0000	0.0000	0.0000	0.0000	0.1433	7.3996	15.0886	16.6633	11.4090	22.4796	18.9165	5.2897	0.8514	4.2748	0.7153	0.0000	0.0000	0.0000	0.0000	4.1333	15.1594	36.0464	6.7763	25.4717	36.6779	44.1379	3.7834	0.9331	6.5804	1.2337	0.0000	0.0000	0.0000	0.0000	3.4908	24.0917	19.4560	7.8350	15.6473	20.9743	24.9674	1.1982	0.8339	4.2526	0.7877	0.0000	0.0000	0.0000	0.0000	4.8546	14.9909	4.1053	14.0911	0.0181	2.3554
9	3200.0000	8000.0000	3.6159	0.0000	2.1205	0.9856	0.2262	0.2836	6.2097	10.6215	9.0607	12.3035	10.9844	0.2489	0.8602	5.6321	0.9182	0.0000	0.0000	0.0000	0.0000	0.2879	8.9170	1.8592	8.7302	8.1752	8.9259	8.3840	0.6464	0.8506	5.5181	0.8703	0.0000	0.0000	0.0000	0.0000	0.0030	6.6232	19.5111	10.5499	12.6516	22.1807	23.2540	1.5177	0.8729	5.3690	0.9926	0.0000	0.0000	0.0000	0.0000	0.0000	11.3400	37.9673	38.4708	8.2974	54.0511	38.8634	8.8264	0.9397	6.9024	1.3092	0.0000	0.0000	0.0000	0.0000	0.0864	36.7676	23.6785	10.6914	11.3986	25.9803	26.2792	7.6978	0.8248	6.3858	0.7057	0.0000	0.0000	0.0000	0.0000	3.6495	5.9453	2.8501	7.8731	0.1617	29.3253
