Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
38	0.7400	0.7600	6.8301	5.0000	0.0000	1.2332	0.6218	4.9751	33.0655	0.0000	194.3321	33.0655	197.1251	74.8905	73.2180	73.2059	73.2059	73.2059	73.2059	73.2059
39	0.7600	0.7800	5.1082	2.0000	-0.9706	2.2979	1.5582	2.2226	34.7163	0.0000	106.4501	34.7163	111.9681	46.1802	39.1692	39.1530	39.1530	39.1530	39.1530	39.1530
40	0.7800	0.8000	4.7615	5.0000	-1.2044	2.3535	1.2518	2.3606	39.9424	0.0000	112.7796	39.9424	119.6438	46.1661	42.0267	42.0040	42.0040	42.0040	42.0040	42.0040
41	0.8000	0.8200	7.1267	5.0000	-0.7049	3.0420	1.7381	3.0514	42.4227	0.0000	110.5146	42.4227	118.3772	39.7509	42.1093	42.0955	42.0955	42.0955	42.0955	42.0955
42	0.8200	0.8400	14.4427	9.0000	1.5511	3.3522	1.5256	8.0138	21.2741	0.0000	146.6447	21.2741	148.1798	55.6260	55.4018	55.3914	55.3914	55.3914	55.3914	55.3914
43	0.8400	0.8600	11.1859	5.0000	0.0000	3.9310	1.6775	5.5774	20.6361	0.0000	119.3487	20.6361	121.1196	47.4720	44.7258	44.6993	44.6993	44.6993	44.6993	44.6993
44	0.8600	0.8800	16.1082	8.0000	0.0000	6.0827	1.8174	8.2081	18.5043	0.0000	132.0880	18.5043	133.3778	51.4395	49.6847	49.6642	49.6642	49.6642	49.6642	49.6642
45	0.8800	0.9000	14.8340	7.0000	0.0000	7.1370	1.4805	6.2165	17.0326	0.0000	107.4409	17.0326	108.7826	41.5272	40.4842	40.4477	40.4477	40.4477	40.4477	40.4477
46	0.9000	0.9200	20.3010	8.0000	1.4576	8.6901	1.6227	8.5306	16.0245	0.0000	105.2807	16.0245	106.4933	41.9991	39.4408	39.4069	39.4069	39.4069	39.4069	39.4069
47	0.9200	0.9400	30.1907	21.0000	-2.0451	12.9642	1.1317	18.1399	15.8083	0.0000	160.2357	15.8083	161.0136	65.9005	59.6599	59.6210	59.6210	59.6210	59.6210	59.6210
48	0.9400	0.9600	32.8685	14.0000	-0.6239	18.5604	1.2960	13.6360	11.4915	0.0000	104.9629	11.4915	105.5901	40.3413	39.6000	39.5516	39.5516	39.5516	39.5516	39.5516
49	0.9600	0.9800	39.5192	17.0000	2.1355	19.7912	0.8537	16.7387	11.7065	0.0000	107.2275	11.7065	107.8646	40.7403	40.5228	40.4867	40.4867	40.4867	40.4867	40.4867
50	0.9800	1.0000	45.0227	22.0000	0.9706	22.2448	2.4337	19.3735	9.9354	0.0000	105.7649	9.9354	106.2306	39.9079	40.0203	39.9799	39.9799	39.9799	39.9799	39.9799
