Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	50.0000	90.0000	5.0239	5.0000	-1.2044	2.7177	1.4696	2.0409	40.9768	0.0000	111.9719	40.9768	119.2343	55.0270	39.8194	39.8100	39.8100	39.8100	39.8100	39.8100
2	90.0000	130.0000	19.7083	13.0000	0.7354	5.4679	2.1241	11.3809	17.5023	0.0000	148.6207	17.5023	149.6477	58.2592	55.8390	55.8139	55.8139	55.8139	55.8139	55.8139
3	130.0000	170.0000	33.3525	17.0000	4.5638	10.7115	2.7635	15.3137	14.4458	0.0000	119.0485	14.4458	119.9218	45.0933	45.0084	44.9742	44.9742	44.9742	44.9742	44.9742
4	170.0000	210.0000	32.5808	20.0000	-0.9706	14.1890	2.8958	16.4665	12.9167	0.0000	130.5578	12.9167	131.1952	50.7102	49.1477	49.1087	49.1087	49.1087	49.1087	49.1087
5	210.0000	250.0000	27.0894	9.0000	0.1109	15.0463	2.4088	9.5235	14.9182	0.0000	87.7845	14.9182	89.0431	32.8606	33.2769	33.2233	33.2233	33.2233	33.2233	33.2233
6	250.0000	290.0000	33.6514	20.0000	0.0000	15.9248	2.2707	15.4558	11.8027	0.0000	118.1857	11.8027	118.7735	45.2060	44.6067	44.5747	44.5747	44.5747	44.5747	44.5747
7	290.0000	310.0000	14.2625	5.0000	0.0000	6.9265	1.1201	6.2159	17.6733	0.0000	111.1691	17.6733	112.5652	41.6788	42.1033	42.0684	42.0684	42.0684	42.0684	42.0684
8	310.0000	350.0000	21.2374	9.0000	-0.6239	11.7595	1.4205	8.6814	14.1176	0.0000	100.4892	14.1176	101.4760	39.7623	37.7108	37.6694	37.6694	37.6694	37.6694	37.6694
9	350.0000	390.0000	19.0221	8.0000	0.0000	9.7464	0.9017	8.3740	15.3020	0.0000	111.5463	15.3020	112.5909	42.7492	42.0876	42.0564	42.0564	42.0564	42.0564	42.0564
10	390.0000	430.0000	15.9461	7.0000	0.0000	6.0152	0.6822	9.2487	19.0952	0.0000	149.5873	19.0952	150.8011	57.1077	56.4587	56.4402	56.4402	56.4402	56.4402	56.4402
11	430.0000	470.0000	7.0658	4.0000	-2.0451	4.2225	0.5518	4.3367	40.9663	0.0000	164.3440	40.9663	169.3729	88.1833	56.6481	56.6103	56.6103	56.6103	56.6103	56.6103
12	470.0000	510.0000	5.2700	3.0000	0.0000	2.8771	0.2603	2.1325	27.7525	0.0000	100.7246	27.7525	104.4780	38.7525	37.9791	37.9507	37.9507	37.9507	37.9507	37.9507
13	510.0000	550.0000	3.0384	2.0000	0.0000	1.7373	0.0477	1.2534	34.1721	0.0000	87.8366	34.1721	94.2497	34.8453	32.9398	32.9121	32.9121	32.9121	32.9121	32.9121
14	550.0000	590.0000	5.8880	4.0000	0.0000	1.6005	0.0550	4.2325	34.3568	0.0000	179.7233	34.3568	182.9777	67.8838	67.9465	67.9346	67.9346	67.9346	67.9346	67.9346
15	590.0000	630.0000	2.0259	1.0000	0.0000	0.8388	0.0367	1.1505	50.4919	0.0000	130.8600	50.4919	140.2632	50.0388	49.3775	49.3605	49.3605	49.3605	49.3605	49.3605
16	630.0000	670.0000	0.2710	0.0000	0.0000	0.2372	0.0000	0.0338	41.7088	25.0441	0.0330	48.6501	41.7088	25.0441	0.0330	0.0000	0.0000	0.0000	0.0000	0.0000
17	670.0000	710.0000	0.3810	0.0000	0.0000	0.3265	0.0000	0.0545	33.3154	6.9255	7.6109	34.0276	34.1737	7.6109	0.0018	0.0000	0.0000	0.0000	0.0000	0.0000
18	710.0000	750.0000	0.4747	0.0000	0.0000	0.4637	0.0000	0.0110	29.4098	0.0292	6.3487	29.4098	30.0872	6.3486	0.0292	0.0000	0.0000	0.0000	0.0000	0.0000
19	750.0000	790.0000	0.2968	0.0000	0.0000	0.1795	0.0000	0.1172	42.7085	0.0464	5.8893	42.7085	43.1126	5.8891	0.0464	0.0000	0.0000	0.0000	0.0000	0.0000
20	790.0000	830.0000	1.2596	1.0000	0.0000	0.2522	0.0000	1.0075	79.8479	0.0000	210.2892	79.8479	224.9383	80.0313	79.3935	79.3892	79.3892	79.3892	79.3892	79.3892
21	830.0000	870.0000	0.1200	0.0000	0.0000	0.1152	0.0000	0.0048	54.2072	37.0261	28.8177	65.6457	61.3912	37.0261	0.0339	0.0000	0.0000	0.0000	0.0000	0.0000
22	870.0000	910.0000	0.1285	0.0000	0.0000	0.1202	0.0000	0.0083	39.5598	9.2796	13.3320	40.6336	41.7459	13.3320	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000
23	910.0000	950.0000	0.0254	0.0000	0.0000	0.0235	0.0000	0.0019	65.9284	19.4209	16.4816	68.7293	67.9573	19.4209	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000
24	950.0000	1000.0000	0.1797	0.0000	0.0000	0.1810	0.0000	-0.0013	49.5911	0.0293	4.5938	49.5911	49.8034	4.5937	0.0293	0.0000	0.0000	0.0000	0.0000	0.0000
