Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	-3.1400	-3.0144	5.9449	4.0000	0.0000	2.0953	0.6049	3.2447	29.7539	0.0000	133.5614	29.7539	136.8355	50.5707	50.4833	50.4632	50.4632	50.4632	50.4632	50.4632
2	-3.0144	-2.8888	2.9037	1.0000	-0.6239	1.9542	0.4774	1.0961	42.3305	0.0000	95.5448	42.3305	104.5021	44.8229	34.4897	34.4389	34.4389	34.4389	34.4389	34.4389
3	-2.8888	-2.7632	4.8029	3.0000	0.0000	2.2165	0.3989	2.1875	30.3236	0.0000	110.4882	30.3236	114.5738	42.4138	41.6953	41.6418	41.6418	41.6418	41.6418	41.6418
4	-2.7632	-2.6376	5.9735	4.0000	0.0000	2.3669	0.5936	3.0130	29.6741	0.0000	133.6947	29.6741	136.9483	52.3310	50.2469	50.2215	50.2215	50.2215	50.2215	50.2215
5	-2.6376	-2.5120	5.2188	2.0000	0.0000	2.4235	0.7629	2.0323	28.0804	0.0000	102.5518	28.0804	106.3268	41.2560	38.3596	38.3233	38.3233	38.3233	38.3233	38.3233
6	-2.5120	-2.3864	2.9002	1.0000	0.0000	2.4654	0.3947	0.0401	11.6088	1.9360	2.0023	11.7691	11.7802	2.0015	0.0541	0.0000	0.0000	0.0000	0.0000	0.0000
7	-2.3864	-2.2608	5.0637	2.0000	0.0000	2.5492	0.2769	2.2377	28.8598	0.0000	105.7880	28.8598	109.6540	42.7525	39.5400	39.4966	39.4966	39.4966	39.4966	39.4966
8	-2.2608	-2.1352	6.8424	4.0000	0.0000	2.4887	0.3265	4.0271	29.6572	0.0000	155.4164	29.6572	158.2207	60.3836	58.4857	58.4594	58.4594	58.4594	58.4594	58.4594
9	-2.1352	-2.0096	2.5214	3.0000	-2.0451	2.0381	0.3209	2.2075	99.5296	0.0000	249.2288	99.5296	268.3676	156.0388	79.4186	79.3216	79.3216	79.3216	79.3216	79.3216
10	-2.0096	-1.8840	3.3603	1.0000	0.0000	2.0814	0.1433	1.1357	31.2387	0.0000	79.1022	31.2387	85.0471	30.6729	29.8052	29.7590	29.7590	29.7590	29.7590	29.7590
11	-1.8840	-1.7584	3.7896	2.0000	0.0000	2.2374	0.5169	1.0354	27.7367	0.0000	69.8921	27.7367	75.1946	26.5391	26.4388	26.3878	26.3878	26.3878	26.3878	26.3878
12	-1.7584	-1.6328	5.5504	2.0000	0.7354	2.3275	0.3086	2.1789	29.3357	0.0000	95.4725	29.3357	99.8778	36.3449	36.0827	36.0336	36.0336	36.0336	36.0336	36.0336
13	-1.6328	-1.5072	1.8584	1.0000	0.0000	1.5954	0.2192	0.0437	16.1617	0.7916	2.5404	16.1811	16.3601	2.5394	0.0684	0.0000	0.0000	0.0000	0.0000	0.0000
14	-1.5072	-1.3816	6.5907	2.0000	2.2932	2.0634	0.1221	2.1120	33.2198	0.0000	84.6761	33.2198	90.9593	40.5479	30.3565	30.3460	30.3460	30.3460	30.3460	30.3460
15	-1.3816	-1.2560	2.9438	1.0000	0.0000	1.4850	0.2689	1.1899	35.3429	0.0000	91.5160	35.3429	98.1035	38.0424	34.0321	33.9699	33.9699	33.9699	33.9699	33.9699
16	-1.2560	-1.1304	7.7657	4.0000	0.0000	2.0243	0.5915	5.1499	29.1716	0.0000	170.8119	29.1716	173.2850	65.5832	64.4064	64.3854	64.3854	64.3854	64.3854	64.3854
17	-1.1304	-1.0048	0.1213	0.0000	-2.0274	1.8145	0.3417	-0.0075	1688.8610	160.7774	1.1330	1696.4967	1688.8614	160.7734	1.1330	0.0000	0.0000	0.0000	0.0000	0.0000
18	-1.0048	-0.8792	2.3997	0.0000	0.0000	2.0397	0.3285	0.0315	13.1798	4.0485	2.0168	13.7876	13.3332	4.0482	0.0488	0.0000	0.0000	0.0000	0.0000	0.0000
19	-0.8792	-0.7536	4.1284	4.0000	-1.2044	1.8953	0.2254	3.2121	51.7002	0.0000	195.0141	51.7002	201.7509	79.6380	72.6975	72.6682	72.6682	72.6682	72.6682	72.6682
20	-0.7536	-0.6280	6.3510	6.0000	0.0000	2.0596	0.2114	4.0800	31.8457	0.0000	166.7408	31.8457	169.7547	63.2343	63.0068	62.9827	62.9827	62.9827	62.9827	62.9827
21	-0.6280	-0.5024	6.6275	4.0000	0.0000	2.2955	0.3001	4.0319	30.5914	0.0000	160.5095	30.5914	163.3987	62.4859	60.3758	60.3549	60.3549	60.3549	60.3549	60.3549
22	-0.5024	-0.3768	4.0180	1.0000	0.0000	2.4244	0.6084	0.9853	26.4867	0.0000	67.9212	26.4867	72.9030	29.9129	24.9304	24.8877	24.8877	24.8877	24.8877	24.8877
23	-0.3768	-0.2512	5.0042	3.0000	0.0000	2.7241	0.1693	2.1108	29.1361	0.0000	106.7392	29.1361	110.6444	42.5092	39.9965	39.9663	39.9663	39.9663	39.9663	39.9663
