Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
2	-2.4000	-2.3000	0.8662	1.0000	0.0000	0.5847	0.2690	0.0125	23.0056	15.3940	15.0010	27.6809	27.4643	15.3938	0.0888	0.0000	0.0000	0.0000	0.0000	0.0000
3	-2.3000	-2.2000	2.0009	1.0000	0.0000	0.6876	0.1539	1.1593	51.1346	0.0000	134.9223	51.1346	144.2871	56.6579	50.0514	49.9775	49.9775	49.9775	49.9775	49.9775
4	-2.2000	-2.1000	2.0502	1.0000	0.9706	0.6850	0.3894	0.0052	48.6565	8.7429	7.1855	49.4357	49.1842	8.7427	0.0566	0.0000	0.0000	0.0000	0.0000	0.0000
5	-2.1000	-2.0000	5.4434	7.0000	0.0000	0.8913	0.5456	4.0065	37.0306	0.0000	194.8301	37.0306	198.3180	74.5427	73.5046	73.4836	73.4836	73.4836	73.4836	73.4836
6	-2.0000	-1.9000	5.3494	3.0000	0.0000	2.6347	0.6728	2.0418	30.5548	0.0000	102.1947	30.5548	106.6647	45.3184	37.4276	37.3876	37.3876	37.3876	37.3876	37.3876
7	-1.9000	-1.8000	4.5574	2.0000	2.1355	1.1117	0.1766	1.1336	52.0266	0.0000	60.4072	52.0266	79.7232	27.5402	21.9830	21.9422	21.9422	21.9422	21.9422	21.9422
8	-1.8000	-1.7000	5.2501	3.0000	0.0000	1.6211	0.6069	3.0221	33.8855	0.0000	152.2091	33.8855	155.9353	59.7963	57.1519	57.1413	57.1413	57.1413	57.1413	57.1413
9	-1.7000	-1.6000	3.6127	3.0000	-1.2044	1.3804	0.3910	3.0457	58.9367	0.0000	224.8218	58.9367	232.4185	95.7291	83.0778	83.0408	83.0408	83.0408	83.0408	83.0408
10	-1.6000	-1.5000	5.4072	3.0000	0.0000	1.6675	0.6517	3.0881	32.5971	0.0000	146.9219	32.5971	150.4946	55.8141	55.4974	55.4813	55.4813	55.4813	55.4813	55.4813
11	-1.5000	-1.4000	5.4760	3.0000	0.0000	1.8946	0.5613	3.0201	32.1430	0.0000	145.9791	32.1430	149.4760	57.4201	54.8291	54.7843	54.7843	54.7843	54.7843	54.7843
