Bin	BinLow	BinHigh	MC_Yield	Stat_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	TotalSyst_pct
1	800.00	1000.00	544.0844	4.8121	0.4211	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7710	10.8090	10.8447
2	1000.00	1200.00	311.5251	6.8765	1.8456	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4964	12.0458	12.2779
3	1200.00	1400.00	164.0687	10.0159	1.5453	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3061	16.3130	16.3889
4	1400.00	1600.00	83.4602	13.6245	0.4257	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3852	11.5623	11.8134
5	1600.00	2000.00	75.9884	16.9419	11.8230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.6942	14.7536	19.0974
6	2000.00	2400.00	17.4964	43.2566	13.7915	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6854	14.6080	20.1014
7	2400.00	2800.00	18.8935	30.5432	5.0620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5597	11.8245	12.8747
8	2800.00	3200.00	1.8236	16.3257	4.7736	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.5252	31.4518	32.2882
9	3200.00	8000.00	0.9480	23.0294	4.2810	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.8323	25.4635	26.7095
