Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct
1	0.0000	50.0000	28.9979	16.0000	14.2220	14.2497	0.2031	0.3231	20.5932	48.4292	7.8639	52.6258	22.0436	5.4453	0.8636	3.7134	0.0000	0.0000	0.0000	0.0000	1.0115	48.2355
2	50.0000	100.0000	215.5029	188.0000	187.0369	26.9002	0.2243	1.3414	11.0506	10.9833	11.1906	15.5804	15.7272	8.0757	0.8884	3.5292	0.0000	0.0000	0.0000	0.0000	1.6504	8.1206
3	100.0000	150.0000	706.8211	741.0000	639.4379	59.6475	1.0255	6.7102	6.9485	12.7127	11.4918	14.4877	13.4292	1.5503	0.8770	3.7153	0.0000	0.0000	0.0000	0.0000	1.0288	11.9939
4	150.0000	200.0000	856.0062	955.0000	791.7904	51.4017	0.7618	12.0523	6.2908	6.3276	7.9915	8.9226	10.1704	0.2015	0.8650	4.8824	0.0000	0.0000	0.0000	0.0000	0.3435	6.3390
5	200.0000	250.0000	776.1069	823.0000	735.7594	28.1566	0.2552	11.9357	6.4531	10.0123	9.8223	11.9117	11.7525	3.4335	0.8526	5.4603	0.0000	0.0000	0.0000	0.0000	0.6763	7.7935
6	250.0000	300.0000	574.6673	666.0000	551.1330	10.5312	0.0427	12.9603	7.7432	9.7704	6.2746	12.4667	9.9664	0.9688	0.8569	5.7851	0.0000	0.0000	0.0000	0.0000	0.9828	7.7254
7	300.0000	350.0000	464.2052	542.0000	446.1934	5.9995	0.0000	12.0123	8.8552	7.5948	6.4883	11.6660	10.9778	2.1547	0.8458	5.4391	0.0000	0.0000	0.0000	0.0000	0.5547	4.7362
8	350.0000	400.0000	375.5689	426.0000	364.5351	2.3162	0.1370	8.5806	9.4782	6.5358	9.2547	11.5132	13.2471	2.2931	0.8472	5.3926	0.0000	0.0000	0.0000	0.0000	1.3949	7.2480
9	400.0000	450.0000	269.4777	253.0000	261.1154	0.9613	0.0735	7.3275	10.5983	6.4724	7.3850	12.4184	12.9175	3.2188	0.8236	5.4415	0.0000	0.0000	0.0000	0.0000	0.5776	3.9197
10	450.0000	500.0000	100.1078	111.0000	97.4641	0.3126	0.0725	2.2585	19.6806	5.7901	6.1958	20.5146	20.6328	1.4850	0.8307	5.5280	0.0000	0.0000	0.0000	0.0000	1.6144	2.5135
11	500.0000	550.0000	30.0089	46.0000	28.4024	0.4829	0.0021	1.1215	38.2791	12.9253	7.6690	40.4024	39.0398	10.8582	0.8745	6.1292	0.0000	0.0000	0.0000	0.0000	0.3988	3.2669
12	550.0000	600.0000	13.1547	19.0000	12.8668	0.0260	0.0000	0.2619	57.3754	5.4099	6.4567	57.6299	57.7375	4.9851	0.9235	4.1031	0.0000	0.0000	0.0000	0.0000	0.8984	0.9670
14	650.0000	700.0000	3.7538	8.0000	3.5673	0.0069	0.0000	0.1797	108.5855	19.5460	17.2374	110.3307	109.9452	16.6557	0.9525	10.1846	0.0000	0.0000	0.0000	0.0000	0.0031	0.0073
15	700.0000	750.0000	2.0155	4.0000	1.9809	0.0000	0.0000	0.0345	136.8612	7.1914	8.8913	137.0500	137.1497	5.4010	0.7961	7.0958	0.0000	0.0000	0.0000	0.0000	0.0004	0.0004
16	750.0000	800.0000	0.4033	1.0000	0.3521	0.0231	0.0000	0.0281	66.9625	89.3245	55.4341	111.6371	86.9306	89.1913	0.8633	4.7993	0.0000	0.0000	0.0000	0.0000	0.0131	25.8398
18	850.0000	900.0000	1.6881	1.0000	1.6806	0.0000	0.0000	0.0075	99.5558	9.7123	13.6913	100.0284	100.4928	13.4210	0.7960	2.6129	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19	900.0000	950.0000	0.0032	0.0000	0.0000	0.0000	0.0000	0.0032	47.8510	7.9769	6.8446	48.5113	48.3380	1.1339	0.8003	6.9046	0.0000	0.0000	0.0000	0.0000	0.0000	3.7457
20	950.0000	1000.0000	0.0018	0.0000	0.0000	0.0000	0.0000	0.0018	25.3647	5.7343	6.3987	26.0048	26.1594	3.6627	0.8041	5.3476	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
