Bin,BinLow,BinHigh,MC_Total,Data,DYJets,TT,Nonprompt,Others,Stat_pct,SystUp_pct,SystDn_pct,TotalUp_pct,TotalDn_pct
1,0.0000,50.0000,14.4555,0.0000,1.1177,12.8714,0,0.4663,18.3592,3.0461,2.9883,18.6102,18.6008
2,50.0000,100.0000,34.2598,0.0000,4.7766,28.9251,0,0.5581,10.5365,2.7128,2.9962,10.8801,10.9542
3,100.0000,150.0000,34.2320,0.0000,5.5275,28.0255,0,0.6790,14.2334,2.0658,1.2867,14.3825,14.2914
4,150.0000,200.0000,34.5724,0.0000,12.1904,22.1821,0,0.1999,12.7707,2.4026,2.2122,12.9947,12.9608
5,200.0000,250.0000,13.1025,0.0000,-3.4617,15.9975,0,0.5667,25.1432,7.2817,4.0454,26.1764,25.4666
6,250.0000,300.0000,17.2511,0.0000,6.8754,9.6192,0,0.7564,19.7795,3.9240,4.5535,20.1650,20.2969
7,300.0000,350.0000,6.5078,0.0000,0.1188,5.9112,0,0.4778,9.0650,2.5956,1.9820,9.4292,9.2791
8,350.0000,400.0000,7.5067,0.0000,3.8724,3.3279,0,0.3063,30.6607,6.2907,6.4067,31.2993,31.3229
9,400.0000,450.0000,1.5006,0.0000,0.0000,1.2159,0,0.2847,18.5356,8.8580,11.0617,20.5435,21.5854
10,450.0000,500.0000,2.9888,0.0000,1.4696,1.4803,0,0.0388,50.0657,8.5579,7.8531,50.7918,50.6778
11,500.0000,550.0000,0.8469,0.0000,0.0000,0.6608,0,0.1862,25.9542,8.1308,8.1702,27.1980,27.2098
12,550.0000,600.0000,0.6832,0.0000,0.2397,0.4170,0,0.0264,40.8447,32.3952,17.6456,52.1319,44.4933
13,600.0000,650.0000,0.0946,0.0000,0.0000,0.0703,0,0.0244,116.9855,30.9258,42.4542,121.0042,124.4507
14,650.0000,700.0000,0.0885,0.0000,0.0000,0.0771,0,0.0114,65.6270,11.4672,8.2100,66.6213,66.1386
15,700.0000,750.0000,0.1467,0.0000,0.0000,0.1663,0,-0.0197,54.7084,14.9324,11.2122,56.7096,55.8455
16,750.0000,800.0000,0.0912,0.0000,0.0000,0.0810,0,0.0101,67.8581,10.1818,6.6465,68.6178,68.1829
18,850.0000,900.0000,0.1402,0.0000,0.0000,0.0735,0,0.0668,71.5145,4.4341,6.4850,71.6518,71.8079
19,900.0000,950.0000,0.0028,0.0000,0.0000,0.0000,0,0.0028,19.8527,3.9081,3.9687,20.2338,20.2456
20,950.0000,1000.0000,0.0580,0.0000,0.0000,0.0472,0,0.0108,111.8285,14.8143,12.9066,112.8055,112.5709
