Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	16.9412	0.0000	1.4745	13.6920	1.3787	0.3960	9.7786	3.2477	3.0599	10.3038	10.2461
3	100.0000	150.0000	14.6210	0.0000	1.7161	10.9662	1.4946	0.4443	14.5606	4.9059	3.6576	15.3649	15.0130
4	150.0000	200.0000	12.3920	0.0000	4.2303	6.8115	1.1728	0.1774	19.6540	4.0311	3.6219	20.0632	19.9850
5	200.0000	250.0000	5.0979	0.0000	0.3321	4.1669	0.4340	0.1649	326.9550	16.2583	15.5646	327.3590	327.3253
7	300.0000	350.0000	5.6621	0.0000	2.6759	2.4347	0.4668	0.0847	47.8289	14.3038	12.0960	49.9219	49.3347
8	350.0000	400.0000	4.9403	0.0000	3.2285	1.3104	0.2395	0.1619	46.7030	8.3072	7.8039	47.4361	47.3505
10	450.0000	500.0000	2.3135	0.0000	1.7328	0.3526	0.0000	0.2281	75.3039	9.8456	11.2720	75.9448	76.1429
11	500.0000	550.0000	0.5594	0.0000	0.0000	0.4395	0.0052	0.1147	31.7668	3.9621	2.9651	32.0129	31.9048
12	550.0000	600.0000	0.4308	0.0000	0.0000	0.1327	0.1399	0.1582	36.7076	3.8575	5.9097	36.9098	37.1803
13	600.0000	650.0000	0.0738	0.0000	0.0000	0.0456	0.0000	0.0283	57.8559	6.7324	13.8582	58.2463	59.4925
14	650.0000	700.0000	0.1773	0.0000	0.0000	0.0326	0.0362	0.1085	52.8969	10.1059	8.7051	53.8536	53.6084
15	700.0000	750.0000	0.0181	0.0000	0.0000	0.0050	0.0000	0.0131	28.4863	35.0067	17.7047	45.1325	33.5399
16	750.0000	800.0000	0.0800	0.0000	0.0000	0.0572	0.0000	0.0228	72.5323	6.8123	11.6191	72.8515	73.4570
17	800.0000	850.0000	0.0085	0.0000	0.0000	0.0000	0.0000	0.0085	14.0677	3.2317	2.9007	14.4342	14.3637
18	850.0000	900.0000	0.0083	0.0000	0.0000	0.0000	0.0000	0.0083	23.0007	8.5090	7.1665	24.5242	24.0913
19	900.0000	950.0000	0.0051	0.0000	0.0000	0.0000	0.0000	0.0051	14.9865	2.8738	2.1073	15.2595	15.1339
20	950.0000	1000.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0143	8.9285	3.0759	3.0752	9.4435	9.4433
