Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	30.0724	0.0000	2.6421	20.5480	6.5339	0.3484	9.6696	2.3404	1.3829	9.9488	9.7680
3	100.0000	150.0000	20.0225	0.0000	1.3771	16.8464	1.6067	0.1923	8.5294	3.4496	2.8830	9.2005	9.0034
4	150.0000	200.0000	13.8719	0.0000	2.8220	9.8943	0.5986	0.5570	15.6779	1.2476	1.8724	15.7274	15.7893
5	200.0000	250.0000	5.6210	0.0000	0.1497	5.0930	0.1639	0.2145	10.0188	3.5207	1.8246	10.6194	10.1836
6	250.0000	300.0000	2.6398	0.0000	-0.1619	2.6382	0.1097	0.0538	15.9458	1.6384	4.0296	16.0297	16.4471
7	300.0000	350.0000	1.9168	0.0000	0.1264	1.5939	0.1317	0.0647	18.4719	9.4457	6.4281	20.7468	19.5584
8	350.0000	400.0000	1.1594	0.0000	0.0000	0.9438	0.0813	0.1344	20.6554	3.9043	4.6395	21.0211	21.1700
9	400.0000	450.0000	1.4510	0.0000	0.6374	0.7416	0.0000	0.0720	45.8441	16.0198	17.5634	48.5624	49.0933
10	450.0000	500.0000	0.3917	0.0000	0.0000	0.3351	0.0000	0.0566	44.3150	4.6692	4.7683	44.5603	44.5708
11	500.0000	550.0000	0.1978	0.0000	0.0000	0.1244	0.0233	0.0501	31.0607	14.3992	20.0676	34.2360	36.9794
12	550.0000	600.0000	0.2265	0.0000	0.0000	0.1366	0.0000	0.0899	39.9429	5.7388	6.3216	40.3531	40.4401
13	600.0000	650.0000	0.1125	0.0000	0.0000	0.0034	0.0000	0.1092	69.9606	12.8887	10.8065	71.1379	70.7903
14	650.0000	700.0000	0.1412	0.0000	0.0000	0.1105	0.0000	0.0308	49.6138	7.6023	8.4413	50.1929	50.3268
15	700.0000	750.0000	0.0949	0.0000	0.0000	0.0686	0.0000	0.0263	72.5572	15.0838	14.3987	74.1085	73.9721
16	750.0000	800.0000	0.0174	0.0000	0.0000	0.0015	0.0000	0.0159	482.5681	49.4452	32.4777	485.0946	483.6597
17	800.0000	850.0000	0.0711	0.0000	0.0000	0.0579	0.0000	0.0132	81.4699	11.8843	11.5527	82.3321	82.2849
18	850.0000	900.0000	0.0091	0.0000	0.0000	0.0000	0.0000	0.0091	11.2609	4.5331	4.4643	12.1390	12.1135
19	900.0000	950.0000	0.0207	0.0000	0.0000	0.0053	0.0000	0.0154	30.9810	28.7820	18.8567	42.2875	36.2685
20	950.0000	1000.0000	0.1272	0.0000	0.0000	0.0000	0.0000	0.1272	82.7006	15.9813	15.0771	84.2306	84.0637
