Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	13.8094	0.0000	0.0000	1.4435	12.1836	0.1823	83.3209	15.4658	11.8325	84.7441	84.1569
3	100.0000	150.0000	6.5283	0.0000	1.5879	3.9524	0.6302	0.3578	25.6222	5.7386	5.4499	26.2570	26.1954
4	150.0000	200.0000	7.6831	0.0000	0.0000	5.8352	1.5656	0.2824	8.3066	3.4281	3.4323	8.9862	8.9878
6	250.0000	300.0000	4.3226	0.0000	0.2138	6.7876	-3.1184	0.4395	123.7358	36.6153	40.6479	129.0397	130.2414
7	300.0000	350.0000	7.4186	0.0000	0.0000	6.6452	0.4765	0.2969	17.7244	6.2134	4.7867	18.7819	18.3594
8	350.0000	400.0000	4.1803	0.0000	-1.1188	4.7575	0.3687	0.1730	29.8314	10.7032	4.8836	31.6934	30.2285
9	400.0000	450.0000	7.4484	0.0000	4.1065	3.0974	0.1276	0.1169	52.0054	8.6972	6.7990	52.7277	52.4480
10	450.0000	500.0000	1.6592	0.0000	1.8578	1.5620	-1.7635	0.0030	152.4725	67.9516	100.4045	166.9289	182.5621
11	500.0000	550.0000	0.9935	0.0000	0.0000	0.7735	0.0639	0.1562	21.6455	4.9158	5.7997	22.1967	22.4090
12	550.0000	600.0000	3.8802	0.0000	3.4655	0.3938	0.0000	0.0209	63.2521	12.1525	12.9904	64.4089	64.5723
13	600.0000	650.0000	0.9171	0.0000	0.6745	0.2091	0.0000	0.0335	74.0564	31.2506	33.4839	80.3800	81.2743
14	650.0000	700.0000	0.1332	0.0000	0.0000	0.1449	0.0000	-0.0117	45.6619	25.8106	17.6961	52.4518	48.9710
15	700.0000	750.0000	0.0334	0.0000	0.0000	0.0371	0.0000	-0.0037	94.7479	20.4901	20.5886	96.9382	96.9590
16	750.0000	800.0000	0.0990	0.0000	0.0000	0.0937	0.0000	0.0053	68.2609	12.2912	10.6290	69.3587	69.0835
17	800.0000	850.0000	0.0859	0.0000	0.0000	0.0396	0.0000	0.0462	61.4422	14.9130	21.4939	63.2261	65.0932
18	850.0000	900.0000	0.0164	0.0000	0.0000	0.0107	0.0000	0.0057	69.0713	31.6289	35.5593	75.9686	77.6873
19	900.0000	950.0000	0.0067	0.0000	0.0000	0.0047	0.0000	0.0020	72.5520	56.7103	41.6267	92.0861	83.6455
20	950.0000	1000.0000	0.2173	0.0000	0.0000	0.1294	0.0000	0.0879	55.6175	5.2342	8.8316	55.8632	56.3143
