Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	11.0198	0.0000	-0.3883	9.2713	1.6830	0.4538	30.1391	3.1097	3.0901	30.2991	30.2971
3	100.0000	150.0000	10.3624	0.0000	5.6764	8.7734	-4.5247	0.4374	58.3207	39.2149	44.0915	70.2788	73.1120
4	150.0000	200.0000	20.5470	0.0000	-0.3547	7.8046	12.7475	0.3496	57.1091	9.7357	7.2117	57.9330	57.5626
5	200.0000	250.0000	9.6620	0.0000	3.1889	5.9639	0.2644	0.2449	27.0107	5.4352	6.4511	27.5521	27.7704
6	250.0000	300.0000	4.2091	0.0000	0.1339	3.5695	0.1713	0.3344	11.8484	5.0935	3.1718	12.8968	12.2656
7	300.0000	350.0000	3.7963	0.0000	1.9442	1.7204	0.0945	0.0371	43.3814	3.5541	2.1970	43.5267	43.4370
8	350.0000	400.0000	1.2649	0.0000	0.0000	1.1245	0.0362	0.1042	17.2351	3.7069	4.9674	17.6292	17.9366
9	400.0000	450.0000	1.7619	0.0000	0.6745	0.7147	0.2038	0.1689	40.2804	13.5182	14.7138	42.4883	42.8837
10	450.0000	500.0000	0.4100	0.0000	0.0000	0.2480	0.0000	0.1620	36.1452	12.2195	7.9516	38.1549	37.0095
11	500.0000	550.0000	0.1844	0.0000	0.0000	0.1951	0.0000	-0.0108	55.4204	7.2681	13.5692	55.8949	57.0573
12	550.0000	600.0000	0.1743	0.0000	0.0000	0.1526	0.0000	0.0217	37.0474	11.1137	13.9174	38.6785	39.5753
13	600.0000	650.0000	0.0373	0.0000	0.0000	0.0108	0.0000	0.0265	34.1122	15.5406	8.2672	37.4854	35.0997
14	650.0000	700.0000	0.0283	0.0000	0.0000	0.0225	0.0000	0.0058	66.6257	21.8248	26.1723	70.1093	71.5819
15	700.0000	750.0000	0.0192	0.0000	0.0000	0.0127	0.0000	0.0065	66.5087	18.7472	25.5143	69.1004	71.2347
16	750.0000	800.0000	0.0341	0.0000	0.0000	0.0269	0.0000	0.0071	79.7717	4.1382	7.7661	79.8790	80.1489
17	800.0000	850.0000	0.0879	0.0000	0.0000	0.0832	0.0000	0.0047	78.3145	8.3035	6.1277	78.7535	78.5539
18	850.0000	900.0000	0.0027	0.0000	0.0000	0.0000	0.0000	0.0027	21.0092	1.8679	2.0786	21.0921	21.1118
19	900.0000	950.0000	0.0020	0.0000	0.0000	0.0000	0.0000	0.0020	23.1385	6.7474	6.1868	24.1022	23.9513
20	950.0000	1000.0000	0.1447	0.0000	0.0000	0.0566	0.0000	0.0881	69.0541	2.8940	8.7235	69.1147	69.6029
