Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR4000N100MM	WR4000N2100MM
1	800.0000	1000.0000	117.3978	0.0000	13.9113	95.8879	5.4829	2.1157	4.6379	1.4646	1.1276	4.8636	4.7730	0.5715	0.0000	0.0000	0.0000	0.2441	0.0000	0.9575	0.2495	0.0720	0.8830	35.8540	10.8372	5.0749	37.4561	36.2114	10.7458	0.0000	0.0000	0.0000	0.3844	0.0000	1.2835	0.3910	0.0000	0.1550	2.1652	1.6047	1.3509	2.6950	2.5521	0.7247	0.0000	0.0000	0.0000	0.2276	0.0000	0.9180	0.2328	0.0892	1.0564	10.8940	2.2676	1.5639	11.1275	11.0057	2.1609	0.0000	0.0000	0.0000	0.1238	0.0000	0.6595	0.1486	0.0000	0.0000	14.9957	2.2365	2.8561	15.1616	15.2653	2.4542	0.0000	0.0000	0.0000	0.3793	0.0000	1.3752	0.3360	0.0496	0.0993	0.2652	0.0051
2	1000.0000	1200.0000	43.3449	0.0000	3.2852	37.3157	1.7310	1.0131	6.6417	4.2127	3.4230	7.8651	7.4719	3.6643	0.0000	0.0000	0.0000	0.6235	0.0000	1.7064	0.6032	0.1828	0.7889	77.1231	40.3193	27.8312	87.0266	81.9912	39.9619	0.0000	0.0000	0.0000	1.8934	0.0000	4.5767	2.0398	0.0000	0.0000	3.4675	2.0747	1.9668	4.0408	3.9865	0.9160	0.0000	0.0000	0.0000	0.5368	0.0000	1.4711	0.5012	0.2124	0.9163	20.3789	0.8270	1.3840	20.3956	20.4258	1.1110	0.0000	0.0000	0.0000	0.2026	0.0000	0.7720	0.2165	0.0000	0.0000	26.0663	4.7699	3.4055	26.4991	26.2878	3.9188	0.0000	0.0000	0.0000	0.4198	0.0000	2.6622	0.3625	0.0000	0.0080	0.3812	0.0079
3	1200.0000	1500.0000	18.2953	0.0000	-1.0180	18.1131	0.6369	0.5633	12.2096	4.3028	3.7968	12.9456	12.7863	3.6178	0.0000	0.0000	0.0000	0.6091	0.0000	1.9442	0.5292	0.0841	0.9937	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.1945	3.3224	2.6306	6.1662	5.8226	1.4649	0.0000	0.0000	0.0000	0.9299	0.0000	2.3262	0.8515	0.0850	1.3727	75.6217	39.0491	142.8611	85.1086	161.6414	142.8591	0.0000	0.0000	0.0000	0.6791	0.0000	0.1450	0.2906	0.0000	0.0000	36.3911	5.9859	12.3616	36.8801	38.4333	4.8856	0.0000	0.0000	0.0000	0.9468	0.0000	3.2317	0.7884	0.0000	11.8633	0.7181	0.0180
4	1500.0000	1800.0000	13.0231	0.0000	0.2422	4.8037	7.6963	0.2809	58.6259	15.1595	21.1352	60.5542	62.3193	19.9578	0.0000	0.0000	0.0000	3.1572	0.0000	5.3782	3.0988	0.0000	0.3772	100.0000	47.1922	27.8275	110.5763	103.7997	47.0719	0.0000	0.0000	0.0000	1.2417	0.0000	2.9491	1.0506	0.0000	0.0000	9.5434	4.7801	4.8765	10.6736	10.7171	3.1188	0.0000	0.0000	0.0000	1.3437	0.0000	3.1593	1.2093	0.0000	1.0204	98.9561	24.8661	35.1456	102.0325	105.0120	33.8845	0.0000	0.0000	0.0000	4.4253	0.0000	6.9364	4.4222	0.0000	0.0000	51.2159	16.1456	36.4145	53.7005	62.8417	36.2877	0.0000	0.0000	0.0000	1.0800	0.0000	2.7267	0.9193	0.0000	0.0383	0.8571	0.0258
5	1800.0000	8000.0000	2.9774	0.0000	-0.1618	2.5398	0.1155	0.4839	16.1296	8.0821	9.8111	18.0412	18.8792	8.5002	0.0000	0.0000	0.0000	1.7444	0.0000	4.4114	1.5310	0.6594	1.3764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.1543	6.5503	5.4677	17.4318	17.0546	3.9572	0.0000	0.0000	0.0000	1.7096	0.0000	4.3542	1.4711	0.7730	1.6135	73.9869	18.3735	16.9450	76.2341	75.9025	18.2681	0.0000	0.0000	0.0000	0.6465	0.0000	1.7665	0.5695	0.0000	0.0000	35.0676	7.0716	8.8580	35.7735	36.1691	6.7982	0.0000	0.0000	0.0000	2.1109	0.0000	4.9224	2.0676	0.0000	0.0488	32.4573	0.3515
