Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct
1	0.0000	1.0000	81.6206	69.0000	68.1987	2.8170	1.8147	8.7903	17.0824	8.3671	20.8273	19.0214	26.9366	16.6023	3.6762	3.6755	3.6755	3.6755	3.6755	3.6755	3.7096	7.9572
2	1.0000	2.0000	1029.0943	823.0000	882.4511	26.1368	30.6203	89.8862	5.5659	0.0000	11.9266	5.5659	13.1614	5.5269	3.5958	3.5954	3.5954	3.5954	3.5954	3.5954	3.8197	4.4206
3	2.0000	3.0000	267.1599	214.0000	156.5609	19.8443	56.3178	34.4370	8.2825	0.0000	28.4084	8.2825	29.5911	11.5418	8.6091	8.6091	8.6091	8.6091	8.6091	8.6091	8.8144	12.3057
4	3.0000	4.0000	139.0210	142.0000	67.5479	11.6994	43.2755	16.4982	10.4984	0.0000	22.4301	10.4984	24.7654	6.5586	7.1932	7.1932	7.1932	7.1932	7.1932	7.1932	7.2437	9.8577
5	4.0000	5.0000	20.5740	23.0000	3.0298	2.0782	11.9290	3.5369	25.4487	0.0000	30.3777	25.4487	39.6288	14.0441	9.7210	9.7210	9.7210	9.7210	9.7210	9.7210	9.7572	7.9608
7	6.0000	7.0000	0.0287	0.0000	0.0000	0.0000	0.0287	0.0000	100.0000	10.7257	100.3975	100.5736	141.7027	10.7257	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000
