Bin,BinLow,BinHigh,MC_Total,Data,DYJets,TT,Nonprompt,Others,Stat_pct,SystUp_pct,SystDn_pct,TotalUp_pct,TotalDn_pct
1,800.0000,1000.0000,2217.6598,2317.0000,2070.6211,104.7719,0,42.2668,3.9043,5.2271,4.9998,6.5243,6.3436
2,1000.0000,1200.0000,1096.6966,1130.0000,1031.0991,47.3445,0,18.2530,5.5351,5.5913,5.4004,7.8676,7.7331
3,1200.0000,1400.0000,494.0979,614.0000,459.1604,25.9105,0,9.0269,8.3997,6.5875,6.3068,10.6747,10.5038
4,1400.0000,1600.0000,322.9634,311.0000,304.7582,13.2311,0,4.9740,9.2246,5.6890,5.5289,10.8378,10.7546
5,1600.0000,2000.0000,195.7404,302.0000,182.1811,10.4586,0,3.1007,14.4094,7.0832,6.9936,16.0562,16.0169
6,2000.0000,2400.0000,95.7275,108.0000,90.9661,3.8240,0,0.9374,17.0073,7.4088,7.9355,18.5509,18.7675
7,2400.0000,2800.0000,36.3865,30.0000,34.7791,1.1213,0,0.4861,27.7386,11.8203,9.8301,30.1521,29.4289
8,2800.0000,3200.0000,11.6150,20.0000,10.9664,0.4199,0,0.2287,62.2240,16.2719,7.7202,64.3165,62.7011
9,3200.0000,8000.0000,4.5349,9.0000,4.2049,0.2859,0,0.0441,116.6022,7.3070,7.0512,116.8310,116.8152
