Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	0.0000	50.0000	28.2637	16.0000	14.1560	13.6732	0.2024	0.2321	21.0314	4.3665	6.7635	21.4799	22.0922
2	50.0000	100.0000	212.7036	185.0000	185.2815	25.8745	0.2233	1.3242	10.9965	8.5072	7.6441	13.9031	13.3924
3	100.0000	150.0000	692.1625	721.0000	626.5471	58.2997	0.9510	6.3647	6.9864	4.1295	4.1384	8.1156	8.1201
4	150.0000	200.0000	820.8364	930.0000	758.5339	49.7630	0.7624	11.7771	6.4566	5.0260	4.9410	8.1822	8.1302
5	200.0000	250.0000	752.3533	806.0000	713.2149	27.4274	0.2145	11.4965	6.6020	6.5125	5.9788	9.2736	8.9069
6	250.0000	300.0000	554.0119	649.0000	531.0712	10.3483	0.0263	12.5661	8.0041	5.9705	5.7881	9.9856	9.8776
7	300.0000	350.0000	458.8741	525.0000	441.2349	5.9519	0.0000	11.6873	8.8858	5.8421	5.5712	10.6343	10.4879
8	350.0000	400.0000	365.9902	420.0000	355.0123	2.2875	0.1379	8.5526	9.7201	6.1309	5.6650	11.4921	11.2504
9	400.0000	450.0000	259.3709	245.0000	251.5378	0.9686	0.0739	6.7906	10.9573	6.1989	6.1759	12.5892	12.5780
10	450.0000	500.0000	96.7897	109.0000	94.3220	0.3155	0.0730	2.0792	20.1907	5.7350	5.5187	20.9894	20.9313
11	500.0000	550.0000	30.6202	45.0000	29.0750	0.4580	0.0021	1.0850	37.8429	11.9763	7.2253	39.6928	38.5265
12	550.0000	600.0000	11.3631	18.0000	11.0770	0.0262	0.0000	0.2599	65.4624	5.3954	7.7590	65.6844	65.9206
14	650.0000	700.0000	3.8111	8.0000	3.6236	0.0070	0.0000	0.1805	108.2555	19.6884	17.3468	110.0312	109.6365
15	700.0000	750.0000	2.0286	4.0000	1.9944	0.0000	0.0000	0.0342	136.9149	7.1910	8.8899	137.1036	137.2032
16	750.0000	800.0000	0.4055	1.0000	0.3544	0.0232	0.0000	0.0279	67.0376	89.4166	49.0971	111.7559	83.0937
18	850.0000	900.0000	1.6998	1.0000	1.6922	0.0000	0.0000	0.0076	99.5559	9.7127	13.6917	100.0286	100.4930
19	900.0000	950.0000	0.0032	0.0000	0.0000	0.0000	0.0000	0.0032	47.8625	7.0441	6.8455	48.3781	48.3496
20	950.0000	1000.0000	0.0018	0.0000	0.0000	0.0000	0.0000	0.0018	25.3677	5.7285	6.3946	26.0064	26.1612
