Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	40.0000	60.0000	774.5772	905.0000	740.3860	20.8373	0.7818	12.5722	7.8907	1.3608	2.0358	8.0071	8.1491
2	60.0000	80.0000	773.1436	890.0000	730.3593	26.7312	2.3863	13.6668	7.1397	2.8850	2.2292	7.7006	7.4797
3	80.0000	100.0000	680.1281	833.0000	636.3132	29.8014	1.8161	12.1974	7.1811	1.5443	1.0617	7.3453	7.2592
4	100.0000	120.0000	588.5090	706.0000	544.4913	27.8894	1.8799	14.2485	7.5625	1.3989	2.2181	7.6908	7.8811
5	120.0000	140.0000	423.0315	624.0000	387.4286	25.6379	1.5689	8.3961	9.1910	2.6558	2.3192	9.5670	9.4791
6	140.0000	160.0000	429.2448	556.0000	395.0718	24.5316	1.7592	7.8823	8.7073	1.6562	1.3273	8.8634	8.8079
7	160.0000	180.0000	331.0971	419.0000	302.0709	21.4827	1.3715	6.1721	10.2584	0.9553	0.6996	10.3028	10.2823
8	180.0000	200.0000	277.3363	310.0000	253.4148	17.2543	1.1278	5.5394	10.4113	0.9347	0.8281	10.4532	10.4442
9	200.0000	220.0000	220.9520	259.0000	201.6692	14.7157	0.4717	4.0954	12.1584	2.8141	1.3981	12.4798	12.2385
10	220.0000	240.0000	232.7037	239.0000	215.0125	12.8208	1.0229	3.8475	10.4440	3.4898	3.7956	11.0116	11.1123
11	240.0000	260.0000	162.2422	144.0000	149.4995	9.3038	0.8977	2.5412	13.0868	2.5456	2.2171	13.3320	13.2732
12	260.0000	280.0000	98.4454	146.0000	88.7757	7.7090	0.5550	1.4058	18.3891	5.5931	4.2648	19.2209	18.8772
13	280.0000	300.0000	125.3919	129.0000	117.4834	6.0835	0.1226	1.7024	14.3494	3.7269	1.4175	14.8255	14.4192
14	300.0000	320.0000	88.6281	87.0000	82.5699	4.8480	0.3118	0.8984	18.2752	1.2303	2.6337	18.3165	18.4640
15	320.0000	340.0000	79.1681	88.0000	73.5243	4.3292	0.1157	1.1989	17.9893	6.6851	6.3302	19.1913	19.0705
16	340.0000	360.0000	55.6949	55.0000	52.0463	2.8189	0.0670	0.7627	21.6559	4.8479	2.6084	22.1919	21.8124
17	360.0000	380.0000	46.1577	43.0000	43.0750	2.1148	0.0000	0.9679	23.1835	0.6519	2.4354	23.1926	23.3110
18	380.0000	400.0000	44.0619	49.0000	41.6482	2.0389	0.0183	0.3565	22.5834	1.3488	1.7636	22.6236	22.6521
19	400.0000	420.0000	23.5154	28.0000	22.0361	1.1028	0.0716	0.3049	34.0999	4.1122	0.7054	34.3469	34.1072
20	420.0000	440.0000	11.4915	19.0000	10.2614	0.8627	0.0841	0.2833	63.1291	20.9829	16.0854	66.5249	65.1462
21	440.0000	460.0000	26.1894	22.0000	25.0731	0.8140	0.0475	0.2548	28.9494	5.1882	1.2581	29.4106	28.9767
22	460.0000	480.0000	16.9461	17.0000	16.1655	0.6257	0.0000	0.1549	39.6311	1.0394	5.0909	39.6447	39.9567
23	480.0000	500.0000	80.9079	102.0000	76.7321	2.5040	0.2350	1.4368	17.7696	5.6020	6.0601	18.6317	18.7746
