Bin,BinLow,BinHigh,MC_Total,Data,DYJets,TT,Nonprompt,Others,Stat_pct,SystUp_pct,SystDn_pct,TotalUp_pct,TotalDn_pct
1,800.0000,1000.0000,2827.5865,3305.0000,2530.6126,142.7094,0,154.2645,3.5389,0.0000,10.5442,3.5389,11.1222
2,1000.0000,1200.0000,1498.2163,1664.0000,1329.8888,70.6983,0,97.6292,4.7702,0.0000,14.2054,4.7702,14.9849
3,1200.0000,1400.0000,734.4002,841.0000,631.3467,36.4000,0,66.6535,6.6048,0.0000,22.5871,6.6048,23.5330
4,1400.0000,1600.0000,449.4134,419.0000,389.0144,19.5292,0,40.8698,8.3340,0.0000,22.8211,8.3340,24.2952
5,1600.0000,2000.0000,385.5831,395.0000,317.1544,16.5440,0,51.8848,8.7169,0.0000,34.8764,8.7169,35.9492
6,2000.0000,2400.0000,164.1886,142.0000,132.1382,5.8914,0,26.1591,12.3268,0.0000,42.7661,12.3268,44.5072
7,2400.0000,2800.0000,67.0871,52.0000,50.3676,2.0228,0,14.6966,19.6006,0.0000,60.0610,19.6006,63.1783
8,2800.0000,3200.0000,31.2955,22.0000,21.5921,0.6095,0,9.0940,27.7225,0.0000,83.0973,27.7225,87.5997
9,3200.0000,8000.0000,22.9773,15.0000,15.2450,0.6064,0,7.1258,25.3151,0.0000,86.4122,25.3151,90.0440
