Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct
1	-3.1400	-3.0144	0.4888	0.0000	0.0000	0.4636	0.0085	0.0167	20.0721	16.8019	18.9613	26.1762	27.6120	18.9404	0.4309	0.6192	0.3185	0.0000	0.2897	0.2000	0.0000	0.0000
2	-3.0144	-2.8888	0.2581	0.0000	0.0000	0.2522	0.0000	0.0060	31.3119	10.2332	15.2501	32.9416	34.8282	15.2284	0.4198	0.5153	0.2580	0.0000	0.3552	0.1695	0.0000	0.0000
3	-2.8888	-2.7632	0.7383	2.0000	0.0000	0.7176	0.0051	0.0156	20.1477	0.9311	7.3567	20.1692	21.4488	7.2976	0.4181	0.5904	0.3863	0.0000	0.3452	0.2743	0.0000	0.0000
4	-2.7632	-2.6376	0.4800	2.0000	0.0000	0.4676	0.0069	0.0056	28.2897	2.9069	5.2779	28.4386	28.7778	5.2228	0.4543	0.4206	0.2998	0.0000	0.2258	0.2330	0.0000	0.0000
5	-2.6376	-2.5120	0.6498	0.0000	0.0000	0.6301	0.0083	0.0114	23.3596	3.4626	8.4160	23.6148	24.8294	8.3631	0.4179	0.5000	0.4709	0.0000	0.4539	0.1885	0.0000	0.0000
6	-2.5120	-2.3864	0.3416	2.0000	0.0000	0.3405	0.0046	-0.0035	27.0769	16.7057	20.2941	31.8157	33.8380	20.2737	0.4270	0.5955	0.2277	0.0000	0.3993	0.2789	0.0000	0.0000
7	-2.3864	-2.2608	0.5174	1.0000	0.0000	0.5035	0.0000	0.0139	28.3118	0.9023	15.5157	28.3262	32.2846	15.4894	0.4148	0.4649	0.3719	0.0000	0.4808	0.2377	0.0000	0.0000
8	-2.2608	-2.1352	0.5162	0.0000	0.0000	0.4950	0.0082	0.0130	29.3148	33.0319	18.1280	44.1640	34.4671	33.0204	0.4418	0.6672	0.1950	0.0000	0.1868	0.2029	0.0000	0.0000
9	-2.1352	-2.0096	0.4155	0.0000	0.0000	0.3907	0.0096	0.0152	26.4023	1.4353	1.1602	26.4413	26.4278	0.8947	0.4285	0.8439	0.3434	0.0000	0.4089	0.2804	0.0000	0.0000
10	-2.0096	-1.8840	0.5110	2.0000	0.0000	0.4916	0.0038	0.0156	24.4351	0.8543	3.6013	24.4500	24.6991	3.4985	0.4260	0.5276	0.3536	0.0000	0.3484	0.1532	0.0000	0.0000
11	-1.8840	-1.7584	0.5999	0.0000	0.0001	0.5880	0.0097	0.0020	22.6384	0.8945	4.4038	22.6561	23.0628	4.3120	0.4161	0.5141	0.4121	0.0000	0.3861	0.2093	0.0000	0.0000
