Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct
32	1.9468	2.0096	0.2795	0.0000	0.0000	0.1234	0.0681	0.0879	33.8451	9.2882	9.1383	35.0964	35.0570	9.2878	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0467	0.0667
33	2.0096	2.0724	4.7457	5.0000	0.7693	1.0231	0.7154	2.2379	96.4972	0.0000	124.6324	96.4972	157.6229	36.3961	42.1434	42.1433	42.1433	42.1433	42.1433	42.1433	42.1433	42.1443
34	2.0724	2.1352	9.7479	4.0000	6.6173	0.8029	1.0281	1.2996	44.1689	0.0000	31.7940	44.1689	54.4219	12.9932	10.2586	10.2586	10.2586	10.2586	10.2586	10.2586	10.2601	10.2630
35	2.1352	2.1980	15.8570	6.0000	11.5671	1.3397	1.5311	1.4191	36.6464	0.0000	22.4507	36.6464	42.9767	13.6330	6.3064	6.3064	6.3064	6.3064	6.3064	6.3064	6.3064	6.3075
36	2.1980	2.2608	9.2086	10.0000	3.5723	1.4313	1.8419	2.3631	57.7852	0.0000	75.6499	57.7852	95.1948	44.1460	21.7196	21.7188	21.7188	21.7188	21.7188	21.7188	21.7200	21.7257
37	2.2608	2.3236	23.5354	12.0000	16.4248	1.5448	2.0386	3.5272	24.7973	0.0000	39.9387	24.7973	47.0107	17.1817	12.7472	12.7468	12.7468	12.7468	12.7468	12.7468	12.7462	12.7487
38	2.3236	2.3864	13.6413	8.0000	7.7918	1.2399	2.7841	1.8256	53.4953	17.3674	48.3668	56.2439	72.1186	43.6958	7.3309	7.3307	7.3307	7.3307	7.3307	7.3307	7.3322	7.3365
39	2.3864	2.4492	27.5974	16.0000	19.2264	1.8795	3.1592	3.3323	24.9086	1.3622	24.2518	24.9458	34.7648	12.9562	7.2475	7.2470	7.2470	7.2470	7.2470	7.2470	7.2469	7.2558
40	2.4492	2.5120	37.0073	25.0000	28.1720	2.3131	4.5970	1.9252	24.9212	5.6130	9.9106	25.5455	26.8195	6.2191	2.7025	2.7022	2.7022	2.7022	2.7022	2.7022	2.7026	5.6130
41	2.5120	2.5748	31.5497	22.0000	21.5940	2.5768	6.0852	1.2937	25.0666	11.6587	16.4130	27.6452	29.9620	15.5210	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.8179	3.8124
42	2.5748	2.6376	48.8834	38.0000	36.7021	3.3375	6.9235	1.9202	24.1595	15.3064	13.9629	28.6002	27.9042	15.3064	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0168
43	2.6376	2.7004	49.6665	34.0000	30.3537	3.3429	8.3812	7.5886	23.9495	0.0000	31.4194	23.9495	39.5065	13.6660	10.0674	10.0672	10.0672	10.0672	10.0672	10.0672	10.0676	9.5381
44	2.7004	2.7632	73.1088	52.0000	52.7678	3.7222	9.5394	7.0794	17.7308	0.1538	17.2273	17.7314	24.7216	8.9452	5.4718	5.4713	5.4713	5.4713	5.4713	5.4713	5.5570	2.5035
45	2.7632	2.8260	100.8866	78.0000	73.6618	5.7761	11.6493	9.7994	14.9141	0.0000	19.5127	14.9141	24.5597	9.9666	5.9473	5.9473	5.9473	5.9473	5.9473	5.9473	5.9473	5.8158
46	2.8260	2.8888	101.4862	105.0000	67.6507	5.5786	14.9071	13.3498	16.9775	0.0000	25.2390	16.9775	30.4178	14.3531	6.8976	6.8975	6.8975	6.8975	6.8975	6.8975	6.9360	9.8708
47	2.8888	2.9516	169.3052	155.0000	128.9968	5.3343	15.8892	19.0850	13.4203	0.9009	20.5038	13.4505	24.5054	11.4026	5.3164	5.3158	5.3158	5.3158	5.3158	5.3158	6.0617	9.1700
48	2.9516	3.0144	235.7255	205.0000	189.7579	6.0992	18.1015	21.7669	10.5561	1.6864	15.7512	10.6899	18.9613	9.3952	4.2424	4.2422	4.2422	4.2422	4.2422	4.2422	4.5072	5.6156
49	3.0144	3.0772	275.6521	238.0000	227.6384	8.9574	17.6739	21.3824	11.1335	2.5716	8.2172	11.4266	13.8375	4.6659	2.1770	2.1767	2.1767	2.1767	2.1767	2.1767	2.4269	3.3814
50	3.0772	3.1400	308.9991	258.0000	253.0666	6.2266	17.7466	31.9593	9.0041	0.0000	15.5240	9.0041	17.9462	6.7029	4.8547	4.8544	4.8544	4.8544	4.8544	4.8544	5.1870	5.2693
