Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	-3.1400	-3.0144	0.4300	0.0000	0.0000	0.2176	0.2073	0.0051	30.8943	3.1577	3.0309	31.0552	31.0426	0.8856	0.4172	3.0021	0.0000	0.0000	0.0000	0.0000
2	-3.0144	-2.8888	0.5840	0.0000	0.0000	0.5450	0.0324	0.0066	24.3147	3.7419	3.9193	24.6010	24.6286	2.3651	0.4092	3.0984	0.0000	0.0000	0.0000	0.0000
3	-2.8888	-2.7632	3.1378	0.0000	1.5425	0.5333	0.0440	1.0180	58.8374	0.0000	89.7156	58.8374	107.2881	41.9457	32.1430	34.5497	31.8692	31.8692	31.8692	31.8692
4	-2.7632	-2.6376	0.5716	0.0000	0.0000	0.4898	0.0775	0.0043	26.1171	5.2996	6.1826	26.6494	26.8389	5.5422	0.4130	2.7089	0.0000	0.0000	0.0000	0.0000
5	-2.6376	-2.5120	1.5105	0.0000	0.0000	0.4428	0.0630	1.0046	66.8008	0.0000	176.6525	66.8008	188.8609	69.2696	66.3490	66.8822	66.2050	66.2050	66.2050	66.2050
6	-2.5120	-2.3864	0.3978	0.0000	0.0000	0.3425	0.0490	0.0063	31.0820	10.4946	11.6090	32.8059	33.1792	11.2251	0.4061	2.9328	0.0000	0.0000	0.0000	0.0000
7	-2.3864	-2.2608	0.3780	0.0000	0.0000	0.3150	0.0592	0.0038	30.8752	4.1441	4.4210	31.1520	31.1901	3.3975	0.4064	2.7996	0.0000	0.0000	0.0000	0.0000
8	-2.2608	-2.1352	0.4614	0.0000	0.0000	0.4303	0.0258	0.0053	29.4063	5.7382	6.1297	29.9609	30.0383	5.8426	0.4292	1.8037	0.0000	0.0000	0.0000	0.0000
9	-2.1352	-2.0096	0.4862	0.0000	0.0000	0.3904	0.0866	0.0091	28.8268	8.6244	6.7932	30.0892	29.6164	8.1359	0.4062	2.8325	0.0000	0.0000	0.0000	0.0000
10	-2.0096	-1.8840	0.4103	0.0000	0.0000	0.3827	0.0237	0.0039	31.1690	6.4450	8.1954	31.8284	32.2285	7.9322	0.4055	2.0199	0.0000	0.0000	0.0000	0.0000
11	-1.8840	-1.7584	0.2473	0.0000	0.0000	0.2428	0.0000	0.0045	32.6716	5.3002	2.7477	33.0987	32.7870	4.6690	0.4220	2.4727	0.0000	0.0000	0.0000	0.0000
12	-1.7584	-1.6328	0.4821	0.0000	0.0000	0.2809	0.0324	0.1689	34.0746	2.2226	3.8039	34.1470	34.2862	3.0921	0.4270	2.1740	0.0000	0.0000	0.0000	0.0000
13	-1.6328	-1.5072	0.3728	0.0000	0.0000	0.3166	0.0497	0.0066	35.6561	3.7929	3.4716	35.8573	35.8247	2.2900	0.4069	2.9960	0.0000	0.0000	0.0000	0.0000
14	-1.5072	-1.3816	0.6746	0.0000	0.0000	0.5301	0.1404	0.0042	26.8665	3.0028	4.3601	27.0338	27.2180	3.9076	0.4116	1.8899	0.0000	0.0000	0.0000	0.0000
15	-1.3816	-1.2560	1.4289	0.0000	0.0000	0.4244	0.0000	1.0045	70.7229	0.0000	185.9808	70.7229	198.9739	71.1906	70.1116	70.8045	69.9854	69.9854	69.9854	69.9854
16	-1.2560	-1.1304	1.6430	0.0000	0.0000	0.5494	0.0891	1.0045	61.7638	0.0000	161.5300	61.7638	172.9355	61.1305	61.0261	61.7504	60.8640	60.8640	60.8640	60.8640
17	-1.1304	-1.0048	1.5260	0.0000	0.0000	0.5218	0.0000	1.0042	66.2321	0.0000	173.8678	66.2321	186.0557	65.7321	65.6733	66.4821	65.5295	65.5295	65.5295	65.5295
18	-1.0048	-0.8792	3.3620	0.0000	0.0000	0.2067	0.1477	3.0075	51.6649	0.0000	236.3556	51.6649	241.9364	89.5753	89.2766	89.5507	89.2337	89.2337	89.2337	89.2337
19	-0.8792	-0.7536	0.6127	0.0000	0.0000	0.4163	0.1975	-0.0012	29.5637	1.8207	2.3392	29.6198	29.6561	1.4835	0.4232	1.7584	0.0000	0.0000	0.0000	0.0000
20	-0.7536	-0.6280	1.3533	0.0000	0.0000	0.2038	0.1456	1.0040	74.6062	0.0000	197.0647	74.6062	210.7144	77.1792	74.0029	74.5703	73.8930	73.8930	73.8930	73.8930
21	-0.6280	-0.5024	0.3375	0.0000	0.0000	0.3200	0.0000	0.0176	40.2498	7.2060	5.4726	40.8897	40.6201	6.5664	0.4039	2.9403	0.0000	0.0000	0.0000	0.0000
22	-0.5024	-0.3768	0.4245	0.0000	0.0000	0.3719	0.0589	-0.0062	27.1555	7.9029	2.7919	28.2821	27.2987	7.3933	0.4105	2.7616	0.0000	0.0000	0.0000	0.0000
23	-0.3768	-0.2512	1.6297	0.0000	0.0000	0.5742	0.0512	1.0043	62.3222	0.0000	163.1228	62.3222	174.6227	62.1920	61.5230	62.4181	61.3598	61.3598	61.3598	61.3598
24	-0.2512	-0.1256	1.4501	0.0000	0.0000	0.4114	0.0327	1.0060	69.5729	0.0000	183.1084	69.5729	195.8803	69.8811	69.0853	69.6498	68.9591	68.9591	68.9591	68.9591
25	-0.1256	0.0000	0.8194	0.0000	0.0000	0.6324	0.1321	0.0549	23.4579	9.5113	10.1879	25.3128	25.5747	9.8619	0.4344	2.5193	0.0000	0.0000	0.0000	0.0000
26	0.0000	0.1256	1.4234	0.0000	0.0000	0.4223	0.0000	1.0012	70.9596	0.0000	186.6209	70.9596	199.6563	71.1940	70.3792	71.1579	70.2533	70.2533	70.2533	70.2533
27	0.1256	0.2512	1.3708	0.0000	0.0000	0.3453	0.0000	1.0255	73.5434	0.0000	193.7183	73.5434	207.2087	73.9155	73.0605	73.7454	72.9504	72.9504	72.9504	72.9504
28	0.2512	0.3768	0.6514	0.0000	0.0000	0.5527	0.0987	-0.0001	25.1425	2.7062	2.5996	25.2878	25.2766	1.2933	0.4110	2.3413	0.0000	0.0000	0.0000	0.0000
29	0.3768	0.5024	0.7222	0.0000	0.0000	0.4669	0.1887	0.0666	23.3366	3.1903	2.9447	23.5536	23.5216	1.2882	0.4204	2.8882	0.0000	0.0000	0.0000	0.0000
30	0.5024	0.6280	1.5172	0.0000	0.0000	0.4470	0.0584	1.0117	66.4770	0.0000	175.1528	66.4770	187.3438	67.0831	66.0637	66.6033	65.9127	65.9127	65.9127	65.9127
31	0.6280	0.7536	1.4656	0.0000	0.0000	0.3839	0.0938	0.9878	68.9632	0.0000	181.2290	68.9632	193.9069	69.0110	68.3618	69.1741	68.2331	68.2331	68.2331	68.2331
32	0.7536	0.8792	3.1496	0.0000	0.0000	0.1432	0.0000	3.0064	55.0321	0.0000	252.3247	55.0321	258.2562	95.9430	95.2701	95.3683	95.2512	95.2512	95.2512	95.2512
33	0.8792	1.0048	1.3012	0.0000	0.0000	0.2969	0.0000	1.0042	77.3728	0.0000	204.1924	77.3728	218.3600	78.3267	76.9498	77.5374	76.8540	76.8540	76.8540	76.8540
34	1.0048	1.1304	0.8523	0.0000	0.0000	0.6549	0.1921	0.0052	25.9039	10.7726	7.9255	28.0546	27.0892	10.5340	0.4327	2.2128	0.0000	0.0000	0.0000	0.0000
35	1.1304	1.2560	0.5351	0.0000	0.0000	0.5330	0.0000	0.0021	25.7826	5.7710	3.0711	26.4205	25.9648	5.3798	0.4190	2.0460	0.0000	0.0000	0.0000	0.0000
36	1.2560	1.3816	0.3600	0.0000	0.0000	0.2473	0.1093	0.0033	45.2764	2.2202	3.7432	45.3308	45.4308	3.1936	0.4129	1.9084	0.0000	0.0000	0.0000	0.0000
37	1.3816	1.5072	1.5729	0.0000	0.0000	0.3702	0.1968	1.0059	64.3731	0.0000	168.8682	64.3731	180.7218	64.2869	63.7241	64.4644	63.5752	63.5752	63.5752	63.5752
38	1.5072	1.6328	0.6363	0.0000	0.0000	0.5546	0.0713	0.0103	25.8455	4.3502	3.5710	26.2091	26.0910	3.4184	0.4198	2.6576	0.0000	0.0000	0.0000	0.0000
39	1.6328	1.7584	0.5433	0.0000	0.0000	0.4445	0.0903	0.0085	28.3665	4.3077	4.7265	28.6917	28.7576	3.9086	0.4154	2.6250	0.0000	0.0000	0.0000	0.0000
40	1.7584	1.8840	0.6125	0.0000	0.0000	0.5438	0.0680	0.0008	29.9171	9.5029	10.2804	31.3901	31.6342	10.0224	0.3924	2.2550	0.0000	0.0000	0.0000	0.0000
41	1.8840	2.0096	1.6261	0.0000	0.0000	0.5523	0.0682	1.0055	62.3065	0.0000	163.3167	62.3065	174.7983	61.6562	61.6507	62.7866	61.4977	61.4977	61.4977	61.4977
42	2.0096	2.1352	2.6542	0.0000	0.0000	0.5697	0.0774	2.0071	53.6127	0.0000	200.2055	53.6127	207.2597	76.6867	75.4459	76.1384	75.3530	75.3530	75.3530	75.3530
43	2.1352	2.2608	0.5318	0.0000	0.0000	0.4652	0.0576	0.0090	29.5693	4.0947	4.0142	29.8515	29.8406	3.2664	0.4133	2.4344	0.0000	0.0000	0.0000	0.0000
44	2.2608	2.3864	2.5023	0.0000	0.0000	0.4758	0.0215	2.0050	56.7747	0.0000	212.4077	56.7747	219.8645	81.5372	80.0063	80.7148	79.9263	79.9263	79.9263	79.9263
45	2.3864	2.5120	1.6068	0.0000	0.0000	0.3572	0.1379	1.1117	62.9867	0.0000	166.0555	62.9867	177.6000	64.7744	62.3896	63.1906	62.2358	62.2358	62.2358	62.2358
46	2.5120	2.6376	0.7899	0.0000	0.0000	0.6343	0.1488	0.0069	25.5172	1.9159	2.1136	25.5890	25.6046	0.8926	0.3943	1.8749	0.0000	0.0000	0.0000	0.0000
47	2.6376	2.7632	1.7215	0.0000	0.0000	0.4843	0.2310	1.0061	59.0551	0.0000	155.1018	59.0551	165.9641	60.4866	58.2620	59.2078	58.0903	58.0903	58.0903	58.0903
48	2.7632	2.8888	1.4268	0.0000	0.0000	0.4265	0.0000	1.0003	70.6668	0.0000	186.1624	70.6668	199.1236	71.1142	70.2066	70.8648	70.0864	70.0864	70.0864	70.0864
49	2.8888	3.0144	1.5251	0.0000	0.0000	0.4635	0.0000	1.0616	66.1260	0.0000	174.4337	66.1260	186.5469	67.2625	65.7180	66.2245	65.5712	65.5712	65.5712	65.5712
50	3.0144	3.1400	0.2821	0.0000	0.0000	0.2742	0.0000	0.0080	38.4571	8.6184	8.2620	39.4109	39.3345	8.2282	0.4098	2.5308	0.0000	0.0000	0.0000	0.0000
