Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	-3.1400	-3.0144	0.7277	0.0000	0.0000	0.5772	0.0091	0.1414	23.2932	5.4794	2.6003	23.9290	23.4379	5.4787	0.0863	0.0000	0.0000	0.0000	0.0000	0.0000
2	-3.0144	-2.8888	0.6435	0.0000	0.0000	0.7664	-0.0797	-0.0432	31.8061	4.8492	5.3912	32.1736	32.2598	5.3904	0.0892	0.0000	0.0000	0.0000	0.0000	0.0000
3	-2.8888	-2.7632	3.6859	3.0000	0.0000	0.5435	0.1322	3.0102	47.2166	0.0000	215.6864	47.2166	220.7941	82.2765	81.4167	81.3911	81.3911	81.3911	81.3911	81.3911
4	-2.7632	-2.6376	1.6440	1.0000	0.0000	0.5464	0.0834	1.0141	61.7687	0.0000	161.2133	61.7687	172.6415	61.5327	60.8517	60.8285	60.8285	60.8285	60.8285	60.8285
5	-2.6376	-2.5120	2.8700	2.0000	0.0000	0.7053	0.1597	2.0050	49.7532	0.0000	184.4401	49.7532	191.0328	69.8505	69.6961	69.6871	69.6871	69.6871	69.6871	69.6871
6	-2.5120	-2.3864	1.8364	1.0000	0.0000	0.7557	0.1252	0.9555	55.6447	0.0000	144.5686	55.6447	154.9077	55.7205	54.4822	54.4555	54.4555	54.4555	54.4555	54.4555
7	-2.3864	-2.2608	0.9248	0.0000	0.0000	0.6826	0.0482	0.1940	25.0456	2.3218	3.7320	25.1530	25.3221	3.7316	0.0514	0.0000	0.0000	0.0000	0.0000	0.0000
8	-2.2608	-2.1352	2.8875	3.0000	0.0000	0.7448	0.0447	2.0980	49.5023	0.0000	183.7184	49.5023	190.2707	70.4829	69.2638	69.2635	69.2635	69.2635	69.2635	69.2635
9	-2.1352	-2.0096	2.6502	3.0000	0.0000	0.5926	0.0367	2.0208	53.7026	0.0000	200.2781	53.7026	207.3531	77.0482	75.4884	75.4671	75.4671	75.4671	75.4671	75.4671
10	-2.0096	-1.8840	1.9951	1.0000	0.0000	0.9629	0.0000	1.0322	51.0633	0.0000	133.0418	51.0633	142.5047	51.2073	50.1657	50.1225	50.1225	50.1225	50.1225	50.1225
11	-1.8840	-1.7584	1.8156	1.0000	0.0000	0.6295	0.1757	1.0104	56.0211	0.0000	145.8750	56.0211	156.2623	55.4591	55.0934	55.0791	55.0791	55.0791	55.0791	55.0791
12	-1.7584	-1.6328	1.8210	1.0000	0.0000	0.7216	0.1417	0.9577	56.0148	0.0000	145.3339	56.0148	155.7549	54.9640	54.9749	54.9157	54.9157	54.9157	54.9157	54.9157
13	-1.6328	-1.5072	0.6204	0.0000	0.0000	0.6135	0.0458	-0.0390	28.0118	2.4552	2.0303	28.1192	28.0853	2.4538	0.0827	0.0000	0.0000	0.0000	0.0000	0.0000
14	-1.5072	-1.3816	1.7706	1.0000	0.0000	0.7127	0.0508	1.0071	57.9212	0.0000	150.1020	57.9212	160.8897	58.2208	56.4964	56.4785	56.4785	56.4785	56.4785	56.4785
15	-1.3816	-1.2560	0.5384	0.0000	0.0000	0.5095	0.0218	0.0071	30.1110	4.2912	1.4355	30.4152	30.1452	4.2902	0.0887	0.0000	0.0000	0.0000	0.0000	0.0000
16	-1.2560	-1.1304	3.4105	3.0000	0.0000	0.2203	0.0744	3.1158	50.9846	0.0000	232.7076	50.9846	238.2273	87.8964	87.9732	87.9634	87.9634	87.9634	87.9634	87.9634
17	-1.1304	-1.0048	0.5705	0.0000	0.0000	0.4840	0.0747	0.0119	34.3995	6.9967	5.5195	35.1039	34.8395	6.9961	0.0901	0.0000	0.0000	0.0000	0.0000	0.0000
18	-1.0048	-0.8792	0.8902	0.0000	0.0000	0.8588	0.0146	0.0168	21.1508	0.9515	0.4773	21.1722	21.1562	0.9501	0.0519	0.0000	0.0000	0.0000	0.0000	0.0000
19	-0.8792	-0.7536	1.4215	1.0000	0.0000	0.2210	0.1419	1.0586	70.8957	0.0000	186.8412	70.8957	199.8395	72.2357	70.3464	70.3463	70.3463	70.3463	70.3463	70.3463
20	-0.7536	-0.6280	2.6611	2.0000	0.0000	0.4968	0.1562	2.0081	53.6729	0.0000	198.8665	53.6729	205.9822	75.1864	75.1747	75.1580	75.1580	75.1580	75.1580	75.1580
21	-0.6280	-0.5024	0.8545	0.0000	0.0000	0.7879	0.0602	0.0064	23.3497	5.6376	5.9520	24.0207	24.0964	5.9518	0.0508	0.0000	0.0000	0.0000	0.0000	0.0000
22	-0.5024	-0.3768	2.6578	2.0000	0.0000	0.6304	0.0244	2.0030	53.5952	0.0000	199.5094	53.5952	206.5827	76.3220	75.2658	75.2516	75.2516	75.2516	75.2516	75.2516
23	-0.3768	-0.2512	2.7651	2.0000	0.0000	0.5667	0.1911	2.0072	51.5655	0.0000	191.9379	51.5655	198.7440	73.8106	72.3444	72.3304	72.3304	72.3304	72.3304	72.3304
24	-0.2512	-0.1256	2.6202	2.0000	0.0000	0.4878	0.1240	2.0084	54.3284	0.0000	202.5196	54.3284	209.6801	77.8098	76.3427	76.3303	76.3303	76.3303	76.3303	76.3303
25	-0.1256	0.0000	1.6465	2.0000	0.0000	0.6406	0.0000	1.0060	61.6810	0.0000	161.0050	61.6810	172.4156	61.5195	60.7900	60.7331	60.7331	60.7331	60.7331	60.7331
26	0.0000	0.1256	2.5735	3.0000	0.0000	0.4704	-0.0055	2.1086	55.2760	0.0000	205.9817	55.2760	213.2696	78.6725	77.7269	77.7144	77.7144	77.7144	77.7144	77.7144
27	0.1256	0.2512	0.9269	0.0000	0.0000	0.8596	0.0111	0.0562	20.9903	4.5340	3.1441	21.4744	21.2245	4.5334	0.0737	0.0000	0.0000	0.0000	0.0000	0.0000
28	0.2512	0.3768	2.7968	3.0000	0.0000	0.5922	0.1960	2.0086	50.9795	0.0000	189.4125	50.9795	196.1530	72.0509	71.5381	71.5096	71.5096	71.5096	71.5096	71.5096
29	0.3768	0.5024	2.9640	2.0000	0.0000	0.8009	0.1491	2.0140	48.1957	0.0000	178.8939	48.1957	185.2724	68.4366	67.4850	67.4763	67.4763	67.4763	67.4763	67.4763
30	0.5024	0.6280	1.7898	1.0000	0.0000	0.7049	0.0775	1.0073	56.7017	0.0000	148.4213	56.7017	158.8835	57.3950	55.9138	55.8719	55.8719	55.8719	55.8719	55.8719
31	0.6280	0.7536	0.6263	0.0000	0.0000	0.5035	0.1157	0.0071	29.2836	4.6258	5.5712	29.6467	29.8088	5.5711	0.0246	0.0000	0.0000	0.0000	0.0000	0.0000
32	0.7536	0.8792	0.9823	0.0000	0.0000	0.7140	0.1709	0.0975	22.2506	2.3891	2.5448	22.3785	22.3956	2.5433	0.0870	0.0000	0.0000	0.0000	0.0000	0.0000
33	0.8792	1.0048	2.8641	2.0000	0.0000	0.6378	0.0946	2.1317	49.9249	0.0000	185.4130	49.9249	192.0168	71.5441	69.8432	69.8303	69.8303	69.8303	69.8303	69.8303
34	1.0048	1.1304	0.7830	0.0000	0.0000	0.6444	0.1060	0.0326	25.6852	3.0411	4.4757	25.8646	26.0723	4.4749	0.0807	0.0000	0.0000	0.0000	0.0000	0.0000
35	1.1304	1.2560	0.7809	1.0000	0.0000	0.7414	0.0267	0.0129	24.7198	6.2868	5.3469	25.5067	25.2915	6.2856	0.1215	0.0000	0.0000	0.0000	0.0000	0.0000
36	1.2560	1.3816	0.7148	0.0000	0.0000	0.5516	0.0775	0.0857	26.6709	2.1887	1.5940	26.7605	26.7185	2.1879	0.0596	0.0000	0.0000	0.0000	0.0000	0.0000
37	1.3816	1.5072	0.9354	0.0000	0.0000	0.7319	0.1953	0.0082	20.3339	2.4904	1.1553	20.4858	20.3666	2.4899	0.0478	0.0000	0.0000	0.0000	0.0000	0.0000
38	1.5072	1.6328	3.9813	3.0000	0.0000	0.9111	0.0655	3.0046	43.7864	0.0000	199.3929	43.7864	204.1440	75.3950	75.3830	75.3532	75.3532	75.3532	75.3532	75.3532
39	1.6328	1.7584	1.2707	0.0000	0.4126	0.6727	0.1719	0.0134	35.7469	16.8761	15.9196	39.5303	39.1315	16.8753	0.1648	0.0000	0.0000	0.0000	0.0000	0.0000
40	1.7584	1.8840	0.9177	1.0000	0.0000	0.7469	0.1579	0.0129	22.1250	5.2276	6.4037	22.7342	23.0331	6.4036	0.0287	0.0000	0.0000	0.0000	0.0000	0.0000
41	1.8840	2.0096	1.8969	1.0000	0.0000	0.7710	0.0979	1.0280	53.7145	0.0000	139.9319	53.7145	149.8873	53.8735	52.7499	52.7182	52.7182	52.7182	52.7182	52.7182
42	2.0096	2.1352	2.8184	2.0000	0.0000	0.7154	0.0811	2.0219	50.5628	0.0000	188.1394	50.5628	194.8154	71.9714	70.9823	70.9620	70.9620	70.9620	70.9620	70.9620
43	2.1352	2.2608	1.9865	1.0000	0.0000	0.9179	0.0575	1.0112	51.6274	0.0000	133.3460	51.6274	142.9915	50.7510	50.3546	50.3387	50.3387	50.3387	50.3387	50.3387
44	2.2608	2.3864	1.7697	1.0000	0.0000	0.5191	0.2230	1.0276	57.6009	0.0000	150.5571	57.6009	161.1996	59.2384	56.5113	56.5062	56.5062	56.5062	56.5062	56.5062
