Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
2	-4.8000	-4.6000	0.0927	0.0000	0.0000	0.0922	0.0000	0.0005	70.5306	23.4878	22.0961	74.3387	73.9107	23.4878	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	-4.6000	-4.4000	0.0707	0.0000	0.0000	0.0706	0.0000	0.0001	66.3928	12.7745	15.7783	67.6105	68.2419	15.7783	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4	-4.4000	-4.2000	0.0603	0.0000	0.0000	0.0600	0.0000	0.0002	96.5191	5.2798	10.2708	96.6634	97.0640	10.2708	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	-4.2000	-4.0000	0.1132	0.0000	0.0000	0.0426	0.0704	0.0002	72.6945	8.0231	9.0110	73.1359	73.2509	9.0110	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	-4.0000	-3.8000	0.0315	0.0000	0.0000	0.0302	0.0000	0.0013	95.9551	10.5597	12.3554	96.5344	96.7473	12.3554	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7	-3.8000	-3.6000	0.0729	0.0000	0.0000	0.0388	0.0328	0.0013	95.6073	0.0003	3.8169	95.6073	95.6834	3.8169	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000
8	-3.6000	-3.4000	0.1903	0.0000	0.0000	0.1444	0.0447	0.0011	59.8146	1.8745	1.4473	59.8440	59.8321	1.8745	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
9	-3.4000	-3.2000	0.2760	0.0000	0.0000	0.2003	0.0241	0.0517	37.6215	3.2539	2.3271	37.7619	37.6934	3.2539	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
10	-3.2000	-3.0000	0.4056	0.0000	0.0000	0.4039	0.0000	0.0017	33.2277	0.3648	3.1665	33.2297	33.3782	3.1649	0.0985	0.0000	0.0000	0.0000	0.0000	0.0000
11	-3.0000	-2.8000	0.7907	0.0000	0.0000	0.6963	0.0843	0.0102	23.1019	2.7668	2.9325	23.2670	23.2873	2.9325	0.0123	0.0000	0.0000	0.0000	0.0000	0.0000
