Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	-3.1400	-3.0144	0.9862	0.0000	0.0000	0.7470	0.2179	0.0214	20.6867	2.5617	1.4274	20.8447	20.7359	2.1984	0.4073	1.2505	0.0000	0.0000	0.0000	0.0000
2	-3.0144	-2.8888	1.4441	0.0000	0.0000	1.2861	-0.0016	0.1597	16.6320	8.1091	8.2250	18.5035	18.5546	8.0859	0.4114	1.4490	0.0000	0.0000	0.0000	0.0000
3	-2.8888	-2.7632	2.9391	0.0000	0.0000	1.7273	0.0643	1.1475	35.5052	0.0000	94.0859	35.5052	100.5623	42.3842	34.2937	35.3452	34.0236	34.0236	34.0236	34.0236
4	-2.7632	-2.6376	2.3818	0.0000	0.0000	1.1289	0.1182	1.1347	43.1575	0.0000	111.8283	43.1575	119.8672	42.5931	42.2343	43.0912	41.9846	41.9846	41.9846	41.9846
5	-2.6376	-2.5120	2.2827	0.0000	0.0000	0.9566	0.2985	1.0276	45.0645	0.0000	116.4928	45.0645	124.9055	44.1889	44.0395	44.7431	43.8078	43.8078	43.8078	43.8078
6	-2.5120	-2.3864	1.3535	0.0000	0.0000	1.2281	0.0657	0.0598	18.3081	7.9855	6.6272	19.9739	19.4707	7.7951	0.4254	1.6800	0.0000	0.0000	0.0000	0.0000
7	-2.3864	-2.2608	3.5490	0.0000	0.0000	1.1375	0.3425	2.0690	40.4537	0.0000	150.3011	40.4537	155.6500	58.6138	56.5370	57.0587	56.3532	56.3532	56.3532	56.3532
8	-2.2608	-2.1352	2.5236	0.0000	0.0000	1.3528	0.0792	1.0917	40.5837	0.0000	106.5110	40.5837	113.9809	42.6324	39.8759	40.6960	39.6258	39.6258	39.6258	39.6258
9	-2.1352	-2.0096	2.7787	0.0000	0.0000	1.5543	0.1446	1.0798	37.1422	0.0000	96.0795	37.1422	103.0088	37.1540	36.2537	36.8248	35.9877	35.9877	35.9877	35.9877
10	-2.0096	-1.8840	5.9096	0.0000	0.0000	1.5558	0.3371	4.0167	34.1669	0.0000	179.8063	34.1669	183.0237	69.0209	67.8175	68.1261	67.6869	67.6869	67.6869	67.6869
11	-1.8840	-1.7584	1.3640	0.0000	0.0000	1.0421	0.2373	0.0846	18.2133	1.4091	1.1794	18.2678	18.2515	0.7711	0.4058	1.1074	0.0000	0.0000	0.0000	0.0000
12	-1.7584	-1.6328	1.5387	0.0000	0.0000	1.3761	0.1454	0.0172	14.6803	2.6185	2.8304	14.9120	14.9507	2.1667	0.4146	1.7733	0.0000	0.0000	0.0000	0.0000
13	-1.6328	-1.5072	4.5297	0.0000	0.0000	1.3446	0.1558	3.0292	38.5694	0.0000	176.6626	38.5694	180.8239	69.2161	66.3699	66.8469	66.2294	66.2294	66.2294	66.2294
14	-1.5072	-1.3816	3.7136	0.0000	0.0000	1.6647	0.0971	1.9518	38.7718	0.0000	145.0638	38.7718	150.1557	59.5637	54.0454	54.5252	53.8557	53.8557	53.8557	53.8557
15	-1.3816	-1.2560	4.4523	0.0000	0.0000	1.3089	0.1124	3.0311	39.3875	0.0000	179.2850	39.3875	183.5606	69.4076	67.5182	67.8688	67.3810	67.3810	67.3810	67.3810
16	-1.2560	-1.1304	2.3062	0.0000	0.0000	1.2021	0.0119	1.0923	44.7693	0.0000	116.6126	44.7693	124.9111	47.2699	43.5910	44.0821	43.3608	43.3608	43.3608	43.3608
17	-1.1304	-1.0048	1.4014	0.0000	0.0000	1.2829	0.0996	0.0189	17.2707	3.5695	3.1969	17.6358	17.5641	3.3941	0.4011	1.0300	0.0000	0.0000	0.0000	0.0000
18	-1.0048	-0.8792	1.3402	0.0000	0.0000	1.2309	0.0576	0.0517	15.3810	6.9564	5.4487	16.8809	16.3175	6.8312	0.4054	1.2497	0.0000	0.0000	0.0000	0.0000
19	-0.8792	-0.7536	1.5497	0.0000	0.0000	1.3448	0.0994	0.1055	17.2273	3.2100	6.8044	17.5238	18.5225	6.7555	0.3956	0.7120	0.0000	0.0000	0.0000	0.0000
20	-0.7536	-0.6280	1.8584	0.0000	0.0000	1.3640	0.4726	0.0218	15.6409	7.5589	8.5973	17.3716	17.8480	8.4711	0.4102	1.4091	0.0000	0.0000	0.0000	0.0000
21	-0.6280	-0.5024	3.2425	0.0000	0.0000	1.1362	0.0908	2.0155	44.2101	0.0000	164.9282	44.2101	170.7509	65.3635	61.8396	62.3429	61.6810	61.6810	61.6810	61.6810
