Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	-3.1400	-3.0144	3.9105	4.0000	-0.6239	1.7857	0.6331	2.1155	40.6078	0.0000	136.7040	40.6078	142.6078	54.6701	51.1872	51.1450	51.1450	51.1450	51.1450	51.1450
2	-3.0144	-2.8888	5.1618	2.0000	0.0000	2.2199	0.9427	1.9993	28.8026	0.0000	105.2712	28.8026	109.1404	45.5096	38.7904	38.7459	38.7459	38.7459	38.7459	38.7459
3	-2.8888	-2.7632	5.1760	2.0000	0.0000	2.6128	0.5386	2.0247	28.2753	0.0000	102.7095	28.2753	106.5304	39.8350	38.6939	38.6399	38.6399	38.6399	38.6399	38.6399
4	-2.7632	-2.6376	4.0606	2.0000	0.0000	2.5986	0.3550	1.1070	26.1728	0.0000	65.3572	26.1728	70.4030	25.1231	24.6579	24.6267	24.6267	24.6267	24.6267	24.6267
5	-2.6376	-2.5120	5.5840	3.0000	0.0000	2.0431	0.4681	3.0728	31.5821	0.0000	142.2940	31.5821	145.7567	54.0973	53.7500	53.7253	53.7253	53.7253	53.7253	53.7253
6	-2.5120	-2.3864	3.7231	1.0000	0.0000	2.3550	0.3075	1.0607	28.5856	0.0000	72.9280	28.5856	78.3302	31.4327	26.8967	26.8590	26.8590	26.8590	26.8590	26.8590
7	-2.3864	-2.2608	3.6734	2.0000	0.0000	2.2501	0.2966	1.1267	28.6297	0.0000	72.5464	28.6297	77.9913	28.5324	27.2666	27.2229	27.2229	27.2229	27.2229	27.2229
8	-2.2608	-2.1352	3.5690	1.0000	0.0000	2.3152	0.2208	1.0330	29.4082	0.0000	75.4273	29.4082	80.9576	31.2276	28.0849	28.0191	28.0191	28.0191	28.0191	28.0191
9	-2.1352	-2.0096	4.9545	2.0000	0.0000	2.3831	0.3502	2.2212	29.4804	0.0000	107.1810	29.4804	111.1614	41.3201	40.4074	40.3675	40.3675	40.3675	40.3675	40.3675
10	-2.0096	-1.8840	2.5374	3.0000	-2.0451	1.9462	0.4655	2.1708	98.8374	0.0000	245.9614	98.8374	265.0770	152.3417	78.8945	78.8222	78.8222	78.8222	78.8222	78.8222
11	-1.8840	-1.7584	2.7343	0.0000	0.0000	2.1128	0.4827	0.1388	12.6514	1.9177	3.3862	12.7959	13.0967	3.3859	0.0453	0.0000	0.0000	0.0000	0.0000	0.0000
12	-1.7584	-1.6328	4.3116	2.0000	0.0000	2.0791	0.1987	2.0338	33.4413	0.0000	124.4238	33.4413	128.8395	50.6594	46.4388	46.3861	46.3861	46.3861	46.3861	46.3861
13	-1.6328	-1.5072	6.9246	5.0000	0.7354	1.6708	0.3943	4.1242	31.1528	0.0000	153.9906	31.1528	157.1101	60.7445	57.7852	57.7652	57.7652	57.7652	57.7652	57.7652
14	-1.5072	-1.3816	5.6139	1.0000	2.2932	2.1799	0.0666	1.0742	34.6308	0.0000	51.1747	34.6308	61.7911	26.7218	17.8403	17.8130	17.8130	17.8130	17.8130	17.8130
15	-1.3816	-1.2560	3.9696	1.0000	0.0000	2.1575	0.5037	1.3084	26.8150	0.0000	67.2518	26.8150	72.4006	26.6898	25.2467	25.1915	25.1915	25.1915	25.1915	25.1915
16	-1.2560	-1.1304	4.1629	2.0000	0.0000	1.9629	0.1593	2.0408	34.7947	0.0000	128.5306	34.7947	133.1570	51.6459	48.0828	48.0434	48.0434	48.0434	48.0434	48.0434
17	-1.1304	-1.0048	4.5050	2.0000	0.0000	1.9567	0.5130	2.0353	32.2787	0.0000	117.3866	32.2787	121.7437	44.1865	44.4112	44.3955	44.3955	44.3955	44.3955	44.3955
18	-1.0048	-0.8792	2.1514	3.0000	-2.0274	1.8294	0.2369	2.1125	115.6697	0.0000	242.9747	115.6697	269.1025	84.7031	93.0107	92.9636	92.9636	92.9636	92.9636	92.9636
