Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
1	0.0000	50.0000	26.7672	17.0000	0.2533	10.0581	2.2829	14.1729	15.8931	0.0000	138.7365	15.8931	139.6439	53.2290	52.3123	52.3028	52.3028	52.3028	52.3028	52.3028
2	50.0000	100.0000	64.1182	34.0000	5.0092	24.7536	5.7294	28.6260	9.5532	0.0000	116.0131	9.5532	116.4057	44.8873	43.6933	43.6693	43.6693	43.6693	43.6693	43.6693
3	100.0000	150.0000	50.5806	27.0000	-2.0451	24.4984	4.4768	23.6506	10.8929	0.0000	121.9210	10.8929	122.4066	49.5487	45.5099	45.4720	45.4720	45.4720	45.4720	45.4720
4	150.0000	200.0000	31.8163	14.0000	-2.0274	19.1963	2.9741	11.6733	12.6130	0.0000	92.3986	12.6130	93.2555	36.9057	34.6241	34.5735	34.5735	34.5735	34.5735	34.5735
5	200.0000	250.0000	27.0023	13.0000	-0.6239	12.5615	1.3425	13.7222	13.8591	0.0000	127.7844	13.8591	128.5337	49.1707	48.1853	48.1441	48.1441	48.1441	48.1441	48.1441
6	250.0000	300.0000	14.4835	5.0000	0.0000	8.1329	0.9635	5.3871	15.9952	0.0000	91.3906	15.9952	92.7798	34.6067	34.5804	34.5219	34.5219	34.5219	34.5219	34.5219
7	300.0000	350.0000	13.5178	5.0000	0.0000	5.0607	0.9216	7.5355	19.9299	0.0000	137.0725	19.9299	138.5138	51.9242	51.8183	51.7834	51.7834	51.7834	51.7834	51.7834
8	350.0000	400.0000	9.1265	7.0000	0.0000	2.7616	0.0803	6.2846	27.0971	0.0000	174.0568	27.0971	176.1534	66.0204	65.7779	65.7424	65.7424	65.7424	65.7424	65.7424
9	400.0000	450.0000	4.4278	3.0000	0.0000	2.0331	0.1316	2.2631	32.7783	0.0000	119.9107	32.7783	124.3100	46.1994	45.2006	45.1688	45.1688	45.1688	45.1688	45.1688
10	450.0000	500.0000	2.4290	1.0000	0.0000	0.8461	0.1058	1.4771	42.8057	0.0000	109.5014	42.8057	117.5708	42.6346	41.2100	41.1694	41.1694	41.1694	41.1694	41.1694
11	500.0000	550.0000	2.6440	2.0000	0.0000	0.5789	0.0000	2.0651	53.7448	0.0000	200.3348	53.7448	207.4187	76.1649	75.6550	75.6429	75.6429	75.6429	75.6429	75.6429
12	550.0000	600.0000	0.5615	0.0000	0.0000	0.4759	0.0000	0.0856	29.0356	21.1106	9.9909	35.8988	30.7064	21.1105	0.0254	0.0000	0.0000	0.0000	0.0000	0.0000
13	600.0000	650.0000	0.1988	0.0000	0.0000	0.1627	0.0000	0.0361	31.0386	0.1329	5.8958	31.0389	31.5936	5.8943	0.1329	0.0000	0.0000	0.0000	0.0000	0.0000
14	650.0000	700.0000	0.2131	0.0000	0.0000	0.1568	0.0000	0.0563	37.3493	1.8808	0.0303	37.3967	37.3494	1.8805	0.0303	0.0000	0.0000	0.0000	0.0000	0.0000
15	700.0000	750.0000	0.1974	0.0000	0.0000	0.1836	0.0000	0.0138	33.8382	9.8059	8.5408	35.2304	34.8994	9.8054	0.1032	0.0000	0.0000	0.0000	0.0000	0.0000
16	750.0000	800.0000	0.0332	0.0000	0.0000	0.0230	0.0000	0.0103	112.9132	21.7346	13.7197	114.9860	113.7436	21.7342	0.1225	0.0000	0.0000	0.0000	0.0000	0.0000
17	800.0000	850.0000	0.0558	0.0000	0.0000	0.0477	0.0000	0.0080	52.3650	8.8156	10.7454	53.1018	53.4561	10.7454	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18	850.0000	900.0000	0.0062	0.0000	0.0000	0.0000	0.0000	0.0062	14.5648	4.5349	4.4931	15.2545	15.2421	4.5349	0.0111	0.0000	0.0000	0.0000	0.0000	0.0000
19	900.0000	950.0000	0.0189	0.0000	0.0000	0.0522	0.0000	-0.0334	263.6042	31.7035	62.3566	265.5038	270.8791	62.3560	0.2728	0.0000	0.0000	0.0000	0.0000	0.0000
20	950.0000	1000.0000	0.1008	0.0000	0.0000	0.0972	0.0000	0.0036	55.2620	5.4889	10.4332	55.5339	56.2382	10.4332	0.0008	0.0000	0.0000	0.0000	0.0000	0.0000
