Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct
2	-2.4000	-2.3000	0.6074	0.0000	0.0000	0.3791	0.2275	0.0008	26.5858	0.8149	1.0295	26.5983	26.6057	1.0229	0.1163	0.0000	0.0000	0.0000	0.0000	0.0000
3	-2.3000	-2.2000	0.7779	1.0000	0.0000	0.4491	0.2373	0.0915	28.0292	6.0905	6.6774	28.6833	28.8136	6.6773	0.0413	0.0000	0.0000	0.0000	0.0000	0.0000
4	-2.2000	-2.1000	3.5376	3.0000	0.0000	0.9635	0.4736	2.1006	40.6896	0.0000	150.2024	40.6896	155.6162	58.1444	56.5605	56.5348	56.5348	56.5348	56.5348	56.5348
5	-2.1000	-2.0000	3.1228	2.0000	0.9706	1.6670	0.4802	0.0049	39.9557	0.3991	0.6381	39.9577	39.9608	0.6366	0.0433	0.0000	0.0000	0.0000	0.0000	0.0000
6	-2.0000	-1.9000	5.0312	4.0000	0.0000	1.5104	0.5111	3.0097	34.9513	0.0000	158.0488	34.9513	161.8673	60.3495	59.6628	59.6283	59.6283	59.6283	59.6283	59.6283
7	-1.9000	-1.8000	7.1148	6.0000	0.0000	1.6535	0.4022	5.0591	31.6902	0.0000	185.9512	31.6902	188.6322	70.3044	70.2972	70.2758	70.2758	70.2758	70.2758	70.2758
8	-1.8000	-1.7000	8.1594	4.0000	2.1355	1.8703	0.9986	3.1550	34.1420	0.0000	100.2343	34.1420	105.8895	43.9674	36.8041	36.7675	36.7675	36.7675	36.7675	36.7675
9	-1.7000	-1.6000	3.3832	3.0000	-1.2044	2.0478	0.4376	2.1022	55.7417	0.0000	161.2216	55.7417	170.5859	70.8406	59.1698	59.1150	59.1150	59.1150	59.1150	59.1150
10	-1.6000	-1.5000	1.6694	1.0000	0.0000	0.5418	0.0891	1.0385	60.6092	0.0000	158.3863	60.6092	169.5868	59.6262	59.9162	59.9016	59.9016	59.9016	59.9016	59.9016
11	-1.5000	-1.4000	2.5267	1.0000	0.0000	1.0363	0.4794	1.0111	40.8345	0.0000	105.4386	40.8345	113.0697	41.4287	39.6122	39.5773	39.5773	39.5773	39.5773	39.5773
12	-1.4000	-1.3000	8.7994	6.0000	0.0000	2.0665	0.6317	6.1012	28.1662	0.0000	180.3471	28.1662	182.5333	68.0236	68.1985	68.1862	68.1862	68.1862	68.1862	68.1862
13	-1.3000	-1.2000	6.0617	3.0000	0.0000	2.2844	0.5086	3.2687	29.2970	0.0000	132.2865	29.2970	135.4919	52.9106	49.5307	49.4912	49.4912	49.4912	49.4912	49.4912
14	-1.2000	-1.1000	5.2026	4.0000	0.0000	3.0124	0.0446	2.1457	28.1752	0.0000	101.3472	28.1752	105.1907	37.4428	38.4747	38.4421	38.4421	38.4421	38.4421	38.4421
15	-1.1000	-1.0000	9.8728	6.0000	0.0000	3.5410	0.2365	6.0953	25.1503	0.0000	160.8668	25.1503	162.8210	60.9525	60.7951	60.7732	60.7732	60.7732	60.7732	60.7732
16	-1.0000	-0.9000	5.6436	3.0000	0.0000	2.9214	0.5867	2.1355	25.9784	0.0000	93.2501	25.9784	96.8011	34.0230	35.4765	35.4385	35.4385	35.4385	35.4385	35.4385
17	-0.9000	-0.8000	5.7783	3.0000	0.0000	3.1358	0.3617	2.2809	25.4654	0.0000	92.3702	25.4654	95.8162	36.6360	34.6421	34.6121	34.6121	34.6121	34.6121	34.6121
18	-0.8000	-0.7000	9.6422	6.0000	0.0000	3.3238	0.2688	6.0496	25.7019	0.0000	165.3259	25.7019	167.3118	64.0025	62.2538	62.2267	62.2267	62.2267	62.2267	62.2267
19	-0.7000	-0.6000	8.6080	4.0000	0.0000	3.8683	0.5582	4.1815	23.7926	0.0000	123.0658	23.7926	125.3447	46.7613	46.4966	46.4686	46.4686	46.4686	46.4686	46.4686
20	-0.6000	-0.5000	8.2920	3.0000	1.3226	3.5297	0.3244	3.1153	26.7526	0.0000	96.3078	26.7526	99.9544	37.6653	36.2181	36.1795	36.1795	36.1795	36.1795	36.1795
