Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR4000N100EE	WR4000N2100EE
13	120.0000	130.0000	1.6615	0.0000	0.4476	0.6613	0.4383	0.1143	56.0407	2.5007	8.7671	56.0965	56.7224	7.8044	0.4159	1.9180	0.9391	0.0000	0.0000	0.0000	0.0000	3.3494	0.0025	197.8625	1.2995	23.2155	197.8667	199.2198	23.1791	0.3972	0.7126	1.0115	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	25.8675	6.5154	12.2861	26.6754	28.6370	8.6261	0.4385	2.0592	1.1317	0.0000	0.0000	0.0000	0.0000	8.4158	0.0000	44.7397	20.0879	16.1556	49.0425	47.5673	19.8916	0.4148	2.6652	0.7567	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	106.8779	4.4287	6.9324	106.9696	107.1025	6.2559	0.3616	2.9552	0.2407	0.0000	0.0000	0.0000	0.0000	0.0000	0.0365	0.0375	0.0054
14	130.0000	140.0000	1.1346	0.0000	0.0000	0.5069	0.4487	0.1790	21.0102	4.9635	3.3758	21.5885	21.2797	3.6387	0.4052	3.2544	0.8002	0.0000	0.0000	0.0000	0.0000	0.0056	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.7379	12.6284	13.4103	33.2310	33.5359	12.9498	0.4181	3.3878	0.6986	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.3018	24.3608	13.0127	42.0721	36.6871	24.1545	0.3715	3.0545	0.7354	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	52.5842	5.6333	3.7219	52.8850	52.7157	4.3072	0.4533	3.3781	1.2509	0.0000	0.0000	0.0000	0.0000	0.0358	0.0000	0.0353	0.0032
15	140.0000	150.0000	1.7696	0.0000	0.9632	0.3201	0.3958	0.0905	56.0402	14.7683	14.1482	57.9535	57.7986	14.5636	0.4584	2.2707	0.7995	0.0000	0.0000	0.0000	0.0000	0.0000	0.0034	100.0000	30.2291	26.0571	104.4691	103.3391	30.1231	0.5061	2.3054	0.9082	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.9342	12.2188	15.0641	44.6390	45.5002	14.9439	0.4073	1.6580	0.8329	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	45.2807	4.7132	7.5138	45.5253	45.8998	6.9299	0.3972	2.8251	0.5428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	75.7519	1.9734	9.0062	75.7776	76.2854	8.8223	0.4004	1.6427	0.6474	0.0000	0.0000	0.0000	0.0000	0.0000	0.0657	0.0394	0.0036
16	150.0000	160.0000	0.8062	0.0000	0.0000	0.1680	0.6039	0.0343	25.9315	4.0488	3.6833	26.2457	26.1918	2.4304	0.4192	3.1332	0.7020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	49.7131	4.2969	8.1182	49.8984	50.3716	7.9655	0.4067	1.3160	0.7471	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.6264	6.2019	4.6854	32.2287	31.9715	4.8401	0.4253	3.7879	0.7126	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	46.5585	10.9564	14.5667	47.8303	48.7840	14.5489	0.3737	0.5109	0.2947	0.0000	0.0000	0.0000	0.0000	0.0000	0.3718	0.0465	0.0040
17	160.0000	170.0000	0.7640	0.0000	0.0000	0.3581	0.3584	0.0475	24.1908	13.0956	14.7441	27.5080	28.3299	14.5243	0.4261	2.3599	0.8269	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.1268	20.8350	18.8352	39.1341	38.1070	20.6465	0.4321	2.6536	0.7674	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	39.4288	5.3857	11.2175	39.7949	40.9934	10.9746	0.4209	2.1047	0.8846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23.0430	14.4860	10.6222	27.2180	25.3734	14.3063	0.4201	2.0711	0.8413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0456	0.0035
18	170.0000	180.0000	0.6556	0.0000	0.0000	0.1670	0.3419	0.1467	25.5276	4.8713	2.4001	25.9882	25.6402	4.3101	0.4205	2.0973	0.7594	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	46.0130	26.7292	15.9522	53.2132	48.6998	26.6699	0.4180	1.4533	0.9391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	39.7103	9.3621	8.6396	40.7990	40.6393	8.9470	0.4287	2.6352	0.6871	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	41.3128	16.5501	14.8689	44.5045	43.9071	16.4540	0.4043	1.5770	0.7232	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0583	0.0046
19	180.0000	190.0000	0.8454	0.0000	0.0000	0.2323	0.4476	0.1655	26.6606	3.1125	2.9821	26.8417	26.8269	1.2369	0.4167	2.7321	0.7209	0.0000	0.0000	0.0000	0.0000	0.0000	0.0155	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.3645	7.3539	7.5342	42.9980	43.0292	6.9851	0.4150	2.7224	0.6244	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.2731	6.2507	4.9683	40.7553	40.5783	5.3934	0.4209	3.0294	0.7930	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	56.1092	2.5978	4.1152	56.1693	56.2599	3.5442	0.4075	1.9418	0.6611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0791	0.0669	0.0044
20	190.0000	200.0000	1.3110	0.0000	0.6549	0.3453	0.1755	0.1354	51.9347	15.8338	9.3192	54.2948	52.7642	15.7288	0.4114	1.5999	0.7643	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	24.6903	15.3042	103.0030	101.1643	24.6660	0.3972	0.7335	0.7071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.4422	5.2457	2.6779	32.8635	32.5525	4.5139	0.4314	2.5113	0.8053	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	72.5620	4.6555	2.2991	72.7112	72.5984	4.4713	0.3972	0.9979	0.7261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	57.0629	24.3529	20.4997	62.0422	60.6334	23.9551	0.4478	4.2476	0.9859	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0813	0.0044
21	200.0000	210.0000	6.9621	0.0000	0.0000	0.3044	6.4722	0.1856	88.9335	13.7843	9.2741	89.9954	89.4157	13.4595	0.4945	2.3651	1.5970	0.0000	0.0000	0.0000	0.0000	0.0000	0.6778	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	39.0024	3.5458	4.7056	39.1633	39.2853	4.1637	0.4087	2.0771	0.5699	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	95.6406	14.9323	10.0050	96.7993	96.1625	14.6229	0.5013	2.3538	1.6804	0.0000	0.0000	0.0000	0.0000	0.0000	0.7270	41.4660	3.7352	3.6104	41.6339	41.6229	1.7903	0.3984	3.2317	0.3723	0.0000	0.0000	0.0000	0.0000	0.0000	0.0725	0.0833	0.0050
22	210.0000	220.0000	0.5576	0.0000	0.0000	0.2494	0.1730	0.1351	28.7272	5.8008	7.5831	29.3071	29.7112	7.0689	0.4345	2.5958	0.7793	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	41.5726	6.8688	8.2248	42.1362	42.3784	7.7119	0.4539	2.5458	1.2195	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	58.0484	9.9597	9.1964	58.8966	58.7724	9.4948	0.3972	2.9442	0.4675	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	51.3589	2.3152	4.4548	51.4111	51.5517	3.8060	0.4466	2.2420	0.3663	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0779	0.0054
23	220.0000	230.0000	2.1090	0.0000	1.4386	0.2197	0.4214	0.0293	68.7706	9.2112	9.2941	69.3847	69.3958	7.1914	0.3991	5.8410	0.6237	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	14.4139	12.3464	101.0335	100.7593	12.3131	0.3972	7.4582	0.6048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	41.6754	2.1892	6.4148	41.7328	42.1662	6.0313	0.4115	2.0183	0.7282	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	37.9341	2.6191	5.1560	38.0244	38.2828	4.4412	0.3972	2.5147	0.6152	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.9722	14.7785	17.5172	34.3173	35.5827	17.2409	0.4288	2.9390	0.8851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0815	0.0066
24	230.0000	240.0000	0.4003	0.0000	0.0000	0.1940	0.1635	0.0429	30.6664	26.3293	22.3106	40.4185	37.9234	26.2245	0.4254	2.1653	0.7985	0.0000	0.0000	0.0000	0.0000	0.0000	0.0157	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	46.0860	9.6833	13.1279	47.0923	47.9193	12.9558	0.4501	1.8415	0.9464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	51.1549	54.0915	39.8071	74.4494	64.8184	54.0341	0.3972	2.3793	0.6281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.7563	4.1520	4.8768	22.1489	22.2962	3.8828	0.4212	2.8150	0.7784	0.0000	0.0000	0.0000	0.0000	0.0000	0.1462	0.0879	0.0051
25	240.0000	250.0000	2.2327	0.0000	0.5515	1.2804	0.2796	0.1211	59.5158	8.3059	6.6217	60.0925	59.8830	5.4258	0.4277	6.2020	0.9491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	33.7961	40.9624	105.5565	108.0644	38.8236	0.5061	12.9081	1.9427	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	93.7372	29.1820	24.6850	98.1746	96.9331	28.8932	0.3974	4.0298	0.6103	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.1430	38.3480	17.0887	55.5161	43.6290	38.2360	0.4230	2.8157	0.6840	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	75.5891	12.1116	12.8378	76.5533	76.6715	11.0789	0.4014	6.4440	0.6173	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0921	0.0073
26	250.0000	260.0000	0.4815	0.0000	0.0000	0.1049	0.3997	-0.0231	38.5195	8.6065	10.1700	39.4693	39.8395	9.9044	0.4012	2.1944	0.5962	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	56.5493	1.5323	6.0670	56.5701	56.8738	5.8751	0.4139	1.2636	0.7233	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.5528	7.1064	7.9302	41.1708	41.3209	7.4470	0.3972	2.6474	0.5143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0921	0.0075
27	260.0000	270.0000	0.4873	0.0000	0.0000	0.2335	0.1291	0.1246	28.1964	17.6127	14.2431	33.2452	31.5896	17.2125	0.3832	3.6003	0.9107	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	41.7666	4.1129	4.8033	41.9686	42.0419	2.4812	0.3198	3.9860	0.9619	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	48.6328	22.8140	14.2551	53.7181	50.6790	22.7484	0.3972	1.6197	0.4564	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	59.0797	46.6239	34.8113	75.2609	68.5729	46.3421	0.4875	4.9304	1.2855	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0874	0.0068
28	270.0000	280.0000	0.2449	0.0000	0.0000	0.1070	0.1079	0.0300	39.4741	2.2707	5.8516	39.5393	39.9054	5.4109	0.4341	1.9210	1.0413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	60.1017	2.9090	10.0419	60.1721	60.9348	9.7904	0.4155	2.0105	0.8796	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	66.4662	9.1484	12.9853	67.0928	67.7227	12.7862	0.4603	1.7959	1.3019	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	26.9260	6.9996	5.3171	27.8210	27.4460	6.6450	0.4061	2.0520	0.6805	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0944	0.0079
29	280.0000	290.0000	0.3286	0.0000	0.0000	0.1071	0.1596	0.0618	38.6064	4.9345	7.2103	38.9205	39.2739	6.6089	0.3979	2.8272	0.3983	0.0000	0.0000	0.0000	0.0000	0.0000	1.7882	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	68.5048	6.5930	12.2100	68.8213	69.5844	11.3752	0.3972	4.3705	0.6546	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	59.6310	2.0741	2.6761	59.6671	59.6911	1.6910	0.3972	2.0173	0.2730	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	65.5764	17.8807	15.1960	67.9705	67.3141	15.0214	0.4008	2.2441	0.2776	0.0000	0.0000	0.0000	0.0000	0.0000	9.5081	0.0770	0.0103
30	290.0000	300.0000	0.3366	0.0000	0.0000	0.0539	0.2312	0.0515	37.4690	1.6402	7.7012	37.5049	38.2523	7.5527	0.3988	1.3105	0.6242	0.0000	0.0000	0.0000	0.0000	0.0000	0.0139	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	58.9606	2.6523	9.7015	59.0202	59.7534	9.6163	0.3972	1.0174	0.6733	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	51.5719	1.4813	7.6185	51.5932	52.1316	7.4731	0.3972	1.3068	0.5733	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.6672	6.0897	6.0477	51.0319	51.0269	5.7966	0.4076	1.6331	0.8014	0.0000	0.0000	0.0000	0.0000	0.0000	0.0911	0.0828	0.0090
