Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	0.0000	50.0000	123.8249	0.0000	13.4311	101.2953	1.7663	7.3322	9.0039	1.4125	1.0717	9.1140	9.0675
2	50.0000	100.0000	262.3854	0.0000	44.9653	199.7169	2.6847	15.0185	7.0295	1.6491	1.3189	7.2204	7.1522
3	100.0000	150.0000	278.0799	0.0000	73.8020	179.0736	2.5399	22.6644	6.6285	1.6078	2.5123	6.8207	7.0886
4	150.0000	200.0000	186.6991	0.0000	58.7704	107.5228	0.9828	19.4231	9.1752	3.7435	2.5900	9.9095	9.5338
5	200.0000	250.0000	127.0984	0.0000	48.2784	61.4230	0.8959	16.5010	11.4993	0.7417	0.4288	11.5232	11.5073
6	250.0000	300.0000	88.3295	0.0000	44.3196	31.7023	0.6564	11.6512	14.4978	4.6765	1.6659	15.2333	14.5932
7	300.0000	350.0000	63.8220	0.0000	36.6251	17.1230	0.4653	9.6085	17.7885	2.3623	2.3528	17.9447	17.9434
8	350.0000	400.0000	28.7946	0.0000	15.1368	9.7057	0.2130	3.7391	29.8093	0.6317	1.8686	29.8160	29.8678
9	400.0000	450.0000	29.2930	0.0000	21.6856	4.2264	0.1310	3.2499	24.3866	3.7401	2.9772	24.6718	24.5677
10	450.0000	500.0000	13.9797	0.0000	7.7369	3.0011	0.0429	3.1988	39.5012	0.4213	6.1509	39.5034	39.9772
11	500.0000	550.0000	12.1699	0.0000	9.5075	1.2277	0.0000	1.4347	35.2403	1.0034	3.5100	35.2545	35.4146
12	550.0000	600.0000	9.5116	0.0000	7.8519	1.0032	0.0000	0.6565	51.1452	22.4690	11.7555	55.8632	52.4788
13	600.0000	650.0000	4.0478	0.0000	2.6772	0.6552	0.0000	0.7155	103.4359	27.7747	36.1132	107.1000	109.5589
15	700.0000	750.0000	0.8144	0.0000	0.0000	0.2365	0.0000	0.5779	29.5366	0.0000	1.4808	29.5366	29.5737
16	750.0000	800.0000	0.4119	0.0000	0.0000	0.0679	0.0000	0.3440	41.6339	9.4228	9.0607	42.6869	42.6084
17	800.0000	850.0000	0.3524	0.0000	0.0000	0.0000	0.0000	0.3524	47.8945	7.1376	7.9254	48.4234	48.5458
18	850.0000	900.0000	0.3684	0.0000	0.0000	0.0661	0.0000	0.3023	48.1795	2.3532	0.4200	48.2370	48.1814
19	900.0000	950.0000	0.1581	0.0000	0.0000	0.1080	0.0000	0.0501	48.7309	5.8169	7.0200	49.0768	49.2339
20	950.0000	1000.0000	0.2171	0.0000	0.0000	0.1048	0.0000	0.1123	51.6195	4.1985	2.8630	51.7900	51.6989
