Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	28.1712	0.0000	3.7405	22.0852	0.8122	1.5333	13.9835	2.5524	3.2464	14.2145	14.3554
3	100.0000	150.0000	92.9228	0.0000	2.0751	81.0549	2.2113	7.5815	4.8512	43.0102	43.0085	43.2829	43.2813
4	150.0000	200.0000	135.0897	0.0000	16.9738	105.7447	1.5423	10.8289	7.9056	100.0151	100.0175	100.3270	100.3295
5	200.0000	250.0000	164.2840	0.0000	48.8547	99.2668	1.4015	14.7610	9.3055	100.0151	100.0132	100.4470	100.4451
6	250.0000	300.0000	138.9621	0.0000	52.1708	73.4642	0.6845	12.6426	11.3113	100.0190	100.0197	100.6566	100.6573
7	300.0000	350.0000	75.3004	0.0000	17.9084	44.3681	0.3717	12.6522	17.3275	100.0356	100.0469	101.5251	101.5363
8	350.0000	400.0000	71.7130	0.0000	40.5726	22.9612	0.2977	7.8816	19.8398	100.0142	100.0914	101.9630	102.0388
9	400.0000	450.0000	37.9460	0.0000	20.4898	11.6526	0.2960	5.5077	30.8497	100.0451	100.0163	104.6934	104.6659
10	450.0000	500.0000	30.7935	0.0000	20.4997	6.1955	0.0000	4.0983	29.4723	100.1970	100.1066	104.4416	104.3549
11	500.0000	550.0000	25.4109	0.0000	20.6018	2.5320	0.0000	2.2771	29.0605	100.0468	100.1374	104.1819	104.2690
12	550.0000	600.0000	12.2905	0.0000	9.6379	1.3856	0.0882	1.1789	41.1119	100.0113	100.0285	108.1316	108.1476
13	600.0000	650.0000	5.2764	0.0000	3.4459	0.7278	0.0862	1.0165	70.8971	101.2813	100.6735	123.6297	123.1323
14	650.0000	700.0000	2.9167	0.0000	1.8803	0.2447	0.0798	0.7120	111.1002	100.7487	100.3901	149.9785	149.7379
15	700.0000	750.0000	0.5228	0.0000	0.0000	0.0690	0.0000	0.4537	38.3875	100.1719	100.1197	107.2754	107.2266
16	750.0000	800.0000	0.1950	0.0000	0.1717	0.0037	0.0000	0.0196	1364.8189	155.9876	129.2953	1373.7041	1370.9296
17	800.0000	850.0000	2.0137	0.0000	1.8703	0.0286	0.0000	0.1148	93.0612	100.1725	100.1761	136.7294	136.7320
18	850.0000	900.0000	4.0529	0.0000	3.7652	0.0388	0.0430	0.2059	65.8547	100.0124	100.3273	119.7469	120.0100
19	900.0000	950.0000	0.3730	0.0000	0.0000	0.0000	0.0000	0.3730	73.9880	100.0535	100.0320	124.4385	124.4211
20	950.0000	1000.0000	0.5100	0.0000	0.1287	0.0000	0.0000	0.3813	536.4679	111.8184	115.7434	547.9975	548.8118
