Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct
1	50.0000	70.0000	155.7222	97.0000	0.0000	58.2189	2.0354	95.4680	6.2407	0.0000	178.3617	6.2407	178.4708	59.0725	59.2677	60.0210	59.0796	59.0796	59.1917	59.1473	59.1768	61.0198
2	70.0000	90.0000	181.2519	96.0000	0.0000	77.3905	2.7791	101.0823	5.5507	0.0000	163.6470	5.5507	163.7411	55.0982	54.2733	54.8719	54.0684	54.0684	54.2061	54.1418	54.0972	56.0810
3	90.0000	110.0000	177.4173	95.0000	0.7957	84.1878	1.4424	90.9913	5.3796	0.0000	148.7015	5.3796	148.7988	49.5428	49.2583	49.9828	49.0369	49.0369	49.1895	49.1094	49.0995	51.7846
4	110.0000	130.0000	166.2413	93.0000	0.0000	77.4746	0.9959	87.7709	5.6463	0.0000	154.6217	5.6463	154.7248	51.3322	51.3388	52.0837	51.1305	51.1305	51.3197	51.2010	51.1057	53.1865
5	130.0000	150.0000	145.1672	73.0000	0.6018	65.6723	0.5413	78.3519	6.1218	0.0000	158.5489	6.1218	158.6670	52.5171	52.5548	53.1941	52.3534	52.3534	52.5573	52.4181	52.2915	55.3353
6	150.0000	170.0000	123.5242	66.0000	0.0000	53.7890	0.6953	69.0399	6.7315	0.0000	163.9062	6.7315	164.0444	54.6733	54.4311	54.9502	54.2404	54.2404	54.4324	54.3051	54.3097	56.1098
7	170.0000	190.0000	84.5976	43.0000	0.0000	41.2082	0.5324	42.8570	7.7717	0.0000	147.1279	7.7717	147.3330	49.1099	48.6782	49.2241	48.4647	48.4647	48.6640	48.5335	48.5000	51.6589
8	190.0000	210.0000	54.4751	26.0000	0.0000	29.9537	0.2181	24.3033	9.0431	0.0000	128.5671	9.0431	128.8848	42.4313	42.4583	42.9792	42.2212	42.2212	42.4731	42.3149	42.3543	46.1034
9	210.0000	230.0000	46.1005	19.0000	0.0000	20.7126	0.2062	25.1817	10.8161	0.0000	157.3922	10.8161	157.7634	52.4365	52.2558	52.6692	52.0602	52.0602	52.2896	52.1462	52.1341	54.0934
10	230.0000	250.0000	32.9711	20.0000	0.0000	15.4279	0.0515	17.4917	12.7348	0.0000	155.6693	12.7348	156.1893	51.9499	51.7583	52.2032	51.5603	51.5603	51.7945	51.6517	51.5605	52.9533
11	250.0000	270.0000	19.3226	12.0000	0.0000	9.6005	0.2065	9.5156	15.8718	0.0000	140.8177	15.8718	141.7093	46.8240	46.7968	47.2621	46.5775	46.5775	46.8416	46.6786	46.7035	48.1697
12	270.0000	290.0000	8.1631	5.0000	0.0000	5.6708	0.1134	2.3789	18.3167	0.0000	76.2707	18.3167	78.4393	27.3532	24.8058	25.4217	24.5006	24.5006	24.9110	24.6701	24.5518	27.8372
13	290.0000	310.0000	6.7584	3.0000	0.0000	4.2901	0.0000	2.4683	21.8659	0.0000	90.6742	21.8659	93.2734	31.2819	29.8730	30.3661	29.5928	29.5928	30.0080	29.7578	30.0444	31.4420
14	310.0000	330.0000	4.9345	3.0000	0.0000	2.6444	0.0000	2.2901	29.4992	0.0000	123.8207	29.4992	127.2862	43.2383	40.7733	41.1802	40.5313	40.5313	40.9364	40.6980	40.5313	42.9332
15	330.0000	350.0000	3.9795	1.0000	0.0000	1.8569	0.0000	2.1226	36.1953	0.0000	153.3215	36.1953	157.5360	52.4432	50.4559	50.7513	50.2571	50.2571	50.5841	50.3906	50.2571	54.4095
16	350.0000	370.0000	3.2044	2.0000	0.0000	1.0894	0.0000	2.1150	44.7705	0.0000	189.8407	44.7705	195.0485	65.4287	62.5674	62.8192	62.4136	62.4136	62.6003	62.4872	62.4136	66.2407
17	370.0000	390.0000	0.7525	0.0000	0.0000	0.5510	0.0312	0.1703	25.3547	9.3045	6.5542	27.0080	26.1881	6.3069	0.4054	1.0471	0.0000	0.0000	1.2662	0.5623	0.0000	8.7808
18	390.0000	410.0000	1.5117	0.0000	0.0000	0.5031	0.0000	1.0086	66.8812	0.0000	200.8247	66.8812	211.6687	72.0276	66.2887	66.5094	66.1514	66.1514	66.5101	66.3042	66.1514	66.1590
19	410.0000	430.0000	1.5624	0.0000	0.0000	0.5314	0.0000	1.0311	64.7378	0.0000	194.1545	64.7378	204.6630	66.4633	64.1474	64.3688	64.0021	64.0021	64.5536	64.2764	64.0021	66.5803
20	430.0000	450.0000	0.1131	0.0000	0.0000	0.1545	0.0000	-0.0413	87.9242	2.3335	10.4716	87.9552	88.5456	10.2850	0.4106	1.3043	0.0000	0.0000	1.2905	0.5622	0.0000	1.2626
21	450.0000	470.0000	0.2110	0.0000	0.0000	0.1994	0.0000	0.0116	42.7718	37.9312	27.4077	57.1682	50.7997	36.1535	0.4259	1.3295	0.0000	0.0000	3.0370	1.3308	0.0000	10.8975
22	470.0000	490.0000	1.1046	1.0000	0.0000	0.0988	0.0000	1.0058	90.6603	0.0000	272.3063	90.6603	287.0018	92.1433	90.5679	90.6230	90.5302	90.5302	90.8020	90.6497	90.5302	90.5302
23	490.0000	500.0000	0.4344	0.0000	0.0000	0.3444	0.0000	0.0901	27.7241	9.9751	4.6600	29.4640	28.1130	8.5669	0.3973	0.9641	0.0000	0.0000	3.0794	1.3253	0.0000	3.7125
