Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	58.2869	0.0000	13.7078	29.6531	9.0354	5.8906	11.2257	2.9328	3.0801	11.6025	11.6406
3	100.0000	150.0000	37.2725	0.0000	2.0392	26.7184	4.0269	4.4880	6.4921	0.0000	0.4499	6.4921	6.5077
4	150.0000	200.0000	18.2737	0.0000	0.0000	16.6293	0.6285	1.0158	4.8343	0.5686	0.6124	4.8676	4.8729
5	200.0000	250.0000	14.5636	0.0000	3.8931	9.2585	0.6436	0.7684	19.4754	0.1047	0.8997	19.4757	19.4962
6	250.0000	300.0000	5.9443	0.0000	-0.1890	5.4713	0.2884	0.3736	47.3092	6.8771	3.6701	47.8064	47.4513
7	300.0000	350.0000	3.9374	0.0000	0.0000	3.0384	0.0852	0.8139	13.0787	1.6615	2.4997	13.1838	13.3154
8	350.0000	400.0000	2.9451	0.0000	0.0000	2.3940	0.0411	0.5101	12.7292	1.7143	3.1356	12.8441	13.1097
9	400.0000	450.0000	1.4085	0.0000	0.0000	1.3299	0.0848	-0.0062	18.0487	1.5757	0.8261	18.1174	18.0676
10	450.0000	500.0000	0.9475	0.0000	0.0000	0.8246	0.0413	0.0816	22.8377	3.1468	0.0000	23.0535	22.8377
11	500.0000	550.0000	0.1681	0.0000	0.0000	0.0661	0.0000	0.1020	74.2690	9.9642	11.7836	74.9344	75.1979
12	550.0000	600.0000	0.5601	0.0000	0.0000	0.1751	0.0000	0.3850	54.5951	10.0249	6.7756	55.5079	55.0140
13	600.0000	650.0000	0.6901	0.0000	0.0000	0.1656	0.0000	0.5245	54.4593	15.0752	16.8588	56.5074	57.0091
14	650.0000	700.0000	0.1106	0.0000	0.0000	0.1040	0.0000	0.0066	69.8876	6.2848	9.2567	70.1696	70.4980
15	700.0000	750.0000	0.1437	0.0000	0.0000	0.1407	0.0000	0.0030	49.0884	0.3620	0.4908	49.0898	49.0909
17	800.0000	850.0000	0.0967	0.0000	0.0000	0.0967	0.0000	0.0000	57.8588	12.9380	13.2465	59.2877	59.3558
18	850.0000	900.0000	0.0681	0.0000	0.0000	0.0674	0.0000	0.0007	70.1612	9.4789	7.2627	70.7986	70.5361
19	900.0000	950.0000	0.0017	0.0000	0.0000	0.0000	0.0000	0.0017	86.5490	11.4092	11.0247	87.2978	87.2483
20	950.0000	1000.0000	0.0051	0.0000	0.0000	0.0000	0.0000	0.0051	55.0135	10.9140	9.3957	56.0857	55.8101
