Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	3.3297	0.0000	0.0000	2.7187	0.5180	0.0930	11.2272	0.0000	1.2585	11.2272	11.2976
3	100.0000	150.0000	11.4180	0.0000	0.0000	8.5728	2.2096	0.6355	6.0544	1.3774	1.8219	6.2091	6.3226
4	150.0000	200.0000	16.3285	0.0000	-1.8458	13.7665	2.7200	1.6879	12.6207	2.1264	2.0513	12.7986	12.7863
5	200.0000	250.0000	22.0822	0.0000	0.0000	17.0777	3.0359	1.9685	4.7548	0.9192	0.6127	4.8428	4.7941
6	250.0000	300.0000	24.5947	0.0000	3.9874	15.1945	2.7825	2.6303	12.1946	1.4117	3.5046	12.2761	12.6882
7	300.0000	350.0000	19.6056	0.0000	1.8562	14.4397	1.7622	1.5475	10.4740	0.8101	1.7209	10.5053	10.6144
8	350.0000	400.0000	18.1645	0.0000	5.4718	9.3255	0.7659	2.6014	18.0741	4.3538	3.7675	18.5911	18.4626
9	400.0000	450.0000	13.7468	0.0000	5.6515	6.7085	0.4247	0.9622	32.0295	0.7998	0.8198	32.0394	32.0400
10	450.0000	500.0000	8.4317	0.0000	3.8931	3.3346	0.3090	0.8950	33.1505	1.2683	1.7240	33.1748	33.1953
11	500.0000	550.0000	2.6062	0.0000	0.0000	1.8310	0.1709	0.6043	14.3002	1.8834	3.2205	14.4237	14.6584
12	550.0000	600.0000	1.3946	0.0000	0.0000	0.9329	0.0446	0.4172	21.3296	1.5969	3.4770	21.3893	21.6112
14	650.0000	700.0000	3.0543	0.0000	2.2709	0.4382	0.0909	0.2542	75.0181	53.6783	41.7423	92.2447	85.8495
15	700.0000	750.0000	0.1900	0.0000	0.0000	0.1410	0.0000	0.0490	78.3859	7.0433	3.9466	78.7017	78.4852
16	750.0000	800.0000	0.4627	0.0000	0.0000	0.2664	0.0000	0.1963	37.3095	6.9981	6.8832	37.9602	37.9392
17	800.0000	850.0000	0.1211	0.0000	0.0000	0.1090	0.0000	0.0121	63.9922	5.8242	12.4421	64.2567	65.1905
18	850.0000	900.0000	0.0982	0.0000	0.0000	0.0000	0.0000	0.0982	95.5571	9.5071	8.9274	96.0289	95.9732
19	900.0000	950.0000	0.1101	0.0000	0.0000	0.1047	0.0000	0.0054	55.0326	0.7393	1.3424	55.0376	55.0490
20	950.0000	1000.0000	0.1692	0.0000	0.0000	0.1622	0.0000	0.0071	54.6010	22.3764	31.6985	59.0082	63.1353
