Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	4.6018	0.0000	0.0000	3.3975	1.1228	0.0815	9.2093	1.8620	2.1266	9.3956	9.4516
3	100.0000	150.0000	15.5444	0.0000	1.8021	9.4033	3.1207	1.2183	12.6962	54.2855	54.2861	55.7504	55.7510
4	150.0000	200.0000	20.6779	0.0000	-1.8654	17.0778	3.6089	1.8566	10.3518	100.0054	100.0035	100.5397	100.5379
5	200.0000	250.0000	23.4373	0.0000	0.1679	19.1797	2.7726	1.3172	12.2935	100.0033	100.0050	100.7561	100.7578
6	250.0000	300.0000	23.3924	0.0000	0.0795	19.0326	2.4214	1.8589	12.4304	100.0080	100.0066	100.7776	100.7761
7	300.0000	350.0000	18.5339	0.0000	-2.0015	16.9377	1.5572	2.0405	17.7130	100.0059	100.0045	101.5624	101.5611
8	350.0000	400.0000	21.0272	0.0000	7.4656	11.4331	0.8482	1.2803	22.0657	100.0105	100.0069	102.4158	102.4123
9	400.0000	450.0000	7.8826	0.0000	-1.8910	5.7736	0.7340	3.2660	44.0759	100.1052	100.0033	109.3788	109.2856
10	450.0000	500.0000	8.8335	0.0000	3.7660	3.3394	0.4082	1.3199	30.7217	100.0311	100.0358	104.6424	104.6470
11	500.0000	550.0000	11.2045	0.0000	7.9703	2.5198	0.1721	0.5423	42.9407	102.1827	100.5353	110.8386	109.3217
12	550.0000	600.0000	1.7842	0.0000	0.0000	1.4197	0.0928	0.2718	16.4169	100.0023	100.0081	101.3409	101.3466
13	600.0000	650.0000	1.1376	0.0000	0.0000	0.5889	0.0000	0.5486	33.8168	103.0372	100.0368	108.4447	105.5980
14	650.0000	700.0000	1.0303	0.0000	0.0000	0.3707	0.0447	0.6149	36.1270	100.0091	100.1288	106.3343	106.4469
15	700.0000	750.0000	0.1489	0.0000	0.0000	0.1352	0.0000	0.0136	55.8146	100.1649	100.0750	114.6660	114.5874
16	750.0000	800.0000	0.0201	0.0000	-0.1157	0.0333	0.0000	0.1025	14053.4783	101.7568	1143.7562	14053.8467	14099.9444
17	800.0000	850.0000	0.1022	0.0000	0.0000	0.0000	0.0000	0.1022	92.3131	100.7412	100.7545	136.6400	136.6498
19	900.0000	950.0000	0.0329	0.0000	0.0000	0.0348	0.0000	-0.0019	106.0627	100.0021	100.0249	145.7728	145.7885
20	950.0000	1000.0000	0.0124	0.0000	0.0000	0.0000	0.0000	0.0124	52.3679	100.0161	100.0232	112.8965	112.9028
