Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR4000N100EE	WR4000N2100EE
3	400.0000	600.0000	20.3266	0.0000	3.0249	4.7667	11.1525	1.3826	56.7714	2.7096	2.8532	56.8360	56.8431	0.9444	0.4641	2.5111	0.8533	0.0000	0.0000	0.0000	0.0000	0.0003	0.2546	71.6528	40.2129	30.7906	82.1657	77.9884	39.7393	0.4252	6.0735	0.8949	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	26.4957	4.7432	5.2039	26.9169	27.0019	4.2985	0.4108	2.8071	0.7447	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.9614	6.9230	10.2810	101.1985	101.4835	10.1317	0.5042	1.3960	0.9183	0.0000	0.0000	0.0000	0.0000	0.0000	0.4219	21.8791	3.2735	5.1124	22.1226	22.4684	4.2837	0.4096	2.6913	0.6125	0.0000	0.0000	0.0000	0.0000	0.0046	0.3406	1.0194	0.0353
4	600.0000	800.0000	1.0358	0.0000	0.0000	1.2154	-0.9419	0.7623	200.9764	94.0837	156.8533	221.9082	254.9402	156.7895	0.4012	4.4418	0.3738	0.0000	0.0000	0.0000	0.0000	4.1634	4.1691	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.6558	4.6702	6.2015	20.2030	20.6109	5.5207	0.3966	2.7579	0.4669	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	26.8172	4.3732	5.2251	27.1714	27.3215	4.7773	0.3997	2.0099	0.5287	0.0000	0.0000	0.0000	0.0000	0.0000	0.0177	1.0656	0.0642
5	800.0000	1000.0000	7.8896	0.0000	0.5515	0.3273	6.4146	0.5962	78.8048	8.9038	5.7103	79.3062	79.0115	8.1796	0.4915	3.0985	1.5907	0.0000	0.0000	0.0000	0.0000	0.0000	0.0010	100.0000	33.7961	40.9624	105.5565	108.0644	38.8236	0.5061	12.9081	1.9427	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.3861	7.4042	11.0295	41.0592	41.8651	10.7488	0.3972	2.3607	0.6181	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	96.4940	14.5531	9.4487	97.5853	96.9555	14.2577	0.5022	2.3201	1.6956	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.7084	5.3606	4.4341	25.2832	25.1031	4.5002	0.4140	2.8045	0.6694	0.0000	0.0000	0.0000	0.0000	0.0000	0.0128	0.7611	0.0877
6	1000.0000	2000.0000	0.2858	0.0000	0.0000	0.0242	0.0011	0.2604	27.7461	4.7850	2.6835	28.1557	27.8756	3.9805	0.4021	2.5836	0.4640	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	16.2377	19.1991	101.3097	101.8264	18.6743	0.3972	4.4223	0.4020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5561.5618	1364.1811	751.9827	5726.4264	5612.1696	1364.0310	0.3976	19.3168	6.0137	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.5228	5.2202	3.9279	16.3770	16.0120	4.6227	0.4025	2.3389	0.4983	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8180	0.7665
