Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct
2	50.0000	100.0000	27.8619	0.0000	3.7405	21.7771	0.8122	1.5321	14.1338	12.5833	5.8626	18.9237	15.3015	2.2443	0.9755	2.1203	0.0000	0.0000	0.0000	0.0000	0.9826	12.3229
3	100.0000	150.0000	93.1343	0.0000	2.0751	80.4667	3.0106	7.5819	4.8637	11.9814	11.0338	12.9309	12.0582	0.3311	0.9083	1.7377	0.0000	0.0000	0.0000	0.0000	1.7812	11.6802
4	150.0000	200.0000	138.3509	0.0000	20.6372	104.7649	2.2244	10.7244	7.4885	12.1937	4.5428	14.3096	8.7587	0.8764	0.8746	1.5136	0.0000	0.0000	0.0000	0.0000	0.4189	12.0605
5	200.0000	250.0000	161.8954	0.0000	47.2375	98.1907	1.8152	14.6521	9.3911	14.3589	13.3113	17.1572	16.2906	0.3270	0.8585	1.3650	0.0000	0.0000	0.0000	0.0000	0.9993	14.2643
6	250.0000	300.0000	136.7152	0.0000	50.2733	72.9503	1.1619	12.3297	11.4111	8.4532	11.1641	14.2010	15.9640	1.6349	0.8277	1.3559	0.0000	0.0000	0.0000	0.0000	1.3360	10.8483
7	300.0000	350.0000	75.7481	0.0000	17.9084	44.1710	1.1313	12.5374	17.2318	3.8451	5.4653	17.6556	18.0777	2.7993	0.8286	1.2534	0.0000	0.0000	0.0000	0.0000	0.2434	4.4432
8	350.0000	400.0000	74.2884	0.0000	42.6660	22.7545	0.9946	7.8732	18.6598	7.9112	7.8086	20.2676	20.2278	3.6519	0.8199	1.3606	0.0000	0.0000	0.0000	0.0000	4.8666	7.1710
9	400.0000	450.0000	37.9891	0.0000	20.4898	11.6207	0.4673	5.4113	30.8147	12.7638	20.8991	33.3536	37.2333	2.5522	0.8366	1.2725	0.0000	0.0000	0.0000	0.0000	0.2577	20.8203
10	450.0000	500.0000	31.1676	0.0000	20.4997	6.1599	0.4141	4.0938	29.1383	6.4439	16.3672	29.8423	33.4205	6.0408	0.8229	1.2570	0.0000	0.0000	0.0000	0.0000	5.7585	14.6146
11	500.0000	550.0000	25.5508	0.0000	20.6018	2.5320	0.1419	2.2751	28.9036	7.8916	5.2204	29.9616	29.3713	5.0237	0.8232	1.1579	0.0000	0.0000	0.0000	0.0000	0.1322	7.2731
12	550.0000	600.0000	12.3001	0.0000	9.6379	1.3856	0.0978	1.1789	41.0798	16.0608	30.1201	44.1078	50.9389	1.9154	0.8287	1.1557	0.0000	0.0000	0.0000	0.0000	0.0000	30.0258
13	600.0000	650.0000	5.3060	0.0000	3.4459	0.7278	0.1158	1.0165	70.5034	16.0604	38.5717	72.3095	80.3648	15.9628	0.8329	1.4111	0.0000	0.0000	0.0000	0.0000	0.0000	36.7759
14	650.0000	700.0000	2.9905	0.0000	1.8803	0.2447	0.1536	0.7120	108.3687	71.8929	8.4819	130.0475	108.7001	11.7240	0.8727	1.2894	0.0000	0.0000	0.0000	0.0000	0.0232	70.9135
15	700.0000	750.0000	0.6298	0.0000	0.0000	0.0690	0.1070	0.4537	33.1512	6.4243	5.5730	33.7679	33.6163	6.2708	0.8067	1.1107	0.0000	0.0000	0.0000	0.0000	0.1525	0.2523
16	750.0000	800.0000	0.2048	0.0000	0.1717	0.0037	0.0098	0.0196	1299.1926	113.5658	77.6087	1304.1467	1301.5085	113.5589	0.1592	1.2521	0.0000	0.0000	0.0000	0.0000	0.0000	0.5692
17	800.0000	850.0000	2.0452	0.0000	1.8703	0.0286	0.0315	0.1148	91.6330	5.6947	5.8744	91.8098	91.8211	5.6906	0.7976	1.2302	0.0000	0.0000	0.0000	0.0000	0.0000	0.0465
18	850.0000	900.0000	4.0539	0.0000	3.7652	0.0388	0.0440	0.2059	65.8390	1.5771	8.0976	65.8578	66.3351	7.9443	0.8447	1.3318	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19	900.0000	950.0000	0.3730	0.0000	0.0000	0.0000	0.0000	0.3730	73.9880	3.2722	2.5571	74.0604	74.0322	2.9803	0.7956	1.0916	0.0000	0.0000	0.0000	0.0000	0.0000	0.3836
20	950.0000	1000.0000	0.5200	0.0000	0.1287	0.0000	0.0125	0.3788	526.1079	49.0511	57.1863	528.3895	529.2067	57.1690	0.8175	1.1558	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
