Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	0.0000	50.0000	1.3173	0.0000	0.0000	1.2971	0.0000	0.0202	19.2698	4.6402	5.4618	19.8207	20.0289
2	50.0000	100.0000	38.6246	34.0000	-1.4765	38.1808	0.0000	1.9202	5.3649	3.3067	3.0226	6.3022	6.1578
3	100.0000	150.0000	79.0529	89.0000	2.7802	73.3099	0.0000	2.9628	4.1339	3.1574	3.1163	5.2017	5.1769
4	150.0000	200.0000	86.8302	80.0000	0.0000	77.0218	6.2409	3.5675	7.5680	2.9818	3.3085	8.1342	8.2596
5	200.0000	250.0000	59.9335	62.0000	0.0000	57.1115	0.0000	2.8220	2.8919	2.9066	2.8663	4.1002	4.0717
6	250.0000	300.0000	40.1946	33.0000	0.0000	38.2339	0.0000	1.9607	3.5370	2.8786	2.9012	4.5604	4.5747
7	300.0000	350.0000	22.6217	27.0000	0.0000	21.3639	0.0000	1.2579	4.7518	2.8162	2.8139	5.5236	5.5225
8	350.0000	400.0000	13.4932	10.0000	0.0000	12.9706	0.0000	0.5227	5.9769	3.1309	3.1063	6.7473	6.7359
9	400.0000	450.0000	10.0335	8.0000	0.0000	9.2487	0.0000	0.7848	6.9453	3.1318	3.1247	7.6188	7.6159
10	450.0000	500.0000	6.2655	7.0000	0.0000	5.9806	0.0000	0.2850	8.3407	2.9290	2.8546	8.8400	8.8156
11	500.0000	550.0000	4.2871	3.0000	0.0000	4.1123	0.0000	0.1748	10.1942	2.5505	2.6554	10.5084	10.5344
12	550.0000	600.0000	3.6911	6.0000	0.0000	3.5619	0.0000	0.1292	11.3312	3.3267	3.5582	11.8094	11.8767
13	600.0000	650.0000	2.0230	4.0000	0.0000	1.9542	0.0000	0.0688	14.4962	6.1048	7.6071	15.7292	16.3710
14	650.0000	700.0000	1.8759	1.0000	0.0000	1.8147	0.0000	0.0612	16.0763	2.8725	2.9756	16.3309	16.3493
15	700.0000	750.0000	1.5043	1.0000	0.0000	1.4257	0.0000	0.0786	16.2134	3.0394	3.4805	16.4958	16.5827
16	750.0000	800.0000	1.0156	0.0000	0.0000	0.9668	0.0000	0.0488	20.2556	3.8564	5.1360	20.6194	20.8966
17	800.0000	850.0000	0.5830	1.0000	0.0000	0.5570	0.0000	0.0259	26.4382	3.2551	4.8691	26.6379	26.8829
18	850.0000	900.0000	0.4867	1.0000	0.0000	0.4656	0.0000	0.0211	27.2357	6.5730	5.0493	28.0176	27.6998
19	900.0000	950.0000	0.5631	0.0000	0.0000	0.5135	0.0000	0.0496	29.1555	3.0122	3.0196	29.3107	29.3115
20	950.0000	1000.0000	1.1795	1.0000	0.0000	1.1501	0.0000	0.0294	18.1048	3.3955	3.2888	18.4205	18.4011
