Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	40.0000	60.0000	72.9594	64.0000	-1.1721	70.0605	0.0000	4.0710	3.5273	3.1897	2.9819	4.7557	4.6188
3	60.0000	80.0000	71.3131	60.0000	2.4758	65.6785	0.0000	3.1588	4.3576	3.3621	3.2301	5.5038	5.4242
4	80.0000	100.0000	57.7842	66.0000	0.0000	54.8188	0.0000	2.9654	3.0405	2.9917	3.0049	4.2656	4.2748
5	100.0000	120.0000	44.1693	53.0000	0.0000	42.6277	0.0000	1.5416	3.3571	2.8363	2.8375	4.3949	4.3956
6	120.0000	140.0000	41.5747	37.0000	0.0000	33.7348	6.2409	1.5990	15.3461	4.2566	5.8285	15.9255	16.4157
7	140.0000	160.0000	25.1398	21.0000	0.0000	24.3589	0.0000	0.7809	4.4538	2.9240	2.8954	5.3279	5.3123
8	160.0000	180.0000	16.8764	17.0000	0.0000	16.1698	0.0000	0.7066	5.3557	3.0674	3.1451	6.1719	6.2109
9	180.0000	200.0000	13.2403	16.0000	0.0000	12.6333	0.0000	0.6069	6.1256	2.6821	2.7509	6.6871	6.7150
10	200.0000	220.0000	8.4682	11.0000	0.0000	8.1797	0.0000	0.2885	7.5823	2.7150	2.7047	8.0538	8.0503
11	220.0000	240.0000	6.8096	5.0000	0.0000	6.5489	0.0000	0.2607	8.3577	2.9451	3.3984	8.8615	9.0222
12	240.0000	260.0000	4.0658	9.0000	0.0000	3.9032	0.0000	0.1625	10.9417	3.3868	3.3614	11.4539	11.4464
13	260.0000	280.0000	3.9688	3.0000	0.0000	3.6967	0.0000	0.2722	11.9719	6.3486	5.6630	13.5511	13.2437
14	280.0000	300.0000	2.2425	1.0000	0.0000	2.1471	0.0000	0.0954	14.2093	2.8788	3.0928	14.4980	14.5420
15	300.0000	320.0000	1.8370	2.0000	0.0000	1.7966	0.0000	0.0404	15.5559	3.6143	3.9901	15.9703	16.0595
16	320.0000	340.0000	0.9680	0.0000	0.0000	0.9119	0.0000	0.0562	19.7707	7.8089	5.4100	21.2570	20.4975
17	340.0000	360.0000	1.2765	0.0000	0.0000	1.2320	0.0000	0.0445	18.8119	1.9680	2.2610	18.9146	18.9473
18	360.0000	380.0000	0.4822	1.0000	0.0000	0.4494	0.0000	0.0328	34.0745	4.9849	3.9657	34.4372	34.3044
19	380.0000	400.0000	0.4051	0.0000	0.0000	0.3561	0.0000	0.0491	32.3474	9.8501	7.5352	33.8139	33.2134
20	400.0000	420.0000	0.1513	0.0000	0.0000	0.1624	0.0000	-0.0111	53.8997	8.3363	12.3255	54.5405	55.2910
21	420.0000	440.0000	0.6110	1.0000	0.0000	0.5673	0.0000	0.0437	26.5354	4.4002	6.0785	26.8978	27.2227
22	440.0000	460.0000	0.1563	0.0000	0.0000	0.1478	0.0000	0.0084	48.6855	4.8932	5.4819	48.9308	48.9931
23	460.0000	480.0000	0.1193	0.0000	0.0000	0.1175	0.0000	0.0018	49.8401	7.6176	4.4496	50.4188	50.0383
24	480.0000	500.0000	0.9577	1.0000	0.0000	0.9417	0.0000	0.0160	22.1603	3.9371	4.1190	22.5073	22.5399
