Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	800.0000	1000.0000	171.5116	152.0000	0.3044	159.0297	6.2409	5.9366	4.0393	2.6929	2.7130	4.8547	4.8658
2	1000.0000	1200.0000	94.6721	95.0000	2.4758	88.6769	0.0000	3.5195	3.4682	3.0325	2.9211	4.6070	4.5345
3	1200.0000	1400.0000	50.4539	55.0000	0.0000	46.9373	0.0000	3.5166	3.2224	2.9578	2.9984	4.3741	4.4016
4	1400.0000	1600.0000	27.0452	23.0000	0.0000	25.2617	0.0000	1.7835	4.2934	2.9336	3.0403	5.1999	5.2609
5	1600.0000	2000.0000	20.1979	28.0000	-1.4765	20.4699	0.0000	1.2045	8.9394	3.8330	3.3843	9.7265	9.5586
6	2000.0000	2400.0000	7.2115	11.0000	0.0000	6.5029	0.0000	0.7086	8.1247	3.1839	4.1220	8.7263	9.1105
7	2400.0000	2800.0000	2.9424	3.0000	0.0000	2.8673	0.0000	0.0752	12.2299	3.2337	3.3081	12.6502	12.6694
8	2800.0000	3200.0000	0.9527	1.0000	0.0000	0.9136	0.0000	0.0392	22.3412	6.2348	9.7868	23.1948	24.3908
9	3200.0000	8000.0000	0.5889	0.0000	0.0000	0.5813	0.0000	0.0076	24.9576	9.1707	6.8402	26.5892	25.8780
