Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR4000N100MM	WR4000N2100MM
12	110.0000	120.0000	1.5053	0.0000	0.0000	0.4070	1.0298	0.0685	19.0423	6.1171	5.5190	20.0007	19.8260	6.0698	0.0000	0.0000	0.0000	0.1545	0.0000	0.7227	0.1717	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.9527	4.8268	4.6703	36.2753	36.2548	4.7653	0.0000	0.0000	0.0000	0.1731	0.0000	0.7252	0.1840	0.0000	0.0000	23.4032	7.2952	6.6318	24.5139	24.3247	7.2586	0.0000	0.0000	0.0000	0.1467	0.0000	0.6946	0.1661	0.0000	0.0000	75.4074	6.4456	4.2147	75.6824	75.5251	6.3409	0.0000	0.0000	0.0000	0.1607	0.0000	1.1313	0.1825	0.0000	0.0000	0.0426	0.0017
13	120.0000	130.0000	1.0135	0.0000	0.0000	0.4184	0.5582	0.0368	25.0402	20.2687	2.1847	32.2154	25.1353	20.2472	0.0000	0.0000	0.0000	0.1537	0.0000	0.9045	0.1750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.7350	45.5121	15.1598	57.2527	37.8991	45.5040	0.0000	0.0000	0.0000	0.1218	0.0000	0.8359	0.1447	0.0000	0.0000	36.5844	5.7345	0.9327	37.0311	36.5962	5.6577	0.0000	0.0000	0.0000	0.1587	0.0000	0.9041	0.1810	0.0000	0.0000	107.6544	31.8398	26.8446	112.2642	110.9509	31.7889	0.0000	0.0000	0.0000	0.4397	0.0000	1.6910	0.4275	0.0000	0.0000	0.0471	0.0009
14	130.0000	140.0000	1.0536	0.0000	0.0000	0.1836	0.8129	0.0571	21.8531	1.8655	1355.7579	21.9326	1355.9340	2.2528	0.0000	0.0000	0.0000	0.1981	0.0000	0.8038	0.1955	1355.7557	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.8486	11.4227	7.3756	44.3450	43.4787	11.3759	0.0000	0.0000	0.0000	0.2927	0.0000	0.9529	0.2696	0.0000	0.0000	26.1170	0.7775	1757.2370	26.1286	1757.4311	1.8108	0.0000	0.0000	0.0000	0.1721	0.0000	0.7382	0.1728	1757.2359	0.0000	73.2899	7.7963	1.2977	73.7034	73.3014	7.6847	0.0000	0.0000	0.0000	0.2642	0.0000	1.2571	0.2805	0.0000	0.0000	0.0602	0.0015
15	140.0000	150.0000	0.8936	0.0000	0.0000	0.3349	0.4294	0.1292	27.0245	3.4152	5.3315	27.2394	27.5454	5.2738	0.0000	0.0000	0.0000	0.1776	0.0000	0.7431	0.1816	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.7460	9.8515	6.4580	35.1546	34.3584	9.8347	0.0000	0.0000	0.0000	0.1269	0.0000	0.5432	0.1407	0.0000	0.0000	46.7265	13.5583	17.7842	48.6538	49.9964	17.7638	0.0000	0.0000	0.0000	0.1968	0.0000	0.8089	0.1985	0.0000	0.0000	56.2178	1.0957	5.4213	56.2284	56.4785	5.3112	0.0000	0.0000	0.0000	0.2448	0.0000	1.0427	0.2314	0.0000	0.0000	0.0720	0.0016
16	150.0000	160.0000	1.2011	0.0000	0.0000	0.3124	0.8541	0.0346	19.9735	0.7956	2.8115	19.9894	20.1704	2.6972	0.0000	0.0000	0.0000	0.2230	0.0000	0.7376	0.1980	0.0000	0.0065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.1016	2.8369	1.4417	34.2194	34.1321	2.7122	0.0000	0.0000	0.0000	0.1371	0.0000	0.8046	0.1606	0.0000	0.0000	25.1527	0.7492	3.1420	25.1638	25.3481	3.0516	0.0000	0.0000	0.0000	0.2468	0.0000	0.6774	0.2038	0.0000	0.0000	21.0649	22.7841	7.8404	31.0297	22.4767	22.7194	0.0000	0.0000	0.0000	0.4087	0.0000	1.6204	0.3916	0.0000	0.2256	0.0611	0.0009
17	160.0000	170.0000	1.6280	0.0000	0.6373	0.2396	0.6960	0.0552	41.3073	17.9382	17.5693	45.0341	44.8884	17.9176	0.0000	0.0000	0.0000	0.1707	0.0000	0.8169	0.1973	0.0000	0.0031	100.0000	37.1588	40.5762	106.6807	107.9186	40.5677	0.0000	0.0000	0.0000	0.1273	0.0000	0.8055	0.1703	0.0000	0.0000	32.4075	3.8477	0.6770	32.6351	32.4146	3.7875	0.0000	0.0000	0.0000	0.2135	0.0000	0.6144	0.1916	0.0000	0.0000	28.5373	6.9904	5.1257	29.3810	28.9939	6.9337	0.0000	0.0000	0.0000	0.1859	0.0000	0.8414	0.2164	0.0000	0.0000	46.3483	1.6881	2.5384	46.3791	46.4178	2.0056	0.0000	0.0000	0.0000	0.2957	0.0000	1.5182	0.2930	0.0000	0.0910	0.0714	0.0028
18	170.0000	180.0000	0.9208	0.0000	0.0000	0.3203	0.5923	0.0082	24.1207	2.8867	3.6964	24.2928	24.4023	3.6186	0.0000	0.0000	0.0000	0.2470	0.0000	0.6794	0.2230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0435	15.0227	13.5980	38.1278	37.5893	15.0058	0.0000	0.0000	0.0000	0.2835	0.0000	0.6166	0.2228	0.0000	0.0000	32.1745	2.2628	4.7562	32.2539	32.5241	4.7039	0.0000	0.0000	0.0000	0.2097	0.0000	0.6394	0.2086	0.0000	0.0000	248.0470	67.1000	32.0136	256.9625	250.1043	66.7970	0.0000	0.0000	0.0000	1.5165	0.0000	6.0524	1.2798	0.0000	0.0000	0.0836	0.0029
19	180.0000	190.0000	1.0604	0.0000	0.0000	0.3395	0.6811	0.0398	23.4829	3.0707	0.8896	23.6828	23.4998	2.9609	0.0000	0.0000	0.0000	0.1577	0.0000	0.7778	0.1800	0.0000	0.0027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.2474	13.8712	13.0464	36.9499	36.6482	13.8504	0.0000	0.0000	0.0000	0.1661	0.0000	0.7186	0.1795	0.0000	0.0000	32.2855	6.6298	3.8759	32.9592	32.5173	6.5828	0.0000	0.0000	0.0000	0.1436	0.0000	0.7560	0.1701	0.0000	0.0000	28.9349	25.7571	11.4019	38.7383	31.1004	25.6991	0.0000	0.0000	0.0000	0.3282	0.0000	1.6570	0.3541	0.0000	0.0718	0.0812	0.0025
20	190.0000	200.0000	1.0371	0.0000	0.0000	0.3491	0.6352	0.0528	23.4384	8.2288	6.8498	24.8409	24.4188	8.1709	0.0000	0.0000	0.0000	0.2638	0.0000	0.9048	0.2443	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	39.1444	2.6081	5.0807	39.2312	39.4728	4.9720	0.0000	0.0000	0.0000	0.3026	0.0000	0.9666	0.2735	0.0000	0.0000	31.4879	11.0160	8.8455	33.3593	32.7068	10.9812	0.0000	0.0000	0.0000	0.2393	0.0000	0.8115	0.2240	0.0000	0.0000	38.2954	12.7115	1.6552	40.3499	38.3311	12.6008	0.0000	0.0000	0.0000	0.3019	0.0000	1.6195	0.2967	0.0000	0.0000	0.1070	0.0036
21	200.0000	210.0000	0.6753	0.0000	0.0000	0.2601	0.3642	0.0510	30.5937	2.3853	10.3959	30.6866	32.3118	5.7513	0.0000	0.0000	0.0000	0.1719	0.0000	0.8739	0.1851	0.0000	8.6126	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.0295	12.1901	27.4677	41.8445	48.5472	15.9403	0.0000	0.0000	0.0000	0.1267	0.0000	0.6737	0.1526	0.0000	22.3581	48.6503	2.2891	5.2982	48.7041	48.9379	5.2128	0.0000	0.0000	0.0000	0.1785	0.0000	0.9154	0.1859	0.0000	0.0000	41.6015	4.6583	9.8575	41.8615	42.7534	9.7179	0.0000	0.0000	0.0000	0.3547	0.0000	1.5994	0.3448	0.0000	0.0000	0.1019	0.0030
22	210.0000	220.0000	1.0240	0.0000	0.0000	0.2253	0.7560	0.0427	23.4907	0.9110	3.2422	23.5083	23.7133	3.1373	0.0000	0.0000	0.0000	0.1615	0.0000	0.7836	0.1832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.5949	0.6998	4.0202	40.6009	40.7934	3.9591	0.0000	0.0000	0.0000	0.1608	0.0000	0.6556	0.1846	0.0000	0.0000	29.3781	1.3306	2.6562	29.4082	29.4979	2.5423	0.0000	0.0000	0.0000	0.1529	0.0000	0.7351	0.1762	0.0000	0.0000	30.4102	11.4267	14.9379	32.4861	33.8810	14.7541	0.0000	0.0000	0.0000	0.3158	0.0000	2.3185	0.3010	0.0000	0.0000	0.1043	0.0025
23	220.0000	230.0000	0.7543	0.0000	0.0000	0.3423	0.3774	0.0345	27.8759	9.4821	8.6554	29.4444	29.1887	9.4466	0.0000	0.0000	0.0000	0.1640	0.0000	0.7311	0.1892	0.0000	0.2738	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	45.2023	23.7655	19.4044	51.0690	49.1913	23.7561	0.0000	0.0000	0.0000	0.1577	0.0000	0.6253	0.1743	0.0000	0.0000	37.6416	0.7686	2.4617	37.6494	37.7220	2.3404	0.0000	0.0000	0.0000	0.1555	0.0000	0.7239	0.1907	0.0000	0.0000	26.2444	6.9937	4.0510	27.1602	26.5552	3.5844	0.0000	0.0000	0.0000	0.3181	0.0000	1.8589	0.3209	0.0000	5.9814	0.1112	0.0026
24	230.0000	240.0000	0.7473	0.0000	0.0000	0.3588	0.3816	0.0069	24.3892	4.8488	3.7668	24.8665	24.6784	4.7242	0.0000	0.0000	0.0000	0.1839	0.0000	1.0573	0.2007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	36.2695	5.6494	9.6834	36.7068	37.5399	9.5968	0.0000	0.0000	0.0000	0.1497	0.0000	1.2792	0.1792	0.0000	0.0000	32.4733	4.2465	0.7600	32.7497	32.4821	4.1776	0.0000	0.0000	0.0000	0.1791	0.0000	0.7159	0.1895	0.0000	0.0000	439.4186	21.8795	10.1645	439.9630	439.5361	20.0081	0.0000	0.0000	0.0000	2.2051	0.0000	8.3557	1.9258	0.0000	0.0000	0.1274	0.0034
25	240.0000	250.0000	0.7082	0.0000	0.0000	0.0384	0.6217	0.0480	25.9835	13.2100	5.0220	29.1487	26.4644	13.1704	0.0000	0.0000	0.0000	0.2680	0.0000	0.9463	0.2774	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	134.9622	21.3046	8.7373	136.6334	135.2447	20.6532	0.0000	0.0000	0.0000	1.4331	0.0000	4.7806	1.5568	0.0000	0.0000	28.0448	15.3451	6.3767	31.9685	28.7606	15.3289	0.0000	0.0000	0.0000	0.1991	0.0000	0.6452	0.2017	0.0000	0.0000	57.7058	15.2747	20.8333	59.6932	61.3513	20.7569	0.0000	0.0000	0.0000	0.2280	0.0000	1.7765	0.2339	0.0000	0.0000	0.1246	0.0030
26	250.0000	260.0000	0.6826	0.0000	0.0000	0.0967	0.2772	0.3087	43.3383	1.7539	4.1161	43.3738	43.5334	3.8441	0.0000	0.0000	0.0000	0.2073	0.0000	1.4474	0.2248	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	45.4697	4.0393	4.1776	45.6488	45.6612	3.8627	0.0000	0.0000	0.0000	0.4369	0.0000	1.4614	0.4722	0.0000	0.0000	57.8887	20.5714	28.8323	61.4352	64.6715	28.7874	0.0000	0.0000	0.0000	0.1730	0.0000	1.5968	0.1709	0.0000	0.0000	79.2311	18.6022	17.5399	81.3856	81.1494	18.5543	0.0000	0.0000	0.0000	0.1661	0.0000	1.3089	0.1957	0.0000	0.0000	0.1493	0.0047
27	260.0000	270.0000	0.6507	0.0000	0.0000	0.1934	0.4104	0.0469	24.8859	1.3193	0.8302	24.9209	24.8998	1.0226	0.0000	0.0000	0.0000	0.1803	0.0000	0.7861	0.2090	0.0196	0.0196	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	44.7956	9.9640	11.3848	45.8903	46.2196	11.3634	0.0000	0.0000	0.0000	0.1461	0.0000	0.6618	0.1739	0.0000	0.0000	32.7543	2.6284	0.8160	32.8595	32.7644	2.5015	0.0000	0.0000	0.0000	0.1805	0.0000	0.7572	0.2118	0.0000	0.0000	54.1680	28.1440	25.6682	61.0430	59.9419	28.0948	0.0000	0.0000	0.0000	0.3207	0.0000	1.5515	0.3298	0.2719	0.2719	0.1395	0.0022
28	270.0000	280.0000	0.8034	0.0000	0.0000	0.2654	0.4576	0.0804	26.1744	6.0821	4.9162	26.8718	26.6321	6.0038	0.0000	0.0000	0.0000	0.1984	0.0000	0.9269	0.2189	0.0014	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	38.3447	3.9892	4.5771	38.5516	38.6169	4.4990	0.0000	0.0000	0.0000	0.1825	0.0000	0.8022	0.1904	0.0000	0.0000	38.8386	5.5776	4.3624	39.2371	39.0829	5.4989	0.0000	0.0000	0.0000	0.2116	0.0000	0.8764	0.2413	0.0000	0.0000	59.3602	15.9100	9.1986	61.4554	60.0687	15.8247	0.0000	0.0000	0.0000	0.1758	0.0000	1.6258	0.1854	0.0138	0.0138	0.1541	0.0042
29	280.0000	290.0000	0.5115	0.0000	0.0000	0.1566	0.3720	-0.0172	34.8575	3.0636	2.7663	34.9919	34.9671	3.0393	0.0000	0.0000	0.0000	0.0748	0.0000	0.3776	0.0237	0.0000	0.3097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	47.9490	1.1062	4.8633	47.9617	48.1950	4.7361	0.0000	0.0000	0.0000	0.5290	0.0000	0.8961	0.3753	0.0000	0.0000	39.7164	5.0669	6.2934	40.0383	40.2119	6.2534	0.0000	0.0000	0.0000	0.1758	0.0000	0.6629	0.1834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1530	0.0038
