Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR4000N100MM	WR4000N2100MM
11	100.0000	110.0000	6.9332	0.0000	-0.8821	7.3128	0.4048	0.0976	15.3917	1.9299	2.0125	15.5122	15.5227	1.7083	0.0000	0.0000	0.0000	0.1172	0.0000	1.0467	0.1680	0.0017	1.0289	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.7368	1.4850	1.2952	7.8780	7.8445	0.7617	0.0000	0.0000	0.0000	0.1961	0.0000	1.0126	0.1962	0.0000	0.9739	47.9645	9.2767	8.2530	48.8533	48.6693	9.2271	0.0000	0.0000	0.0000	0.1088	0.0000	0.9379	0.1649	0.0000	0.0000	55.2450	6.1323	6.3808	55.5843	55.6123	6.3072	0.0000	0.0000	0.0000	0.1580	0.0000	0.9480	0.1881	0.1197	0.1197	0.0707	0.0012
12	110.0000	120.0000	6.6740	0.0000	0.2760	6.0640	0.3068	0.0273	8.8701	3.3606	1.1832	9.4854	8.9486	3.1378	0.0000	0.0000	0.0000	0.2132	0.0000	1.0842	0.2337	0.2934	0.2934	70.9617	127.6195	59.8469	146.0216	92.8290	127.6082	0.0000	0.0000	0.0000	0.1272	0.0000	1.6907	0.1704	0.0000	0.0000	8.8200	2.0460	2.1354	9.0542	9.0749	1.8053	0.0000	0.0000	0.0000	0.2378	0.0000	1.0888	0.2469	0.3229	0.3229	42.9883	3.4358	2.8804	43.1253	43.0847	3.4161	0.0000	0.0000	0.0000	0.0280	0.0000	0.3511	0.1044	0.0000	0.0000	340.6529	115.3393	90.1351	359.6492	352.3758	115.2941	0.0000	0.0000	0.0000	2.3091	0.0000	2.1754	0.6037	0.0000	0.0000	0.0919	0.0014
13	120.0000	130.0000	6.5581	0.0000	0.0000	6.0157	0.4406	0.1017	8.2197	3.9340	3.3021	9.1126	8.8582	3.7455	0.0000	0.0000	0.0000	0.2274	0.0000	0.9716	0.2274	0.0000	1.1264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.2868	3.6158	2.8532	9.0413	8.7642	3.3945	0.0000	0.0000	0.0000	0.2262	0.0000	0.9869	0.2284	0.0000	1.2279	40.8245	7.1357	7.6962	41.4435	41.5436	7.6662	0.0000	0.0000	0.0000	0.1460	0.0000	0.6433	0.1656	0.0000	0.0000	96.8503	10.1024	16.3970	97.3757	98.2285	16.3115	0.0000	0.0000	0.0000	0.6544	0.0000	1.4890	0.4380	0.0000	0.0562	0.0837	0.0010
14	130.0000	140.0000	6.3712	0.0000	0.0000	5.7620	0.4534	0.1558	8.6620	1.0428	1.7757	8.7245	8.8421	1.4747	0.0000	0.0000	0.0000	0.2344	0.0000	0.9321	0.2484	0.0002	0.1997	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.1088	1.8177	2.9237	9.2884	9.5665	2.7442	0.0000	0.0000	0.0000	0.2438	0.0000	0.9485	0.2568	0.0000	0.2208	32.9640	10.1195	12.2618	34.4823	35.1707	12.2454	0.0000	0.0000	0.0000	0.1318	0.0000	0.6007	0.1549	0.0000	0.0000	52.7698	11.8652	9.5028	54.0873	53.6186	11.7915	0.0000	0.0000	0.0000	0.1839	0.0000	1.2908	0.2097	0.0098	0.0000	0.1196	0.0005
15	140.0000	150.0000	6.4771	0.0000	0.0000	5.8063	0.6211	0.0496	8.5343	2.6359	3.9726	8.9320	9.4136	3.7039	0.0000	0.0000	0.0000	0.2700	0.0000	1.0691	0.2652	0.7903	0.9170	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.8916	3.6735	4.4751	9.6205	9.9542	4.2052	0.0000	0.0000	0.0000	0.2842	0.0000	1.1036	0.2763	0.8816	1.0230	31.7497	1.3637	9.2144	31.7790	33.0598	9.1865	0.0000	0.0000	0.0000	0.1322	0.0000	0.6875	0.1558	0.0000	0.0000	22.8474	7.1599	6.2079	23.9430	23.6757	6.9101	0.0000	0.0000	0.0000	0.3394	0.0000	1.8123	0.3400	0.0000	0.0000	0.1074	0.0017
16	150.0000	160.0000	6.4684	0.0000	0.1375	5.8062	0.3167	0.2079	22.8490	5.8221	9.9681	23.5791	24.9286	9.9067	0.0000	0.0000	0.0000	0.2118	0.0000	0.9180	0.2172	0.0000	1.8837	997.4353	188.1440	348.4703	1015.0248	1056.5551	348.4498	0.0000	0.0000	0.0000	1.7183	0.0000	3.1848	1.0633	0.0000	0.0000	8.7514	2.9733	3.2523	9.2426	9.3361	3.0170	0.0000	0.0000	0.0000	0.2580	0.0000	0.9981	0.2452	0.0000	2.0986	42.0442	1.6821	0.8410	42.0778	42.0526	1.4553	0.0000	0.0000	0.0000	0.1685	0.0000	0.8037	0.1929	0.0000	0.0000	79.7670	4.5670	6.7339	79.8976	80.0507	6.5391	0.0000	0.0000	0.0000	0.2620	0.0000	1.5687	0.3207	0.0000	0.0000	0.1034	0.0014
17	160.0000	170.0000	5.6951	0.0000	0.2364	5.1892	0.1491	0.1203	9.5647	4.8212	4.6474	10.7111	10.6340	4.3874	0.0000	0.0000	0.0000	0.2140	0.0000	0.9853	0.2174	0.0597	2.3173	100.0000	62.4695	48.8825	117.9086	111.3081	62.4508	0.0000	0.0000	0.0000	0.2696	0.0000	1.4801	0.2742	0.0000	0.0000	9.0745	3.4938	4.0860	9.7239	9.9520	3.7691	0.0000	0.0000	0.0000	0.2023	0.0000	0.9235	0.2075	0.0655	2.5431	79.6037	43.3145	25.2081	90.6250	83.4996	43.3020	0.0000	0.0000	0.0000	0.1611	0.0000	1.0115	0.1989	0.0000	0.0000	58.6785	8.5094	3.8784	59.2923	58.8065	8.0404	0.0000	0.0000	0.0000	0.6741	0.0000	2.6456	0.5540	0.0000	0.0000	0.1247	0.0029
18	170.0000	180.0000	4.4932	0.0000	-0.9655	5.0058	0.2518	0.2010	19.3588	2.9148	1.7518	19.5770	19.4379	2.5016	0.0000	0.0000	0.0000	0.1995	0.0000	0.9732	0.2442	0.0000	1.4242	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.1778	2.3839	1.6647	10.4532	10.3130	1.8912	0.0000	0.0000	0.0000	0.3011	0.0000	0.9901	0.2753	0.0000	1.2784	47.1780	13.4006	8.2291	49.0443	47.8903	13.3779	0.0000	0.0000	0.0000	0.1780	0.0000	0.7323	0.2017	0.0000	0.0000	55.7379	1.1292	7.4539	55.7494	56.2341	7.3689	0.0000	0.0000	0.0000	0.3446	0.0000	1.0458	0.2504	0.0000	0.0000	0.1483	0.0022
19	180.0000	190.0000	5.3004	0.0000	0.0000	5.0231	0.1730	0.1043	9.5425	2.9249	3.7372	9.9807	10.2482	3.5613	0.0000	0.0000	0.0000	0.3030	0.0000	1.0520	0.3118	0.0000	1.8273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.6751	2.4201	2.0833	9.9732	9.8968	1.7318	0.0000	0.0000	0.0000	0.3058	0.0000	1.0775	0.3153	0.0000	1.9281	46.9614	3.6888	0.6743	47.1061	46.9663	3.6263	0.0000	0.0000	0.0000	0.1331	0.0000	0.6428	0.1609	0.0000	0.0000	109.4825	54.6197	103.6149	122.3508	150.7397	103.6119	0.0000	0.0000	0.0000	0.4522	0.0000	0.5023	0.3933	0.0000	0.1119	0.1501	0.0024
20	190.0000	200.0000	6.6474	0.0000	1.3062	4.8477	0.2822	0.2113	20.1380	17.2002	8.5571	26.4837	21.8807	17.1097	0.0000	0.0000	0.0000	0.3390	0.0000	1.0780	0.3090	0.1928	1.3169	95.1095	85.6181	41.7117	127.9699	103.8541	85.6104	0.0000	0.0000	0.0000	0.4075	0.0000	1.0109	0.3620	0.0000	0.0000	9.6713	2.3980	1.9253	9.9642	9.8611	1.0619	0.0000	0.0000	0.0000	0.2953	0.0000	1.0930	0.2827	0.2644	1.8058	46.5033	6.4861	7.2952	46.9534	47.0720	7.2100	0.0000	0.0000	0.0000	0.3867	0.0000	0.9887	0.3346	0.0000	0.0000	51.0375	5.6040	5.9110	51.3443	51.3787	5.6868	0.0000	0.0000	0.0000	0.8554	0.0000	1.2659	0.5515	0.0000	0.0446	0.1448	0.0014
21	200.0000	210.0000	7.0787	0.0000	1.3601	5.1020	0.5239	0.0927	18.3045	2.6879	1.2917	18.5008	18.3500	0.3934	0.0000	0.0000	0.0000	0.3355	0.0000	1.2133	0.3208	0.0165	2.3199	87.1982	13.9628	10.8021	88.3090	87.8647	13.8679	0.0000	0.0000	0.0000	0.3162	0.0000	1.5682	0.2848	0.0000	0.0000	9.5631	5.3342	4.0127	10.9502	10.3708	4.0874	0.0000	0.0000	0.0000	0.3573	0.0000	1.1347	0.3441	0.0000	3.1959	34.3667	5.6871	7.7817	34.8341	35.2367	7.7341	0.0000	0.0000	0.0000	0.1763	0.0000	0.8210	0.1931	0.0000	0.0000	46.2428	5.8893	4.0484	46.6163	46.4197	4.9829	0.0000	0.0000	0.0000	0.3150	0.0000	2.5487	0.2925	1.2598	1.2598	0.1831	0.0028
22	210.0000	220.0000	3.8880	0.0000	-0.6170	4.0019	0.4718	0.0313	20.1200	4.0406	3.2959	20.5217	20.3881	3.9170	0.0000	0.0000	0.0000	0.1777	0.0000	0.9522	0.2119	0.0000	2.0903	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0060	1.1947	2.3272	11.0706	11.2493	0.5441	0.0000	0.0000	0.0000	0.2220	0.0000	1.0121	0.2402	0.0000	2.0308	40.8099	6.9854	0.9314	41.4035	40.8206	6.9227	0.0000	0.0000	0.0000	0.1881	0.0000	0.8909	0.2069	0.0000	0.0000	34.8228	7.7913	4.6712	35.6838	35.1347	7.5350	0.0000	0.0000	0.0000	0.3957	0.0000	1.9046	0.3787	0.0000	0.0000	0.1697	0.0025
23	220.0000	230.0000	3.7381	0.0000	-0.7312	4.0342	0.3302	0.1049	23.0702	4.9472	5.4338	23.5947	23.7015	5.1733	0.0000	0.0000	0.0000	0.5229	0.0000	1.5107	0.4911	0.0000	0.0037	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.7035	1.7408	1.5471	10.8441	10.8147	0.7800	0.0000	0.0000	0.0000	0.4877	0.0000	1.4047	0.4592	0.0000	0.0000	41.9164	1.1718	1.1125	41.9328	41.9312	0.7725	0.0000	0.0000	0.0000	0.1682	0.0000	0.8437	0.1904	0.0000	0.0000	56.1504	24.0537	22.9039	61.0856	60.6420	24.0077	0.0000	0.0000	0.0000	0.2693	0.0000	1.4328	0.2860	0.0000	0.1326	0.1915	0.0045
24	230.0000	240.0000	4.0388	0.0000	0.0000	3.6422	0.2754	0.1213	10.4819	1.8404	2.6950	10.6422	10.8228	2.4390	0.0000	0.0000	0.0000	0.3322	0.0000	1.0605	0.3116	0.0000	0.8495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.8152	3.2927	2.9198	11.3053	11.2024	2.7057	0.0000	0.0000	0.0000	0.3028	0.0000	1.0216	0.2841	0.0000	2.7783	48.5126	4.8711	8.3935	48.7565	49.2334	8.3665	0.0000	0.0000	0.0000	0.2789	0.0000	0.5699	0.2259	0.0000	0.0000	64.9773	19.4067	56.9954	67.8135	86.4322	19.0237	0.0000	0.0000	0.0000	1.3368	0.0000	3.3419	1.3293	0.0000	55.1290	0.1921	0.0032
25	240.0000	250.0000	3.8026	0.0000	0.0000	3.6704	0.1001	0.0321	11.2039	7.2094	5.4602	13.3230	12.4635	7.0729	0.0000	0.0000	0.0000	0.2686	0.0000	1.0414	0.2619	0.4047	0.7483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.4999	7.8180	6.2750	13.9058	13.1005	7.6881	0.0000	0.0000	0.0000	0.2723	0.0000	1.0484	0.2648	0.4193	0.7717	51.7803	14.4965	6.2979	53.7712	52.1619	14.4557	0.0000	0.0000	0.0000	0.2460	0.0000	1.0319	0.2383	0.0000	0.0000	80.1390	27.5593	21.8382	84.7453	83.0612	27.5548	0.0000	0.0000	0.0000	0.0858	0.0000	0.2987	0.0102	0.0000	0.4081	0.2118	0.0027
26	250.0000	260.0000	5.2194	0.0000	1.6575	3.4824	0.0231	0.0564	32.5948	5.1756	4.3078	33.0031	32.8782	4.9772	0.0000	0.0000	0.0000	0.3831	0.0000	1.2143	0.3661	0.0012	1.2328	100.0000	9.3468	13.4693	100.4359	100.9030	13.4554	0.0000	0.0000	0.0000	0.1273	0.0000	0.5746	0.1703	0.0000	0.0000	10.9714	3.7021	2.4722	11.5792	11.2465	3.2209	0.0000	0.0000	0.0000	0.5072	0.0000	1.5116	0.4612	0.0000	1.8459	75.8612	82.5573	53.2616	112.1189	92.6915	82.5520	0.0000	0.0000	0.0000	0.1272	0.0000	0.9141	0.1705	0.0000	0.0000	45.0173	9.5984	7.9881	46.0292	45.7205	9.4177	0.0000	0.0000	0.0000	0.3435	0.0000	1.7768	0.3250	0.1143	0.2341	0.2265	0.0024
27	260.0000	270.0000	4.8886	0.0000	1.6526	2.9219	0.0653	0.2488	34.7258	5.3956	6.8126	35.1425	35.3878	6.7073	0.0000	0.0000	0.0000	0.3467	0.0000	1.0345	0.3047	0.0000	1.0447	100.0000	9.3729	13.4875	100.4383	100.9055	13.4555	0.0000	0.0000	0.0000	0.2820	0.0000	0.8530	0.2395	0.0000	0.0000	12.5322	4.5269	4.0497	13.3248	13.1703	4.0294	0.0000	0.0000	0.0000	0.3286	0.0000	1.0079	0.3139	0.0000	1.7420	70.7744	29.4831	37.4183	76.6699	80.0572	37.4111	0.0000	0.0000	0.0000	0.1739	0.0000	0.6931	0.1917	0.0000	0.0000	48.5449	3.6223	5.7951	48.6799	48.8896	5.0189	0.0000	0.0000	0.0000	1.0346	0.0000	2.6425	0.6594	0.0000	0.0687	0.2214	0.0030
28	270.0000	280.0000	4.0895	0.0000	1.2191	2.7906	0.0217	0.0581	44.4186	8.1513	1.5106	45.1603	44.4443	3.0095	0.0000	0.0000	0.0000	0.4113	0.0000	1.3317	0.3994	1.6165	7.2575	146.2430	23.1155	14.8127	148.0586	146.9913	15.2885	0.0000	0.0000	0.0000	0.1304	0.0000	1.3610	0.1872	0.0000	17.2825	11.8947	5.2517	1.5942	13.0024	12.0010	3.1994	0.0000	0.0000	0.0000	0.5402	0.0000	1.3045	0.4972	2.3688	3.0810	427.6191	252.7400	153.7963	496.7248	454.4352	252.7270	0.0000	0.0000	0.0000	0.3553	0.0000	2.5040	0.4043	0.0000	0.0000	85.4235	30.5081	24.5791	90.7079	88.8893	30.4653	0.0000	0.0000	0.0000	0.1311	0.0000	1.5869	0.1521	0.0000	0.2217	0.2197	0.0035
