Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	8.5215	0.0000	0.2069	7.9122	0.2325	0.1699	26.6473	2.9878	3.1536	26.8143	26.8332
3	100.0000	150.0000	28.2331	0.0000	0.1584	26.0734	0.9474	1.0539	11.7694	6.7048	6.8353	13.5452	13.6102
4	150.0000	200.0000	35.1223	0.0000	0.1739	33.2411	0.6953	1.0120	10.7588	7.0924	6.9224	12.8862	12.7934
5	200.0000	250.0000	37.7366	0.0000	4.7906	30.9751	0.3855	1.5853	17.1204	8.4351	8.3903	19.0856	19.0658
6	250.0000	300.0000	35.0067	0.0000	10.7287	22.1363	0.5220	1.6198	22.1811	5.7136	5.8121	22.9051	22.9299
7	300.0000	350.0000	32.6623	0.0000	15.8100	15.3827	0.1573	1.3123	20.8249	5.6077	5.4953	21.5667	21.5377
8	350.0000	400.0000	10.5240	0.0000	1.0864	8.6678	0.1570	0.6128	64.5772	16.5774	10.5093	66.6710	65.4267
9	400.0000	450.0000	9.8563	0.0000	4.4428	4.6509	0.2165	0.5461	39.5961	5.3018	4.6697	39.9495	39.8705
10	450.0000	500.0000	11.2656	0.0000	7.3526	3.0588	0.1591	0.6950	39.0875	4.8514	6.2279	39.3874	39.5805
12	550.0000	600.0000	0.6128	0.0000	0.0000	0.5361	0.0000	0.0768	23.2037	4.9842	4.4542	23.7330	23.6274
13	600.0000	650.0000	2.5387	0.0000	1.7309	0.7648	0.0083	0.0347	68.5586	12.0961	13.9122	69.6175	69.9559
14	650.0000	700.0000	0.8459	0.0000	0.3609	0.3485	0.0000	0.1365	35.0016	46.7869	26.9660	58.4305	44.1845
15	700.0000	750.0000	0.1893	0.0000	-0.1322	0.2973	0.0000	0.0243	93.1904	38.0064	93.3113	100.6427	131.8767
16	750.0000	800.0000	0.1395	0.0000	0.0000	0.1277	0.0000	0.0118	46.6194	10.1236	13.4376	47.7059	48.5174
18	850.0000	900.0000	0.0242	0.0000	0.0000	0.0087	0.0000	0.0155	48.4309	30.8044	25.0082	57.3974	54.5065
19	900.0000	950.0000	0.0407	0.0000	0.0000	0.0352	0.0000	0.0055	68.9248	3.2941	3.1557	69.0035	68.9970
20	950.0000	1000.0000	0.0470	0.0000	0.0000	0.0275	0.0000	0.0195	59.7212	6.3995	5.6857	60.0630	59.9912
