Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
2	50.0000	100.0000	88.7733	0.0000	5.0751	77.2404	2.3220	4.1359	5.8717	1.3814	1.4821	6.0320	6.0559
3	100.0000	150.0000	85.9159	0.0000	8.3106	73.5918	0.9836	3.0299	8.3880	1.2703	1.0494	8.4836	8.4534
4	150.0000	200.0000	53.3981	0.0000	7.9171	42.9103	0.2546	2.3161	14.8911	2.9541	2.6581	15.1813	15.1265
5	200.0000	250.0000	37.6286	0.0000	18.3931	18.0887	0.1294	1.0174	15.8405	1.7898	1.7523	15.9413	15.9371
6	250.0000	300.0000	7.0316	0.0000	-0.5909	6.7341	0.0000	0.8884	84.5617	12.9583	7.1964	85.5488	84.8674
7	300.0000	350.0000	10.4461	0.0000	8.2995	2.0504	0.0000	0.0962	34.2713	10.9945	9.7419	35.9917	35.6290
8	350.0000	400.0000	8.5799	0.0000	7.5407	0.9578	0.0000	0.0813	44.1125	4.8075	6.1667	44.3737	44.5414
9	400.0000	450.0000	3.8243	0.0000	3.3895	0.2504	0.0000	0.1844	80.9201	2.9077	7.4264	80.9723	81.2601
10	450.0000	500.0000	1.6818	0.0000	1.4366	0.2216	0.0000	0.0237	85.6309	11.9657	11.4048	86.4629	86.3871
13	600.0000	650.0000	0.0010	0.0000	0.0000	0.0000	0.0000	0.0010	34.6124	9.6829	8.6902	35.9413	35.6867
14	650.0000	700.0000	0.0010	0.0000	0.0000	0.0000	0.0000	0.0010	32.1780	9.0436	11.7438	33.4247	34.2540
15	700.0000	750.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0006	39.3041	13.7067	10.1317	41.6256	40.5890
16	750.0000	800.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0007	39.2459	10.4524	10.7447	40.6140	40.6902
17	800.0000	850.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0003	54.2605	7.5501	6.9494	54.7832	54.7037
18	850.0000	900.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0003	58.6492	7.3622	6.8685	59.1095	59.0500
19	900.0000	950.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0002	64.5258	18.5402	12.3152	67.1366	65.6905
20	950.0000	1000.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0005	42.7233	10.9508	9.4097	44.1045	43.7473
