Bin,BinLow,BinHigh,MC_Total,Data,DYJets,TT,Nonprompt,Others,Stat_pct,SystUp_pct,SystDn_pct,TotalUp_pct,TotalDn_pct
1,0.0000,50.0000,31.4549,0.0000,3.7847,27.0833,0,0.5868,12.8694,1.3879,1.0162,12.9440,12.9094
2,50.0000,100.0000,71.2832,0.0000,7.7697,61.8106,0,1.7030,10.4323,1.6515,1.7375,10.5622,10.5760
3,100.0000,150.0000,71.1645,0.0000,15.0736,54.0042,0,2.0868,8.6991,1.1711,1.1956,8.7775,8.7808
4,150.0000,200.0000,51.5908,0.0000,14.5639,35.1324,0,1.8944,12.6996,1.3407,1.3766,12.7702,12.7740
5,200.0000,250.0000,33.1078,0.0000,7.8080,23.5670,0,1.7328,19.0267,0.7359,0.7129,19.0409,19.0401
6,250.0000,300.0000,17.5215,0.0000,3.7396,12.4357,0,1.3462,18.8541,3.4336,6.0125,19.1643,19.7896
7,300.0000,350.0000,5.4310,0.0000,-2.3348,6.8222,0,0.9436,101.3819,6.1112,3.1094,101.5659,101.4296
8,350.0000,400.0000,8.2263,0.0000,3.4901,4.1854,0,0.5508,43.3125,12.4675,9.4567,45.0711,44.3328
9,400.0000,450.0000,3.3318,0.0000,0.0907,2.8338,0,0.4073,23.0707,4.0720,3.1133,23.4273,23.2798
10,450.0000,500.0000,0.5481,0.0000,-1.1209,1.3678,0,0.3012,210.2150,41.9294,19.2660,214.3559,211.0960
11,500.0000,550.0000,3.1312,0.0000,1.9791,1.0230,0,0.1290,49.4465,5.5048,4.2927,49.7520,49.6325
12,550.0000,600.0000,0.4822,0.0000,0.0000,0.3379,0,0.1443,29.4707,9.7989,5.7875,31.0570,30.0336
13,600.0000,650.0000,0.6381,0.0000,0.1009,0.4385,0,0.0987,29.1176,17.9487,6.2373,34.2051,29.7782
14,650.0000,700.0000,1.3867,0.0000,1.1582,0.1937,0,0.0347,109.2332,27.0307,30.6644,112.5280,113.4557
15,700.0000,750.0000,0.1957,0.0000,0.0000,0.1556,0,0.0400,32.1390,10.6682,6.0751,33.8633,32.7081
16,750.0000,800.0000,1.7123,0.0000,1.5739,0.1245,0,0.0140,91.9963,13.9420,13.1546,93.0467,92.9320
17,800.0000,850.0000,0.0343,0.0000,0.0000,0.0237,0,0.0106,64.5319,8.1224,4.2154,65.0411,64.6695
18,850.0000,900.0000,0.0039,0.0000,0.0000,0.0000,0,0.0039,17.2814,4.7414,4.5829,17.9201,17.8788
19,900.0000,950.0000,0.0353,0.0000,0.0000,0.0155,0,0.0197,63.2075,19.1660,28.8804,66.0494,69.4929
20,950.0000,1000.0000,0.1438,0.0000,0.0707,0.0381,0,0.0351,53.5096,80.3419,36.4227,96.5303,64.7293
