Bin,BinLow,BinHigh,MC_Total,Data,DYJets,TT,Nonprompt,Others,Stat_pct,SystUp_pct,SystDn_pct,TotalUp_pct,TotalDn_pct
1,0.0000,200.0000,192.4787,0.0000,36.1394,147.7665,0,8.5729,8.3929,5.7523,5.6249,10.1750,10.1035
2,200.0000,400.0000,18.4944,0.0000,3.7514,14.0552,0,0.6877,19.7528,6.4088,6.2076,20.7664,20.7052
3,400.0000,600.0000,0.6781,0.0000,-0.3557,0.9268,0,0.1070,60.7116,33.4904,40.5507,69.3361,73.0086
4,600.0000,800.0000,0.1770,0.0000,0.0000,0.1744,0,0.0026,39.5593,6.5302,6.7410,40.0947,40.1295
5,800.0000,1000.0000,0.1014,0.0000,0.0000,0.1000,0,0.0014,77.2177,14.3878,14.7457,78.5467,78.6130
6,1000.0000,2000.0000,0.0001,0.0000,0.0000,0.0000,0,0.0001,100.0000,5.5164,12.1651,100.1520,100.7372
