Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	0.0000	50.0000	73.6494	91.0000	28.4544	41.3715	1.3933	2.4301	21.6416	7.5170	8.2233	22.9099	23.1512
2	50.0000	100.0000	662.4868	713.0000	553.2625	94.3061	3.7297	11.1885	8.1789	2.0915	0.9168	8.4421	8.2302
3	100.0000	150.0000	3175.0413	2892.0000	2925.0015	198.3110	10.6460	41.0828	3.6741	0.5724	0.7521	3.7184	3.7503
4	150.0000	200.0000	3887.1892	3737.0000	3646.9451	170.4903	10.2875	59.4663	3.4829	0.0393	0.7345	3.4832	3.5595
5	200.0000	250.0000	3490.2729	3330.0000	3328.4783	90.3888	8.3962	63.0096	3.6736	0.0000	0.5173	3.6736	3.7098
6	250.0000	300.0000	3029.9864	2693.0000	2918.5944	44.7729	6.6415	59.9777	3.8029	0.0000	0.1822	3.8029	3.8072
7	300.0000	350.0000	2410.1660	2058.0000	2334.4800	16.9485	4.0190	54.7184	4.2708	0.1901	0.6391	4.2750	4.3183
8	350.0000	400.0000	1630.4794	1542.0000	1576.5576	7.0061	1.6722	45.2434	5.3447	0.0441	0.3559	5.3449	5.3565
9	400.0000	450.0000	1106.5114	947.0000	1068.1696	3.5473	0.8344	33.9601	6.1727	0.9981	0.5402	6.2528	6.1962
10	450.0000	500.0000	462.9888	460.0000	443.5440	1.2140	0.5268	17.7040	9.9038	1.6190	0.0393	10.0353	9.9039
11	500.0000	550.0000	213.0519	172.0000	206.9046	0.2716	0.2639	5.6117	13.2213	2.9300	1.7469	13.5420	13.3362
12	550.0000	600.0000	90.3631	77.0000	86.5684	0.4220	0.0421	3.3306	21.9110	6.5298	7.0966	22.8633	23.0316
13	600.0000	650.0000	28.2142	31.0000	26.7888	0.1697	0.0000	1.2557	47.8789	18.2129	21.9163	51.2260	52.6566
14	650.0000	700.0000	22.1748	17.0000	21.4342	0.0338	0.0000	0.7068	37.8697	0.8583	3.4116	37.8794	38.0230
15	700.0000	750.0000	13.1789	17.0000	13.0870	0.0000	0.0000	0.0919	37.5693	3.5924	8.0857	37.7407	38.4296
16	750.0000	800.0000	8.1022	6.0000	7.5699	0.0000	0.0000	0.5323	46.9713	2.2630	4.8450	47.0257	47.2205
17	800.0000	850.0000	9.5679	2.0000	9.5622	0.0000	0.0000	0.0057	44.7157	1.0491	2.6260	44.7280	44.7927
19	900.0000	950.0000	2.1068	0.0000	1.8247	0.0000	0.0000	0.2821	87.6236	12.8138	11.5277	88.5556	88.3786
20	950.0000	1000.0000	0.0015	1.0000	0.0000	0.0000	0.0000	0.0015	100.0000	0.0000	13.5451	100.0000	100.9132
