Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	40.0000	60.0000	2082.7786	1901.0000	2006.0493	33.2708	0.4784	42.9802	5.2498	69.4193	69.3986	69.6175	69.5969
2	60.0000	80.0000	1800.7911	1773.0000	1706.6388	47.7958	0.8558	45.5006	5.5035	65.8609	65.8563	66.0905	66.0859
3	80.0000	100.0000	1586.3924	1565.0000	1488.9912	52.3074	0.7935	44.3003	5.6351	62.4113	62.4057	62.6651	62.6596
4	100.0000	120.0000	1489.4354	1330.0000	1402.2617	51.9461	0.6811	34.5465	5.3830	65.6692	65.6716	65.8894	65.8919
5	120.0000	140.0000	1172.4488	1189.0000	1095.2103	47.5895	0.5168	29.1321	5.9380	61.8524	61.8523	62.1368	62.1367
6	140.0000	160.0000	962.1661	994.0000	901.6060	40.2234	0.7587	19.5780	6.6119	64.4572	64.4583	64.7954	64.7966
7	160.0000	180.0000	838.5716	763.0000	792.5285	33.4470	0.3352	12.2609	6.8448	57.2290	57.2195	57.6369	57.6275
8	180.0000	200.0000	732.2055	635.0000	687.9257	30.7624	0.6729	12.8445	6.8856	65.7552	65.7535	66.1148	66.1130
9	200.0000	220.0000	595.2904	462.0000	560.8856	24.0066	0.3022	10.0960	7.5256	62.6062	62.6180	63.0569	63.0686
10	220.0000	240.0000	473.1382	390.0000	449.5195	17.3002	0.2621	6.0563	8.7308	61.1306	61.1055	61.7509	61.7261
11	240.0000	260.0000	336.1543	282.0000	317.2596	14.9089	0.1780	3.8078	9.8526	42.0152	41.9961	43.1550	43.1364
12	260.0000	280.0000	267.5593	220.0000	252.3101	12.3574	0.1637	2.7282	11.7967	48.6841	48.6898	50.0930	50.0985
13	280.0000	300.0000	214.0973	188.0000	202.8984	8.6334	0.0406	2.5250	12.4973	56.2993	56.3363	57.6697	57.7058
14	300.0000	320.0000	132.1353	153.0000	123.0160	6.6314	0.0417	2.4462	19.2149	48.9201	48.6967	52.5585	52.3506
15	320.0000	340.0000	106.1097	127.0000	99.7620	4.9155	0.1277	1.3045	19.5906	47.8061	47.8014	51.6645	51.6601
16	340.0000	360.0000	127.5884	69.0000	122.4366	4.1167	0.0000	1.0351	15.2069	41.8097	41.9263	44.4893	44.5989
17	360.0000	380.0000	104.4360	94.0000	100.0873	2.8484	0.0413	1.4591	16.3782	53.0641	53.1250	55.5342	55.5924
18	380.0000	400.0000	63.1467	54.0000	59.8425	1.9807	-0.0353	1.3588	23.4123	54.7293	54.7197	59.5267	59.5179
19	400.0000	420.0000	42.6081	43.0000	40.7230	1.5128	0.0436	0.3287	35.7043	57.1385	57.0755	67.3767	67.3232
20	420.0000	440.0000	49.1045	51.0000	47.2000	1.0820	0.0421	0.7803	20.8310	40.1370	40.1833	45.2207	45.2618
21	440.0000	460.0000	26.4176	31.0000	24.9917	0.7905	0.0834	0.5520	42.9904	53.2104	53.5836	68.4070	68.6977
22	460.0000	480.0000	29.2261	18.0000	28.0573	0.8265	0.0000	0.3423	33.3248	73.9321	73.8838	81.0956	81.0516
23	480.0000	500.0000	147.8063	140.0000	144.0249	2.4174	0.0000	1.3640	16.9440	52.5205	52.5991	55.1861	55.2609
