Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct
1	40.0000	60.0000	3072.3953	2813.0000	2944.8329	51.8547	2.9374	72.7703	4.4003	1.3168	1.5237	4.5931	4.6566
2	60.0000	80.0000	2730.4674	2809.0000	2589.6963	75.0612	4.2774	61.4325	4.4846	0.2703	0.4509	4.4928	4.5072
3	80.0000	100.0000	2612.7113	2424.0000	2470.1176	80.7869	6.1639	55.6430	4.2391	0.0022	1.0596	4.2391	4.3695
4	100.0000	120.0000	2162.1349	2079.0000	2031.4677	77.3080	7.0289	46.3303	4.5112	0.0000	0.7561	4.5112	4.5741
5	120.0000	140.0000	2015.4304	1718.0000	1901.0145	69.6522	5.5295	39.2341	4.3732	0.6336	0.0000	4.4188	4.3732
6	140.0000	160.0000	1461.8910	1392.0000	1366.3882	61.2881	4.8513	29.3633	5.2153	0.0000	0.4734	5.2153	5.2368
7	160.0000	180.0000	1219.1093	1109.0000	1140.5372	50.3284	3.9904	24.2533	5.5548	1.9582	2.5173	5.8899	6.0986
8	180.0000	200.0000	1005.4043	879.0000	942.4904	44.1482	2.9440	15.8217	6.0568	1.2457	1.5281	6.1835	6.2465
9	200.0000	220.0000	859.2457	709.0000	809.5646	34.5009	2.4772	12.7031	6.4525	1.1239	1.1372	6.5496	6.5519
10	220.0000	240.0000	674.9130	590.0000	632.0778	29.4323	1.8167	11.5862	7.1252	1.5370	0.7980	7.2891	7.1698
11	240.0000	260.0000	577.6342	483.0000	546.9661	21.9937	1.7409	6.9335	7.5713	0.8488	1.8170	7.6187	7.7863
12	260.0000	280.0000	328.9706	350.0000	303.4489	17.3660	1.0920	7.0638	11.4860	0.1812	0.1763	11.4874	11.4873
13	280.0000	300.0000	333.0839	276.0000	315.7811	13.5455	0.8742	2.8831	10.1993	0.0000	1.0422	10.1993	10.2524
14	300.0000	320.0000	242.4522	202.0000	230.1549	9.6198	0.4938	2.1837	11.7286	0.0457	0.1653	11.7287	11.7298
15	320.0000	340.0000	173.6838	181.0000	162.8493	7.5665	0.3917	2.8764	15.1578	4.8428	5.7921	15.9126	16.2268
16	340.0000	360.0000	147.3855	144.0000	138.9462	6.6343	0.2095	1.5954	15.2549	8.0678	3.5509	17.2569	15.6627
17	360.0000	380.0000	142.7785	103.0000	136.1995	4.2238	0.5171	1.8381	14.3562	3.5518	0.9487	14.7891	14.3875
18	380.0000	400.0000	126.5686	85.0000	122.8026	3.1471	0.1249	0.4939	15.2827	0.0000	0.7535	15.2827	15.3012
19	400.0000	420.0000	70.9721	73.0000	66.4041	2.3285	0.2583	1.9811	24.4587	2.8621	4.8352	24.6256	24.9321
20	420.0000	440.0000	46.0500	55.0000	43.5372	1.7187	0.3118	0.4823	29.5357	0.0000	0.9480	29.5357	29.5509
21	440.0000	460.0000	31.4865	45.0000	28.7425	1.7094	0.0000	1.0346	40.5676	16.8184	4.3049	43.9157	40.7954
22	460.0000	480.0000	46.3776	28.0000	44.7649	1.3185	0.0000	0.2942	26.8814	13.1890	16.3744	29.9426	31.4759
23	480.0000	500.0000	232.8208	239.0000	226.8315	3.7549	0.4217	1.8126	12.8101	2.3093	3.6867	13.0166	13.3300
